date,JHH_optimistic,SH_optimistic,BMC_optimistic,HCGH_optimistic,SMH_optimistic,JHH_moderate,SH_moderate,BMC_moderate,HCGH_moderate,SMH_moderate,JHH_pessimistic,SH_pessimistic,BMC_pessimistic,HCGH_pessimistic,SMH_pessimistic,JHH_catastrophic,SH_catastrophic,BMC_catastrophic,HCGH_catastrophic,SMH_catastrophic,JHH_optimistic_std,SH_optimistic_std,BMC_optimistic_std,HCGH_optimistic_std,SMH_optimistic_std,JHH_moderate_std,SH_moderate_std,BMC_moderate_std,HCGH_moderate_std,SMH_moderate_std,JHH_pessimistic_std,SH_pessimistic_std,BMC_pessimistic_std,HCGH_pessimistic_std,SMH_pessimistic_std,JHH_catastrophic_std,SH_catastrophic_std,BMC_catastrophic_std,HCGH_catastrophic_std,SMH_catastrophic_std
2020-12-12,4.25274725274725,6.758241758241759,2.4725274725274704,8.50549450549451,1.8021978021978,8.22077922077922,12.3636363636364,4.48051948051948,15.038961038961,3.3636363636363598,10.3963414634146,15.8475609756098,5.9390243902439,20.1158536585366,4.03658536585366,12.729927007299302,18.902676399026802,6.96593673965937,24.559610705596103,4.89294403892944,2.32328588162696,2.9662595654603203,1.87136113911279,3.73099175565144,1.31115065830986,3.99552794367142,3.70646711373124,2.5917470896855,5.41868234915828,1.80841532774933,6.78737970062644,9.4814289034491,4.6560937280389005,12.855386737617302,3.3837672826600294,8.30164611498927,11.3731346756411,5.366727066129241,15.6804533378369,3.68969418210402
2020-12-13,4.846153846153849,6.86813186813187,2.5274725274725296,9.30769230769231,1.57142857142857,8.55844155844156,12.233766233766199,4.740259740259741,15.9350649350649,3.0649350649350695,10.6280487804878,16.4329268292683,6.01219512195122,20.329268292682897,4.17073170731707,13.374695863747,19.5839416058394,7.39416058394161,25.503649635036503,5.41849148418491,2.2577002639468904,3.13858927926696,1.6663486393029499,3.9158519982704196,1.2056903283907,3.96574130078683,4.18995739338008,2.3543416506233097,5.73288001858331,1.96288723427627,6.42133969743196,9.085723924847619,4.492524692004361,12.2504901624671,3.39405821575315,8.84253941201281,11.9776610821572,5.444733607080481,16.0131290815339,4.00426155736076
2020-12-14,4.6483516483516505,7.23076923076923,2.40659340659341,9.08791208791209,1.67032967032967,8.41558441558442,12.532467532467502,4.71428571428571,16.6753246753247,3.48051948051948,11.012195121951198,17.0365853658537,6.45121951219512,21.2743902439024,4.36585365853659,14.0681265206813,21.279805352798103,7.78345498783455,26.600973236009697,5.559610705596111,2.53491498599727,3.2073984633639596,1.70955956012853,3.29717945279292,1.3672378914282,3.43530429038671,4.256650764329319,2.44873220766601,5.579278821435009,2.25981489651335,7.55951008613754,10.292603455941,4.71932311967638,12.559772319821699,3.20636636192386,9.411657685180609,12.9947418136707,5.480273736640281,16.6520539062339,4.19514536307222
2020-12-15,4.57142857142857,7.08791208791209,2.4725274725274704,9.21978021978022,1.7582417582417602,9.54545454545454,13.3636363636364,4.44155844155844,16.7142857142857,2.8961038961039,11.774390243902399,17.2560975609756,6.75,21.719512195122,4.524390243902441,14.771289537712901,22.486618004866198,8.28467153284672,27.812652068126503,5.88321167883212,2.2538994641173598,3.6784144686618,1.84772303797659,3.24732247373123,1.37753290653469,4.04694996437659,5.3279685729668,2.14714250758614,5.1164545934347005,1.59206160215293,7.875034819522081,10.1288178295706,4.96496874452864,13.1592260042276,3.6449952649977497,9.8084452930635,13.160498699961801,6.30716069138879,17.8320479020945,4.3604041645593306
2020-12-16,4.769230769230769,7.40659340659341,2.76923076923077,9.0989010989011,2.14285714285714,9.09090909090909,12.8051948051948,5.20779220779221,17.0779220779221,3.6623376623376602,12.079268292682901,17.841463414634102,7.01219512195122,22.939024390243897,4.96951219512195,15.4184914841849,22.7980535279805,8.75669099756691,29.408759124087602,6.08759124087591,2.39540275388899,2.97231926308645,1.83421045131484,3.88871273103379,1.6074785974097099,3.37747242072744,4.85113177593698,2.63018276160038,5.488515125208499,2.06775108157022,7.820380469268531,10.3864000103737,5.247517188619231,13.787452373467099,3.6382516916511602,10.2342418735739,14.195904145495,6.517740921111879,18.5998540445803,4.64895318654923
2020-12-17,4.52747252747253,7.945054945054951,2.9560439560439598,9.20879120879121,1.64835164835165,9.389610389610391,14.4025974025974,4.92207792207792,17.6623376623377,3.5974025974026,12.7317073170732,18.6341463414634,6.95121951219512,23.8292682926829,5.05487804878049,16.306569343065696,23.812652068126503,9.39902676399027,30.673965936739698,6.53771289537713,2.30308278513373,3.96235759923733,1.83322263482565,3.48155732337795,1.2524580348621202,4.14714999667928,6.028632418543639,2.4535488941014303,6.437734516440231,2.4027027003952797,7.5845619525387,10.6525070850996,4.92728203666967,14.5910136711748,3.87180717995956,11.000925891443698,14.0500127030833,6.90578931477865,19.2584112148308,4.94450109915221
2020-12-18,4.71428571428571,7.26373626373626,2.9010989010988997,9.58241758241758,1.94505494505495,10.3116883116883,13.9350649350649,4.90909090909091,18.5194805194805,3.80519480519481,13.0853658536585,19.4268292682927,7.914634146341459,24.4634146341463,5.329268292682929,17.1386861313869,25.0802919708029,9.467153284671529,32.1119221411192,6.885644768856451,2.61561546677177,2.97917742476768,1.91612558407711,4.08445440440567,1.36970869897872,5.066466634903531,4.68303836973463,2.4663018120455495,6.70066945601045,2.23919605841582,8.31645623918903,10.8779599143258,5.87304969083603,14.418987415778199,4.06218395558284,11.2873435236638,14.939484609629998,6.74894000316234,19.844336532432397,4.79954004896268
2020-12-19,4.91208791208791,7.725274725274731,2.7032967032967,9.68131868131868,1.6043956043956,9.480519480519481,14.311688311688302,5.7662337662337695,18.1038961038961,3.90909090909091,14.006097560975599,20.664634146341502,7.46341463414634,26.530487804878,5.292682926829269,17.8248175182482,25.6934306569343,9.83211678832117,33.9829683698297,7.153284671532849,2.47913646632151,3.14857698213623,1.76967436934189,3.3541154674178797,1.29138413586133,3.73335401451194,5.89796297711962,2.9094387547139196,6.74119804294019,2.38055880257446,8.46621474379447,11.7977247904842,5.31724099086244,15.7999783036621,3.6708735083217903,11.723433689529,15.370158804034801,7.20661632646497,20.8168283493663,5.1312086162035
2020-12-20,4.6043956043956,7.93406593406593,2.9670329670329703,9.197802197802199,1.9010989010989,10.3636363636364,15.0,5.545454545454549,19.129870129870103,4.32467532467532,14.5,21.0731707317073,8.33536585365854,26.4024390243902,5.68292682926829,18.7980535279805,26.956204379562003,10.6277372262774,35.0243309002433,7.2360097323601,2.2720427990818797,3.6997243669302002,2.1301114321084,3.9397098688842798,1.23194606217508,5.0166193690315595,5.80640040940045,2.72337383646254,7.29588150918864,2.5402809868179,8.812754061378401,11.374211833112199,5.72252442911001,14.8043004267115,3.9086459784546803,12.014816323873001,15.6717555289664,7.30297472897315,21.221331409474498,5.07225338425299
2020-12-21,5.0,7.67032967032967,2.81318681318681,10.241758241758198,2.0,9.779220779220779,14.519480519480501,6.662337662337659,20.2077922077922,4.07792207792208,15.1219512195122,21.3963414634146,9.079268292682931,28.469512195122,6.22560975609756,19.270072992700698,27.805352798053498,10.9489051094891,36.4282238442822,7.622871046228711,2.32992949004287,2.84413777295286,1.9494270102770002,4.33828005454499,1.65084061171111,3.89346230795475,5.91193024406238,3.9595696657505797,6.79063079207116,2.5470442955077903,9.442883814244869,11.6108753175417,6.5972876504403795,16.8419568197447,4.54023505826461,11.9893527275991,16.1736642911564,7.29628892893833,21.9061608840943,5.20166195885724
2020-12-22,5.483516483516481,8.49450549450549,2.81318681318681,10.1648351648352,1.81318681318681,10.519480519480501,15.8181818181818,6.025974025974031,19.8961038961039,4.18181818181818,15.640243902439,22.981707317073198,9.079268292682931,29.25,6.15853658536585,20.5109489051095,29.576642335766397,11.2749391727494,38.1970802919708,7.85644768856448,2.56074610248198,3.65361066745083,1.9662654282501102,3.78041144415725,1.32525832366429,4.68656657091804,6.01454357009346,3.5197920023184706,8.29736997227061,2.51089714771885,9.06809415741967,12.753035296751499,5.863263841857929,16.338781860436402,4.35321443386357,12.815431384909802,16.9933675172896,7.91652493767041,23.0573724557966,5.51629534999557
2020-12-23,5.54945054945055,8.725274725274721,3.13186813186813,11.1868131868132,2.18681318681319,11.285714285714299,15.948051948051901,6.72727272727273,20.025974025973998,3.81818181818182,15.774390243902399,23.2560975609756,9.085365853658539,30.219512195122,6.78048780487805,21.2554744525547,30.041362530413604,12.0681265206813,39.5717761557178,8.41849148418492,2.68190409750498,3.61944059203232,1.88812827377146,4.10283227799584,1.54003059704218,5.29360590248602,5.67495318110123,4.0472416890094705,7.53170618633304,1.89823754707465,9.42837325253796,12.6190051940731,6.21308850480903,16.712799527749098,4.62502311198946,13.3327410314745,17.0667999755037,8.01156288117853,22.927720586613603,5.67789487238016
2020-12-24,6.03296703296703,8.91208791208791,2.9670329670329703,10.2747252747253,2.3076923076923097,11.012987012987,16.2597402597403,6.03896103896104,21.2077922077922,4.51948051948052,16.835365853658498,23.432926829268304,9.26219512195122,31.6951219512195,6.92073170731707,21.9197080291971,31.5279805352798,12.6593673965937,41.323600973236,8.683698296836981,3.1464284634862203,3.7464953635037297,1.9411707663078301,4.04932753626508,1.62867375217989,4.37671971838931,6.48154742907835,2.94292706327913,6.97739887964373,2.61668169763985,9.547875155661721,12.612968112399301,6.354240762612361,18.091022584582102,4.4282694358306305,13.660673158949,17.5775257569673,8.3541314335227,24.299828334907698,5.7821103368843305
2020-12-25,5.93406593406593,8.516483516483518,3.26373626373626,11.978021978022001,2.32967032967033,11.9350649350649,17.168831168831197,6.51948051948052,21.5584415584416,4.597402597402599,16.9268292682927,24.560975609756103,10.0731707317073,31.658536585365898,7.140243902439019,23.1995133819951,33.1751824817518,13.2895377128954,43.0535279805353,9.29440389294404,2.63452228003567,3.61426550032937,2.05332838798491,4.574122198807861,1.8280773846543,4.9943803805270806,6.76392761756451,3.9595696657505797,8.23753447304693,2.68840579545429,9.860342456583071,12.2206318556212,6.504745899322519,17.250464477447697,4.39218706996694,14.0903963690237,18.327208899264,8.517985124970009,25.3748933517794,5.86576880065679
