hospital,date,occupancy_combined,occupancy_combined_flagged,occupancy_icu,occupancy_icu_flagged,occupancy_acute,admissions_combined,admissions_icu
JHH,2021-07-07,21,4,10,10,11,0,0
JHH,2021-07-08,20,3,10,10,10,0,0
JHH,2021-07-09,23,6,11,11,12,1,0
JHH,2021-07-10,23,6,11,11,12,0,0
JHH,2021-07-11,24,7,9,9,15,0,0
JHH,2021-07-12,25,8,9,9,16,0,0
JHH,2021-07-13,22,6,9,9,13,0,0
JHH,2021-07-14,19,4,9,9,10,2,0
JHH,2021-07-15,20,6,9,9,11,0,0
JHH,2021-07-16,20,6,9,9,11,1,0
JHH,2021-07-17,21,7,9,9,12,0,0
JHH,2021-07-18,20,6,9,9,11,0,0
JHH,2021-07-19,21,7,11,11,10,0,0
JHH,2021-07-20,21,8,11,11,10,1,0
JHH,2021-07-21,22,9,9,9,13,2,0
JHH,2021-07-22,25,11,10,10,15,1,0
JHH,2021-07-23,24,12,10,10,14,0,0
JHH,2021-07-24,25,13,8,8,17,0,0
JHH,2021-07-25,24,12,7,7,17,3,0
JHH,2021-07-26,25,13,7,7,18,1,0
JHH,2021-07-27,26,14,7,7,19,2,0
JHH,2021-07-28,23,12,8,8,15,1,0
JHH,2021-07-29,23,11,8,8,15,1,0
JHH,2021-07-30,22,12,7,7,15,3,0
JHH,2021-07-31,24,13,7,7,17,2,0
JHH,2021-08-01,23,11,7,7,16,2,0
JHH,2021-08-02,28,16,7,7,21,1,0
JHH,2021-08-03,31,19,8,8,23,3,0
JHH,2021-08-04,29,17,10,10,19,1,1
JHH,2021-08-05,29,17,10,10,19,2,0
JHH,2021-08-06,30,16,12,12,18,1,0
JHH,2021-08-07,30,16,9,9,21,1,0
JHH,2021-08-08,30,15,10,10,20,1,0
JHH,2021-08-09,32,17,12,12,20,3,0
JHH,2021-08-10,35,21,12,12,23,2,0
JHH,2021-08-11,35,21,11,11,24,2,0
JHH,2021-08-12,33,18,10,10,23,3,1
JHH,2021-08-13,34,20,11,11,23,2,0
JHH,2021-08-14,34,20,12,12,22,1,0
JHH,2021-08-15,34,17,11,11,23,5,2
JHH,2021-08-16,39,22,14,14,25,0,0
JHH,2021-08-17,36,21,14,14,22,2,0
JHH,2021-08-18,33,18,16,16,17,1,1
JHH,2021-08-19,31,17,17,17,14,2,0
JHH,2021-08-20,28,16,10,10,18,0,0
JHH,2021-08-21,27,15,11,11,16,4,1
JHH,2021-08-22,27,15,11,11,16,2,1
JHH,2021-08-23,29,16,11,11,18,3,2
JHH,2021-08-24,31,17,12,12,19,2,0
JHH,2021-08-25,29,16,11,11,18,2,0
JHH,2021-08-26,31,18,11,11,20,2,0
JHH,2021-08-27,28,16,12,12,16,1,0
JHH,2021-08-28,27,15,12,12,15,1,0
JHH,2021-08-29,27,16,11,11,16,2,1
JHH,2021-08-30,34,22,14,14,20,4,0
JHH,2021-08-31,32,17,12,12,20,3,0
JHH,2021-09-01,37,24,13,13,24,2,0
JHH,2021-09-02,35,18,13,13,22,2,0
JHH,2021-09-03,36,21,13,13,23,2,0
JHH,2021-09-04,34,20,13,13,21,1,0
JHH,2021-09-05,37,23,14,14,23,5,1
JHH,2021-09-06,42,26,17,17,25,3,2
JHH,2021-09-07,46,28,17,17,29,3,1
JHH,2021-09-08,47,27,17,17,30,1,0
JHH,2021-09-09,44,24,17,17,27,3,0
JHH,2021-09-10,45,26,15,15,30,2,0
JHH,2021-09-11,46,29,15,15,31,3,0
JHH,2021-09-12,47,30,14,14,33,2,0
JHH,2021-09-13,45,28,14,14,31,3,0
JHH,2021-09-14,42,24,12,12,30,1,0
JHH,2021-09-15,43,27,13,13,30,5,0
JHH,2021-09-16,42,27,16,16,26,1,0
JHH,2021-09-17,44,29,16,16,28,3,0
JHH,2021-09-18,38,23,15,15,23,0,0
JHH,2021-09-19,35,20,15,15,20,5,0
JHH,2021-09-20,42,27,18,18,24,3,0
JHH,2021-09-21,39,24,14,14,25,3,0
JHH,2021-09-22,38,23,14,14,24,0,0
JHH,2021-09-23,35,21,13,13,22,2,0
JHH,2021-09-24,37,24,14,14,23,4,0
JHH,2021-09-25,36,22,14,14,22,4,0
JHH,2021-09-26,37,25,14,14,23,3,0
JHH,2021-09-27,35,23,14,14,21,1,0
JHH,2021-09-28,38,25,14,14,24,1,1
JHH,2021-09-29,38,25,16,16,22,2,1
JHH,2021-09-30,38,26,15,15,23,4,0
JHH,2021-10-01,39,28,16,16,23,1,0
JHH,2021-10-02,38,24,17,17,21,3,0
JHH,2021-10-03,40,27,17,17,23,5,3
JHH,2021-10-04,43,29,18,18,25,4,0
JHH,2021-10-05,40,27,17,17,23,2,0
JHH,2021-10-06,39,26,18,18,21,2,0
JHH,2021-10-07,35,22,16,16,19,1,0
JHH,2021-10-08,33,19,15,15,18,1,0
JHH,2021-10-09,33,19,13,13,20,4,0
JHH,2021-10-10,34,19,14,14,20,1,0
JHH,2021-10-11,39,25,11,11,28,4,0
JHH,2021-10-12,38,22,11,11,27,2,0
JHH,2021-10-13,36,21,12,12,24,4,1
JHH,2021-10-14,32,19,12,12,20,3,0
JHH,2021-10-15,33,19,12,12,21,4,1
JHH,2021-10-16,34,19,13,13,21,1,0
JHH,2021-10-17,35,21,13,13,22,2,0
JHH,2021-10-18,35,20,13,13,22,2,0
JHH,2021-10-19,37,24,13,13,24,1,0
JHH,2021-10-20,31,21,12,12,19,0,0
JHH,2021-10-21,29,19,11,11,18,2,0
JHH,2021-10-22,28,19,11,11,17,0,0
JHH,2021-10-23,27,18,11,11,16,0,0
JHH,2021-10-24,25,15,10,10,15,0,0
JHH,2021-10-25,28,18,11,11,17,2,0
JHH,2021-10-26,29,18,10,10,19,3,0
JHH,2021-10-27,28,18,9,9,19,5,1
JHH,2021-10-28,32,23,11,11,21,1,0
JHH,2021-10-29,33,24,13,13,20,2,0
JHH,2021-10-30,31,19,14,14,17,0,0
JHH,2021-10-31,28,18,12,12,16,0,0
JHH,2021-11-01,31,20,13,13,18,4,0
JHH,2021-11-02,26,15,10,10,16,0,0
JHH,2021-11-03,25,14,10,10,15,2,0
JHH,2021-11-04,28,18,10,10,18,2,0
JHH,2021-11-05,25,14,10,10,15,0,0
JHH,2021-11-06,23,13,10,10,13,1,0
JHH,2021-11-07,22,12,10,10,12,1,0
JHH,2021-11-08,22,10,9,9,13,1,0
JHH,2021-11-09,21,10,7,7,14,1,0
JHH,2021-11-10,18,8,8,8,10,3,0
JHH,2021-11-11,21,11,8,8,13,3,0
JHH,2021-11-12,20,10,9,9,11,1,1
JHH,2021-11-13,19,9,9,9,10,2,1
JHH,2021-11-14,20,10,10,10,10,1,0
JHH,2021-11-15,21,12,10,10,11,3,0
JHH,2021-11-16,21,11,10,10,11,1,0
JHH,2021-11-17,22,10,9,9,13,4,0
JHH,2021-11-18,22,11,8,8,14,2,0
JHH,2021-11-19,28,17,10,10,18,4,0
JHH,2021-11-20,28,18,8,8,20,0,0
JHH,2021-11-21,29,19,9,9,20,3,0
JHH,2021-11-22,33,23,11,11,22,4,1
JHH,2021-11-23,37,26,13,13,24,4,0
JHH,2021-11-24,36,24,12,12,24,3,0
JHH,2021-11-25,34,22,11,11,23,1,1
JHH,2021-11-26,34,22,11,11,23,2,0
JHH,2021-11-27,32,20,10,10,22,3,0
JHH,2021-11-28,33,21,10,10,23,2,0
JHH,2021-11-29,34,23,9,9,25,4,0
JHH,2021-11-30,37,24,9,9,28,3,0
JHH,2021-12-01,34,22,9,9,25,0,0
JHH,2021-12-02,34,22,9,9,25,3,0
JHH,2021-12-03,35,24,12,12,23,5,0
JHH,2021-12-04,37,25,11,11,26,6,0
JHH,2021-12-05,42,27,13,13,29,4,1
JHH,2021-12-06,42,28,13,13,29,4,0
JHH,2021-12-07,44,30,14,14,30,3,0
JHH,2021-12-08,39,26,14,14,25,4,0
JHH,2021-12-09,43,30,15,15,28,6,0
JHH,2021-12-10,44,29,14,14,30,4,1
JHH,2021-12-11,49,34,14,14,35,6,1
JHH,2021-12-12,49,35,14,14,35,5,1
JHH,2021-12-13,50,34,13,13,37,2,0
JHH,2021-12-14,49,34,13,13,36,3,0
JHH,2021-12-15,48,32,11,11,37,5,0
JHH,2021-12-16,52,38,11,11,41,9,2
JHH,2021-12-17,52,38,15,15,37,8,0
JHH,2021-12-18,56,42,14,14,42,2,0
JHH,2021-12-19,59,44,15,15,44,3,0
JHH,2021-12-20,56,39,14,14,42,9,0
JHH,2021-12-21,58,42,13,13,45,9,0
JHH,2021-12-22,60,44,17,17,43,5,0
JHH,2021-12-23,62,45,17,17,45,12,0
JHH,2021-12-24,66,49,18,18,48,7,0
JHH,2021-12-25,72,52,21,21,51,9,0
JHH,2021-12-26,89,67,21,21,68,21,1
JHH,2021-12-27,113,90,24,24,89,17,1
JHH,2021-12-28,121,98,22,22,99,24,1
JHH,2021-12-29,138,113,22,22,116,21,2
JHH,2021-12-30,150,127,26,26,124,27,1
JHH,2021-12-31,162,140,28,28,134,23,1
JHH,2022-01-01,170,150,33,33,137,22,1
JHH,2022-01-02,181,154,29,29,152,23,0
JHH,2022-01-03,190,161,31,31,159,15,0
JHH,2022-01-04,198,171,32,32,166,26,1
JHH,2022-01-05,196,166,37,37,159,26,3
JHH,2022-01-06,214,180,38,38,176,24,0
JHH,2022-01-07,207,179,36,36,171,25,0
JHH,2022-01-08,206,176,37,37,169,13,0
JHH,2022-01-09,203,171,40,40,163,21,1
JHH,2022-01-10,214,182,39,39,175,25,0
JHH,2022-01-11,217,167,40,40,177,19,1
JHH,2022-01-12,209,162,44,44,165,18,0
JHH,2022-01-13,219,171,46,46,173,22,1
JHH,2022-01-14,207,165,40,40,167,24,1
JHH,2022-01-15,203,163,40,40,163,5,0
JHH,2022-01-16,187,142,43,43,144,10,1
JHH,2022-01-17,198,141,42,42,156,14,0
JHH,2022-01-18,202,142,45,45,157,15,3
JHH,2022-01-19,196,142,45,45,151,20,2
JHH,2022-01-20,202,147,42,42,160,11,0
JHH,2022-01-21,186,134,42,42,144,5,0
JHH,2022-01-22,177,125,40,40,137,8,0
JHH,2022-01-23,173,118,40,40,133,8,0
JHH,2022-01-24,178,119,41,41,137,14,0
JHH,2022-01-25,174,112,43,43,131,5,0
SH,2020-03-18,1,1,0,0,1,0,0
SH,2020-03-19,1,1,0,0,1,3,0
SH,2020-03-20,3,3,0,0,3,1,0
SH,2020-03-21,3,3,1,1,2,0,0
SH,2020-03-22,3,3,1,1,2,2,0
SH,2020-03-23,6,6,1,1,5,1,0
SH,2020-03-24,10,10,2,2,8,4,0
SH,2020-03-25,11,11,1,1,10,2,0
SH,2020-03-26,15,15,3,3,12,3,0
SH,2020-03-27,21,21,4,4,17,7,0
SH,2020-03-28,21,21,4,4,17,2,0
SH,2020-03-29,28,28,4,4,24,5,0
SH,2020-03-30,33,33,6,6,27,8,0
SH,2020-03-31,29,29,7,7,22,1,0
SH,2020-04-01,34,34,5,5,29,10,0
SH,2020-04-02,35,35,5,5,30,5,0
SH,2020-04-03,37,37,7,7,30,5,0
SH,2020-04-04,38,38,5,5,33,3,0
SH,2020-04-05,38,38,6,6,32,8,0
SH,2020-04-06,44,44,6,6,38,9,0
SH,2020-04-07,50,50,4,4,46,7,0
SH,2020-04-08,56,56,5,5,51,8,0
SH,2020-04-09,51,51,5,5,46,6,0
SH,2020-04-10,56,56,8,8,48,7,0
SH,2020-04-11,50,50,9,9,41,4,0
SH,2020-04-12,51,51,10,10,41,9,0
SH,2020-04-13,55,55,5,5,50,8,0
SH,2020-04-14,53,53,7,7,46,7,0
SH,2020-04-15,60,60,7,7,53,10,0
SH,2020-04-16,68,68,10,10,58,12,0
SH,2020-04-17,67,67,11,11,56,9,0
SH,2020-04-18,67,67,9,9,58,5,0
SH,2020-04-19,67,67,7,7,60,3,0
SH,2020-04-20,65,65,11,11,54,6,1
SH,2020-04-21,62,62,10,10,52,6,0
SH,2020-04-22,55,55,9,9,46,6,1
SH,2020-04-23,56,56,9,9,47,11,0
SH,2020-04-24,57,57,7,7,50,9,0
SH,2020-04-25,60,60,9,9,51,11,0
SH,2020-04-26,66,66,10,10,56,11,0
SH,2020-04-27,69,69,8,8,61,7,0
SH,2020-04-28,70,70,10,10,60,8,0
SH,2020-04-29,71,71,11,11,60,6,0
SH,2020-04-30,67,67,8,8,59,6,0
SH,2020-05-01,64,64,8,8,56,4,0
SH,2020-05-02,64,64,7,7,57,4,0
SH,2020-05-03,65,65,6,6,59,11,0
SH,2020-05-04,71,71,7,7,64,8,0
SH,2020-05-05,67,67,11,11,56,3,0
SH,2020-05-06,70,70,12,12,58,5,0
SH,2020-05-07,71,71,10,10,61,4,0
SH,2020-05-08,68,68,12,12,56,2,0
SH,2020-05-09,61,61,11,11,50,4,0
SH,2020-05-10,54,54,10,10,44,6,0
SH,2020-05-11,57,57,11,11,46,9,0
SH,2020-05-12,56,55,11,11,45,3,0
SH,2020-05-13,55,52,10,10,45,9,0
SH,2020-05-14,54,52,9,9,45,4,0
SH,2020-05-15,53,52,8,8,45,4,0
SH,2020-05-16,50,49,7,7,43,5,0
SH,2020-05-17,46,45,8,8,38,6,0
SH,2020-05-18,50,48,8,8,42,9,0
SH,2020-05-19,51,49,12,12,39,4,0
SH,2020-05-20,46,43,12,12,34,1,0
SH,2020-05-21,41,37,11,11,30,4,0
SH,2020-05-22,39,35,10,10,29,3,0
SH,2020-05-23,39,37,10,10,29,4,0
SH,2020-05-24,40,38,10,10,30,4,1
SH,2020-05-25,43,40,10,10,33,4,0
SH,2020-05-26,46,44,11,11,35,4,0
SH,2020-05-27,45,43,12,12,33,2,0
SH,2020-05-28,42,41,9,9,33,3,0
SH,2020-05-29,35,34,8,8,27,3,0
SH,2020-05-30,31,31,8,8,23,2,0
SH,2020-05-31,29,28,9,9,20,2,0
SH,2020-06-01,26,25,8,8,18,3,0
SH,2020-06-02,26,25,8,8,18,3,0
SH,2020-06-03,27,26,8,8,19,3,0
SH,2020-06-04,26,25,8,8,18,3,0
SH,2020-06-05,28,27,9,9,19,3,0
SH,2020-06-06,30,30,9,9,21,4,0
SH,2020-06-07,30,30,8,8,22,1,0
SH,2020-06-08,27,27,8,8,19,2,0
SH,2020-06-09,24,24,8,8,16,2,0
SH,2020-06-10,24,24,7,7,17,4,0
SH,2020-06-11,26,26,5,5,21,3,0
SH,2020-06-12,23,23,6,6,17,2,0
SH,2020-06-13,26,26,5,5,21,3,0
SH,2020-06-14,21,21,5,5,16,1,0
SH,2020-06-15,19,19,5,5,14,1,0
SH,2020-06-16,18,18,7,7,11,1,0
SH,2020-06-17,21,21,8,8,13,4,0
SH,2020-06-18,23,23,8,8,15,1,0
SH,2020-06-19,16,16,9,9,7,1,0
SH,2020-06-20,19,19,7,7,12,1,0
SH,2020-06-21,19,19,9,9,10,0,0
SH,2020-06-22,21,21,9,9,12,1,0
SH,2020-06-23,18,18,9,9,9,1,0
SH,2020-06-24,14,14,9,9,5,1,0
SH,2020-06-25,17,17,7,7,10,4,0
SH,2020-06-26,18,18,8,8,10,0,0
SH,2020-06-27,18,18,8,8,10,0,0
SH,2020-06-28,18,18,7,7,11,1,0
SH,2020-06-29,16,16,7,7,9,0,0
SH,2020-06-30,12,12,5,5,7,0,0
SH,2020-07-01,7,7,2,2,5,0,0
SH,2020-07-02,11,11,2,2,9,1,0
SH,2020-07-03,10,10,2,2,8,1,0
SH,2020-07-04,11,11,4,4,7,2,0
SH,2020-07-05,11,11,4,4,7,0,0
SH,2020-07-06,10,10,4,4,6,1,0
SH,2020-07-07,9,9,3,3,6,0,0
SH,2020-07-08,8,7,3,3,5,0,0
SH,2020-07-09,8,7,3,3,5,2,0
SH,2020-07-10,12,10,5,5,7,3,0
SH,2020-07-11,11,9,6,6,5,1,0
SH,2020-07-12,11,9,5,5,6,2,0
SH,2020-07-13,11,9,5,5,6,0,0
SH,2020-07-14,10,8,4,4,6,0,0
SH,2020-07-15,9,7,4,4,5,3,0
SH,2020-07-16,11,9,3,3,8,1,0
SH,2020-07-17,12,10,2,2,10,0,0
SH,2020-07-18,10,8,2,2,8,1,0
SH,2020-07-19,10,8,2,2,8,0,0
SH,2020-07-20,10,8,2,2,8,1,0
SH,2020-07-21,10,8,1,1,9,0,0
SH,2020-07-22,10,8,1,1,9,1,0
SH,2020-07-23,10,8,1,1,9,1,0
SH,2020-07-24,10,8,1,1,9,0,0
SH,2020-07-25,11,9,1,1,10,2,0
SH,2020-07-26,10,8,1,1,9,1,0
SH,2020-07-27,11,9,1,1,10,1,0
SH,2020-07-28,11,8,1,1,10,0,0
SH,2020-07-29,13,10,1,1,12,2,0
SH,2020-07-30,13,10,2,2,11,2,0
SH,2020-07-31,15,13,4,4,11,3,1
SH,2020-08-01,13,12,3,3,10,1,0
SH,2020-08-02,13,12,2,2,11,0,0
SH,2020-08-03,11,11,1,1,10,0,0
SH,2020-08-04,10,10,1,1,9,1,0
SH,2020-08-05,10,10,1,1,9,2,0
SH,2020-08-06,10,10,3,3,7,3,0
SH,2020-08-07,11,11,4,4,7,2,0
SH,2020-08-08,11,10,4,4,7,0,0
SH,2020-08-09,8,7,4,4,4,0,0
SH,2020-08-10,9,8,3,3,6,2,0
SH,2020-08-11,9,7,4,4,5,1,0
SH,2020-08-12,10,8,4,4,6,0,0
SH,2020-08-13,9,7,4,4,5,0,0
SH,2020-08-14,7,7,3,3,4,0,0
SH,2020-08-15,7,7,3,3,4,0,0
SH,2020-08-16,9,9,3,3,6,0,0
SH,2020-08-17,9,9,3,3,6,0,0
SH,2020-08-18,8,8,3,3,5,1,0
SH,2020-08-19,9,8,4,4,5,1,0
SH,2020-08-20,10,9,3,3,7,2,0
SH,2020-08-21,10,9,3,3,7,0,0
SH,2020-08-22,8,7,3,3,5,1,0
SH,2020-08-23,9,8,3,3,6,1,0
SH,2020-08-24,8,7,4,4,4,1,0
SH,2020-08-25,7,6,4,4,3,1,0
SH,2020-08-26,7,6,4,4,3,0,0
SH,2020-08-27,7,6,4,4,3,0,0
SH,2020-08-28,7,6,3,3,4,0,0
SH,2020-08-29,7,6,3,3,4,0,0
SH,2020-08-30,8,7,3,3,5,2,0
SH,2020-08-31,7,6,3,3,4,0,0
SH,2020-09-01,6,3,3,3,3,0,0
SH,2020-09-02,6,3,3,3,3,0,0
SH,2020-09-03,6,3,3,3,3,0,0
SH,2020-09-04,6,3,3,3,3,0,0
SH,2020-09-05,5,3,3,3,2,1,0
SH,2020-09-06,5,3,3,3,2,1,0
SH,2020-09-07,7,5,3,3,4,1,0
SH,2020-09-08,8,6,3,3,5,0,0
SH,2020-09-09,7,5,2,2,5,1,0
SH,2020-09-10,9,7,2,2,7,1,0
SH,2020-09-11,9,7,2,2,7,2,0
SH,2020-09-12,12,9,3,3,9,2,0
SH,2020-09-13,13,9,3,3,10,1,0
SH,2020-09-14,13,9,3,3,10,0,0
SH,2020-09-15,13,9,3,3,10,2,0
SH,2020-09-16,13,9,4,4,9,1,0
SH,2020-09-17,14,10,4,4,10,0,0
SH,2020-09-18,11,7,4,4,7,3,0
SH,2020-09-19,12,9,4,4,8,3,0
SH,2020-09-20,12,9,4,4,8,1,0
SH,2020-09-21,13,10,4,4,9,2,0
SH,2020-09-22,13,10,5,5,8,2,0
SH,2020-09-23,14,12,4,4,10,3,0
SH,2020-09-24,12,9,2,2,10,0,0
SH,2020-09-25,7,4,2,2,5,1,0
SH,2020-09-26,8,5,2,2,6,2,0
SH,2020-09-27,9,6,2,2,7,0,0
SH,2020-09-28,7,5,2,2,5,0,0
SH,2020-09-29,7,5,2,2,5,1,0
SH,2020-09-30,8,6,2,2,6,1,0
SH,2020-10-01,4,3,1,1,3,3,0
SH,2020-10-02,3,2,1,1,2,1,0
SH,2020-10-03,5,4,1,1,4,3,0
SH,2020-10-04,7,6,1,1,6,1,0
SH,2020-10-05,8,7,1,1,7,1,0
SH,2020-10-06,7,7,0,0,7,0,0
SH,2020-10-07,7,7,0,0,7,0,0
SH,2020-10-08,6,6,0,0,6,1,0
SH,2020-10-09,4,4,0,0,4,0,0
SH,2020-10-10,4,4,0,0,4,2,0
SH,2020-10-11,5,5,0,0,5,1,0
SH,2020-10-12,7,7,0,0,7,1,0
SH,2020-10-13,8,8,1,1,7,1,0
SH,2020-10-14,7,7,0,0,7,1,0
SH,2020-10-15,6,6,0,0,6,2,0
SH,2020-10-16,5,5,0,0,5,0,0
SH,2020-10-17,4,4,0,0,4,0,0
SH,2020-10-18,5,4,1,1,4,1,0
SH,2020-10-19,6,5,2,2,4,1,0
SH,2020-10-20,9,9,1,1,8,5,0
SH,2020-10-21,11,11,1,1,10,2,0
SH,2020-10-22,13,13,1,1,12,4,0
SH,2020-10-23,16,16,1,1,15,2,0
SH,2020-10-24,12,12,1,1,11,0,0
SH,2020-10-25,11,11,3,3,8,3,0
SH,2020-10-26,10,10,4,4,6,3,0
SH,2020-10-27,12,12,4,4,8,1,0
SH,2020-10-28,10,10,4,4,6,1,0
SH,2020-10-29,12,12,4,4,8,1,0
SH,2020-10-30,13,13,3,3,10,3,0
SH,2020-10-31,14,14,3,3,11,2,0
SH,2020-11-01,14,14,4,4,10,1,0
SH,2020-11-02,16,16,5,5,11,2,0
SH,2020-11-03,13,13,5,5,8,0,0
SH,2020-11-04,12,12,5,5,7,2,0
SH,2020-11-05,18,18,5,5,13,4,0
SH,2020-11-06,16,16,4,4,12,4,0
SH,2020-11-07,15,15,4,4,11,1,0
SH,2020-11-08,17,17,5,5,12,1,0
SH,2020-11-09,16,16,6,6,10,0,0
SH,2020-11-10,19,19,6,6,13,4,0
SH,2020-11-11,15,15,7,7,8,2,0
SH,2020-11-12,17,17,8,8,9,2,0
SH,2020-11-13,18,18,6,6,12,4,0
SH,2020-11-14,21,20,5,5,16,4,0
SH,2020-11-15,23,22,5,5,18,4,0
SH,2020-11-16,24,23,8,8,16,3,0
SH,2020-11-17,30,28,7,7,23,4,0
SH,2020-11-18,36,34,8,8,28,10,0
SH,2020-11-19,38,36,8,8,30,7,0
SH,2020-11-20,40,39,11,11,29,6,0
SH,2020-11-21,38,37,14,14,24,4,0
SH,2020-11-22,42,42,16,16,26,7,0
SH,2020-11-23,46,46,14,14,32,6,0
SH,2020-11-24,44,44,9,9,35,4,0
SH,2020-11-25,49,48,12,12,37,9,0
SH,2020-11-26,49,48,11,11,38,1,0
SH,2020-11-27,50,49,10,10,40,8,0
SH,2020-11-28,47,46,10,10,37,2,0
SH,2020-11-29,42,41,8,8,34,0,0
SH,2020-11-30,40,37,6,6,34,6,0
SH,2020-12-01,41,38,5,5,36,3,0
SH,2020-12-02,41,38,7,7,34,6,0
SH,2020-12-03,41,39,7,7,34,7,0
SH,2020-12-04,38,36,9,9,29,5,0
SH,2020-12-05,37,36,9,9,28,3,0
SH,2020-12-06,36,35,11,11,25,2,0
SH,2020-12-07,35,34,10,10,25,5,0
SH,2020-12-08,39,38,10,10,29,3,0
SH,2020-12-09,35,33,9,9,26,5,0
SH,2020-12-10,39,38,11,11,28,6,0
SH,2020-12-11,42,42,9,9,33,8,0
SH,2020-12-12,42,41,12,12,30,3,0
SH,2020-12-13,40,40,12,12,28,3,0
SH,2020-12-14,42,41,14,14,28,5,0
SH,2020-12-15,42,40,13,13,29,8,0
SH,2020-12-16,37,33,11,11,26,4,0
SH,2020-12-17,40,36,10,10,30,5,0
SH,2020-12-18,36,32,11,11,25,5,0
SH,2020-12-19,42,39,11,11,31,6,0
SH,2020-12-20,48,46,12,12,36,10,0
SH,2020-12-21,49,47,12,12,37,5,0
SH,2020-12-22,48,46,15,15,33,4,0
SH,2020-12-23,45,41,16,16,29,1,0
SH,2020-12-24,45,40,13,13,32,6,0
SH,2020-12-25,47,42,11,11,36,4,0
SH,2020-12-26,45,39,10,10,35,2,0
SH,2020-12-27,40,33,11,11,29,1,0
SH,2020-12-28,37,31,7,7,30,5,0
SH,2020-12-29,38,32,7,7,31,2,0
SH,2020-12-30,35,31,6,6,29,6,0
SH,2020-12-31,35,31,7,7,28,4,0
SH,2021-01-01,35,31,10,10,25,3,0
SH,2021-01-02,35,32,8,8,27,5,0
SH,2021-01-03,40,36,8,8,32,7,0
SH,2021-01-04,46,41,7,7,39,10,0
SH,2021-01-05,51,45,9,9,42,11,0
SH,2021-01-06,54,46,12,12,42,5,0
SH,2021-01-07,55,48,13,13,42,5,0
SH,2021-01-08,51,46,15,15,36,4,0
SH,2021-01-09,52,48,15,15,37,6,0
SH,2021-01-10,54,49,17,17,37,10,0
SH,2021-01-11,56,49,17,17,39,4,0
SH,2021-01-12,53,45,18,18,35,6,0
SH,2021-01-13,53,45,15,15,38,9,0
SH,2021-01-14,57,50,16,16,41,4,0
SH,2021-01-15,58,51,14,14,44,5,0
SH,2021-01-16,52,47,14,14,38,5,0
SH,2021-01-17,54,49,12,12,42,7,0
SH,2021-01-18,49,43,13,13,36,2,0
SH,2021-01-19,47,40,15,15,32,2,0
SH,2021-01-20,45,37,15,15,30,2,0
SH,2021-01-21,39,32,14,14,25,3,0
SH,2021-01-22,44,38,12,12,32,11,0
SH,2021-01-23,50,44,13,13,37,4,0
SH,2021-01-24,49,44,14,14,35,3,0
SH,2021-01-25,47,41,14,14,33,7,0
SH,2021-01-26,42,35,12,12,30,2,0
SH,2021-01-27,43,37,15,15,28,4,0
SH,2021-01-28,37,29,14,14,23,3,0
SH,2021-01-29,31,23,12,12,19,3,1
SH,2021-01-30,28,21,11,11,17,4,0
SH,2021-01-31,24,17,10,10,14,1,0
SH,2021-02-01,25,18,9,9,16,3,0
SH,2021-02-02,24,15,7,7,17,3,0
SH,2021-02-03,28,20,6,6,22,10,0
SH,2021-02-04,28,19,6,6,22,2,0
SH,2021-02-05,28,20,6,6,22,4,0
SH,2021-02-06,24,15,6,6,18,0,0
SH,2021-02-07,23,16,7,7,16,3,1
SH,2021-02-08,24,17,10,10,14,4,0
SH,2021-02-09,25,18,11,11,14,4,0
SH,2021-02-10,24,17,10,10,14,2,0
SH,2021-02-11,28,19,9,9,19,4,0
SH,2021-02-12,29,18,8,8,21,2,0
SH,2021-02-13,28,18,8,8,20,1,0
SH,2021-02-14,24,16,6,6,18,0,0
SH,2021-02-15,26,18,6,6,20,3,0
SH,2021-02-16,24,18,5,5,19,4,0
SH,2021-02-17,25,17,6,6,19,7,0
SH,2021-02-18,23,16,7,7,16,0,0
SH,2021-02-19,23,13,8,8,15,1,0
SH,2021-02-20,23,14,7,7,16,4,0
SH,2021-02-21,23,14,7,7,16,0,0
SH,2021-02-22,22,13,8,8,14,1,0
SH,2021-02-23,23,12,8,8,15,0,0
SH,2021-02-24,21,14,6,6,15,1,0
SH,2021-02-25,23,16,6,6,17,4,0
SH,2021-02-26,26,19,6,6,20,1,0
SH,2021-02-27,22,16,7,7,15,0,0
SH,2021-02-28,19,13,5,5,14,0,0
SH,2021-03-01,18,13,4,4,14,1,0
SH,2021-03-02,16,11,4,4,12,2,0
SH,2021-03-03,18,11,4,4,14,0,0
SH,2021-03-04,16,10,4,4,12,0,0
SH,2021-03-05,15,9,4,4,11,1,0
SH,2021-03-06,16,10,4,4,12,2,0
SH,2021-03-07,14,8,3,3,11,1,0
SH,2021-03-08,15,9,3,3,12,1,0
SH,2021-03-09,17,10,3,3,14,3,0
SH,2021-03-10,18,10,3,3,15,2,0
SH,2021-03-11,16,10,3,3,13,1,0
SH,2021-03-12,15,8,3,3,12,2,0
SH,2021-03-13,17,10,4,4,13,0,0
SH,2021-03-14,15,10,4,4,11,1,0
SH,2021-03-15,16,8,4,4,12,0,0
SH,2021-03-16,16,9,4,4,12,1,0
SH,2021-03-17,14,9,5,5,9,0,0
SH,2021-03-18,14,9,4,4,10,2,0
SH,2021-03-19,16,12,5,5,11,1,0
SH,2021-03-20,13,9,2,2,11,2,0
SH,2021-03-21,15,12,4,4,11,3,0
