hospital,date,occupancy_combined,occupancy_combined_flagged,occupancy_icu,occupancy_icu_flagged,occupancy_acute,admissions_combined,admissions_icu
SH,2021-03-22,17,13,4,4,13,1,0
SH,2021-03-23,19,14,4,4,15,2,0
SH,2021-03-24,13,8,4,4,9,4,0
SH,2021-03-25,11,8,4,4,7,0,0
SH,2021-03-26,6,3,3,3,3,0,0
SH,2021-03-27,7,4,3,3,4,1,0
SH,2021-03-28,8,5,3,3,5,2,0
SH,2021-03-29,12,9,4,4,8,2,0
SH,2021-03-30,14,11,4,4,10,1,0
SH,2021-03-31,13,10,4,4,9,0,0
SH,2021-04-01,15,12,5,5,10,1,0
SH,2021-04-02,15,11,5,5,10,1,0
SH,2021-04-03,14,10,5,5,9,1,0
SH,2021-04-04,12,8,5,5,7,2,0
SH,2021-04-05,16,11,4,4,12,2,0
SH,2021-04-06,16,11,4,4,12,2,0
SH,2021-04-07,18,13,5,5,13,2,0
SH,2021-04-08,18,13,5,5,13,1,0
SH,2021-04-09,15,11,5,5,10,1,0
SH,2021-04-10,14,12,4,4,10,2,0
SH,2021-04-11,14,12,7,7,7,0,0
SH,2021-04-12,13,11,7,7,6,0,0
SH,2021-04-13,12,10,7,7,5,1,0
SH,2021-04-14,13,11,7,7,6,1,0
SH,2021-04-15,12,10,6,6,6,0,0
SH,2021-04-16,11,9,7,7,4,1,0
SH,2021-04-17,11,10,6,6,5,1,0
SH,2021-04-18,12,11,6,6,6,3,1
SH,2021-04-19,12,10,6,6,6,0,0
SH,2021-04-20,11,9,6,6,5,2,0
SH,2021-04-21,10,8,7,7,3,0,0
SH,2021-04-22,10,8,6,6,4,0,0
SH,2021-04-23,8,6,5,5,3,0,0
SH,2021-04-24,6,4,4,4,2,0,0
SH,2021-04-25,8,6,3,3,5,2,0
SH,2021-04-26,9,6,3,3,6,0,0
SH,2021-04-27,7,4,3,3,4,0,0
SH,2021-04-28,8,5,3,3,5,2,0
SH,2021-04-29,7,3,3,3,4,0,0
SH,2021-04-30,7,3,5,5,2,0,0
SH,2021-05-01,8,4,5,5,3,1,0
SH,2021-05-02,8,4,5,5,3,0,0
SH,2021-05-03,8,5,4,4,4,1,0
SH,2021-05-04,7,4,4,4,3,0,0
SH,2021-05-05,5,3,3,3,2,0,0
SH,2021-05-06,6,4,3,3,3,0,0
SH,2021-05-07,6,4,3,3,3,0,0
SH,2021-05-08,6,4,4,4,2,0,0
SH,2021-05-09,6,3,4,4,2,1,0
SH,2021-05-10,7,4,4,4,3,0,0
SH,2021-05-11,6,3,4,4,2,0,0
SH,2021-05-12,6,3,4,4,2,1,0
SH,2021-05-13,8,4,4,4,4,1,0
SH,2021-05-14,8,4,5,5,3,0,0
SH,2021-05-15,9,5,5,5,4,0,0
SH,2021-05-16,8,3,4,4,4,0,0
SH,2021-05-17,9,4,4,4,5,4,0
SH,2021-05-18,11,6,4,4,7,0,0
SH,2021-05-19,8,4,4,4,4,0,0
SH,2021-05-20,7,4,4,4,3,0,0
SH,2021-05-21,6,3,4,4,2,0,0
SH,2021-05-22,6,3,3,3,3,0,0
SH,2021-05-23,6,3,3,3,3,0,0
SH,2021-05-24,6,3,3,3,3,1,0
SH,2021-05-25,7,4,3,3,4,0,0
SH,2021-05-26,5,2,3,3,2,0,0
SH,2021-05-27,6,3,3,3,3,1,0
SH,2021-05-28,6,3,4,4,2,0,0
SH,2021-05-29,6,2,4,4,2,0,0
SH,2021-05-30,4,0,2,2,2,0,0
SH,2021-05-31,4,0,2,2,2,0,0
SH,2021-06-01,4,0,2,2,2,0,0
SH,2021-06-02,4,0,2,2,2,1,0
SH,2021-06-03,5,2,2,2,3,1,0
SH,2021-06-04,5,2,2,2,3,0,0
SH,2021-06-05,4,1,1,1,3,0,0
SH,2021-06-06,4,0,1,1,3,0,0
SH,2021-06-07,2,0,0,0,2,0,0
SH,2021-06-08,2,1,0,0,2,1,0
SH,2021-06-09,2,0,0,0,2,0,0
SH,2021-06-10,2,0,0,0,2,0,0
SH,2021-06-11,2,0,0,0,2,0,0
SH,2021-06-12,1,0,0,0,1,1,0
SH,2021-06-13,2,1,0,0,2,0,0
SH,2021-06-14,2,1,0,0,2,0,0
SH,2021-06-15,1,0,0,0,1,0,0
SH,2021-06-16,1,0,0,0,1,0,0
SH,2021-06-17,1,0,0,0,1,0,0
SH,2021-06-18,1,0,0,0,1,0,0
SH,2021-06-19,1,0,0,0,1,0,0
SH,2021-06-20,1,0,0,0,1,0,0
SH,2021-06-21,1,0,0,0,1,0,0
SH,2021-06-22,1,0,0,0,1,0,0
SH,2021-06-23,1,0,0,0,1,0,0
SH,2021-06-24,2,1,0,0,2,0,0
SH,2021-06-25,2,1,0,0,2,0,0
SH,2021-06-26,2,1,0,0,2,0,0
SH,2021-06-27,2,1,0,0,2,0,0
SH,2021-06-28,2,1,0,0,2,0,0
SH,2021-06-29,2,1,0,0,2,0,0
SH,2021-06-30,2,1,0,0,2,0,0
SH,2021-07-01,2,1,0,0,2,0,0
SH,2021-07-02,2,1,0,0,2,0,0
SH,2021-07-03,2,0,0,0,2,0,0
SH,2021-07-04,3,1,0,0,3,1,0
SH,2021-07-05,3,1,0,0,3,0,0
SH,2021-07-06,3,0,0,0,3,0,0
SH,2021-07-07,2,0,0,0,2,0,0
SH,2021-07-08,2,0,0,0,2,1,0
SH,2021-07-09,1,0,0,0,1,0,0
SH,2021-07-10,1,0,0,0,1,0,0
SH,2021-07-11,3,2,0,0,3,2,0
SH,2021-07-12,3,1,1,1,2,0,0
SH,2021-07-13,3,1,1,1,2,0,0
SH,2021-07-14,3,2,0,0,3,1,0
SH,2021-07-15,2,1,0,0,2,0,0
SH,2021-07-16,1,0,0,0,1,0,0
SH,2021-07-17,2,1,0,0,2,1,0
SH,2021-07-18,2,1,0,0,2,1,0
SH,2021-07-19,1,0,0,0,1,0,0
SH,2021-07-20,1,0,0,0,1,0,0
SH,2021-07-21,1,0,0,0,1,0,0
SH,2021-07-22,1,0,0,0,1,0,0
SH,2021-07-23,2,1,0,0,2,1,0
SH,2021-07-24,1,0,0,0,1,0,0
SH,2021-07-25,1,0,0,0,1,0,0
SH,2021-07-26,1,0,0,0,1,0,0
SH,2021-07-27,1,0,0,0,1,0,0
SH,2021-07-28,2,1,0,0,2,1,0
SH,2021-07-29,2,1,0,0,2,0,0
SH,2021-07-30,2,1,0,0,2,0,0
SH,2021-07-31,3,2,0,0,3,1,0
SH,2021-08-01,3,2,0,0,3,1,0
SH,2021-08-02,4,3,0,0,4,0,0
SH,2021-08-03,4,3,0,0,4,1,0
SH,2021-08-04,5,4,0,0,5,0,0
SH,2021-08-05,5,4,1,1,4,0,0
SH,2021-08-06,2,1,0,0,2,1,0
SH,2021-08-07,4,3,0,0,4,1,0
SH,2021-08-08,5,4,0,0,5,3,0
SH,2021-08-09,7,7,0,0,7,1,0
SH,2021-08-10,7,7,1,1,6,2,1
SH,2021-08-11,9,9,3,3,6,1,0
SH,2021-08-12,9,9,2,2,7,1,0
SH,2021-08-13,8,8,4,4,4,0,0
SH,2021-08-14,8,8,4,4,4,0,0
SH,2021-08-15,8,8,2,2,6,2,0
SH,2021-08-16,9,9,3,3,6,1,0
SH,2021-08-17,9,9,3,3,6,0,0
SH,2021-08-18,8,8,3,3,5,1,0
SH,2021-08-19,7,7,3,3,4,1,0
SH,2021-08-20,6,6,2,2,4,0,0
SH,2021-08-21,6,6,2,2,4,1,0
SH,2021-08-22,8,8,2,2,6,2,0
SH,2021-08-23,11,11,3,3,8,2,0
SH,2021-08-24,9,9,3,3,6,1,0
SH,2021-08-25,9,9,2,2,7,1,0
SH,2021-08-26,7,7,2,2,5,0,0
SH,2021-08-27,5,5,2,2,3,0,0
SH,2021-08-28,4,4,3,3,1,0,0
SH,2021-08-29,5,5,3,3,2,1,0
SH,2021-08-30,7,7,4,4,3,3,0
SH,2021-08-31,10,9,4,4,6,2,0
SH,2021-09-01,11,10,4,4,7,1,0
SH,2021-09-02,10,9,4,4,6,1,0
SH,2021-09-03,8,7,5,5,3,1,0
SH,2021-09-04,7,6,5,5,2,0,0
SH,2021-09-05,9,8,5,5,4,1,0
SH,2021-09-06,10,8,4,4,6,4,0
SH,2021-09-07,10,8,7,7,3,1,0
SH,2021-09-08,11,10,7,7,4,2,0
SH,2021-09-09,11,8,6,6,5,0,0
SH,2021-09-10,7,5,4,4,3,0,0
SH,2021-09-11,7,5,4,4,3,1,0
SH,2021-09-12,9,7,4,4,5,1,0
SH,2021-09-13,8,6,4,4,4,2,0
SH,2021-09-14,10,8,4,4,6,2,0
SH,2021-09-15,10,8,4,4,6,1,0
SH,2021-09-16,8,6,3,3,5,0,0
SH,2021-09-17,7,5,3,3,4,0,0
SH,2021-09-18,6,4,3,3,3,1,0
SH,2021-09-19,7,5,3,3,4,0,0
SH,2021-09-20,7,5,3,3,4,0,0
SH,2021-09-21,6,4,2,2,4,2,0
SH,2021-09-22,8,6,2,2,6,2,0
SH,2021-09-23,9,7,3,3,6,2,0
SH,2021-09-24,8,6,2,2,6,1,0
SH,2021-09-25,7,5,2,2,5,0,0
SH,2021-09-26,3,2,1,1,2,0,0
SH,2021-09-27,3,2,2,2,1,0,0
SH,2021-09-28,3,2,2,2,1,0,0
SH,2021-09-29,5,4,3,3,2,2,0
SH,2021-09-30,6,5,4,4,2,1,0
SH,2021-10-01,6,6,3,3,3,0,0
SH,2021-10-02,7,7,3,3,4,1,0
SH,2021-10-03,6,6,3,3,3,0,0
SH,2021-10-04,6,5,3,3,3,0,0
SH,2021-10-05,7,6,3,3,4,1,0
SH,2021-10-06,6,5,3,3,3,1,0
SH,2021-10-07,5,4,3,3,2,2,0
SH,2021-10-08,6,5,3,3,3,0,0
SH,2021-10-09,7,6,3,3,4,2,0
SH,2021-10-10,7,5,3,3,4,2,0
SH,2021-10-11,8,6,3,3,5,0,0
SH,2021-10-12,8,6,4,4,4,0,0
SH,2021-10-13,7,5,2,2,5,1,0
SH,2021-10-14,5,4,2,2,3,2,0
SH,2021-10-15,5,4,2,2,3,0,0
SH,2021-10-16,5,4,2,2,3,1,0
SH,2021-10-17,8,7,3,3,5,3,0
SH,2021-10-18,6,4,3,3,3,0,0
SH,2021-10-19,6,4,2,2,4,0,0
SH,2021-10-20,5,5,2,2,3,0,0
SH,2021-10-21,3,2,1,1,2,0,0
SH,2021-10-22,3,2,1,1,2,0,0
SH,2021-10-23,3,2,1,1,2,1,0
SH,2021-10-24,2,2,1,1,1,1,0
SH,2021-10-25,4,4,1,1,3,1,0
SH,2021-10-26,5,5,1,1,4,2,0
SH,2021-10-27,6,6,2,2,4,0,0
SH,2021-10-28,7,7,2,2,5,3,0
SH,2021-10-29,5,4,2,2,3,0,0
SH,2021-10-30,4,3,2,2,2,0,0
SH,2021-10-31,2,1,1,1,1,0,0
SH,2021-11-01,2,1,1,1,1,0,0
SH,2021-11-02,2,1,1,1,1,1,0
SH,2021-11-03,3,2,1,1,2,0,0
SH,2021-11-04,3,2,1,1,2,1,0
SH,2021-11-05,3,2,1,1,2,0,0
SH,2021-11-06,3,2,1,1,2,0,0
SH,2021-11-07,2,1,1,1,1,1,0
SH,2021-11-08,5,4,3,3,2,0,0
SH,2021-11-09,5,3,4,4,1,0,0
SH,2021-11-10,5,3,4,4,1,0,0
SH,2021-11-11,4,2,3,3,1,0,0
SH,2021-11-12,3,1,2,2,1,0,0
SH,2021-11-13,3,1,2,2,1,1,0
SH,2021-11-14,4,2,2,2,2,0,0
SH,2021-11-15,4,2,2,2,2,2,0
SH,2021-11-16,6,4,2,2,4,0,0
SH,2021-11-17,6,4,2,2,4,0,0
SH,2021-11-18,5,4,2,2,3,0,0
SH,2021-11-19,5,4,1,1,4,0,0
SH,2021-11-20,5,4,1,1,4,1,0
SH,2021-11-21,5,4,1,1,4,1,0
SH,2021-11-22,5,4,1,1,4,0,0
SH,2021-11-23,6,5,3,3,3,1,0
SH,2021-11-24,4,3,3,3,1,0,0
SH,2021-11-25,5,4,3,3,2,1,0
SH,2021-11-26,5,4,3,3,2,1,0
SH,2021-11-27,7,6,3,3,4,0,0
SH,2021-11-28,5,4,2,2,3,0,0
SH,2021-11-29,7,5,2,2,5,3,0
SH,2021-11-30,4,2,1,1,3,0,0
SH,2021-12-01,6,4,1,1,5,2,0
SH,2021-12-02,6,4,2,2,4,3,0
SH,2021-12-03,7,4,2,2,5,1,0
SH,2021-12-04,10,7,2,2,8,1,0
SH,2021-12-05,9,7,0,0,9,0,0
SH,2021-12-06,8,6,0,0,8,3,0
SH,2021-12-07,10,9,0,0,10,0,0
SH,2021-12-08,10,8,0,0,10,1,0
SH,2021-12-09,10,8,0,0,10,2,0
SH,2021-12-10,8,7,0,0,8,1,0
SH,2021-12-11,8,5,0,0,8,1,0
SH,2021-12-12,9,6,1,1,8,1,0
SH,2021-12-13,12,8,3,3,9,1,0
SH,2021-12-14,11,7,2,2,9,1,0
SH,2021-12-15,11,7,3,3,8,2,0
SH,2021-12-16,14,10,4,4,10,3,0
SH,2021-12-17,15,13,4,4,11,2,0
SH,2021-12-18,14,12,4,4,10,1,0
SH,2021-12-19,14,12,3,3,11,1,0
SH,2021-12-20,18,16,4,4,14,5,0
SH,2021-12-21,22,20,4,4,18,3,0
SH,2021-12-22,21,19,4,4,17,3,0
SH,2021-12-23,19,18,4,4,15,0,0
SH,2021-12-24,15,14,4,4,11,3,0
SH,2021-12-25,18,16,4,4,14,3,0
SH,2021-12-26,25,22,5,5,20,7,0
SH,2021-12-27,33,31,5,5,28,6,0
SH,2021-12-28,36,34,7,7,29,8,0
SH,2021-12-29,43,40,8,8,35,11,0
SH,2021-12-30,53,49,9,9,44,13,0
SH,2021-12-31,50,46,11,11,39,4,0
SH,2022-01-01,49,44,12,12,37,6,0
SH,2022-01-02,50,44,12,12,38,10,0
SH,2022-01-03,53,48,13,13,40,9,1
SH,2022-01-04,59,55,14,14,45,8,0
SH,2022-01-05,63,58,14,14,49,9,0
SH,2022-01-06,56,54,14,14,42,4,0
SH,2022-01-07,52,50,13,13,39,9,2
SH,2022-01-08,54,50,15,15,39,7,0
SH,2022-01-09,58,55,15,15,43,10,0
SH,2022-01-10,74,68,15,15,59,16,0
SH,2022-01-11,74,69,15,15,59,11,0
SH,2022-01-12,71,66,14,14,57,12,0
SH,2022-01-13,67,64,14,14,53,5,0
SH,2022-01-14,63,58,16,16,47,7,0
SH,2022-01-15,64,58,17,17,47,9,0
SH,2022-01-16,55,45,16,16,39,0,0
SH,2022-01-17,51,40,15,15,36,5,0
SH,2022-01-18,49,37,16,16,33,6,0
SH,2022-01-19,49,36,14,14,35,5,0
SH,2022-01-20,47,37,13,13,34,10,0
SH,2022-01-21,44,33,13,13,31,5,0
SH,2022-01-22,45,34,12,12,33,7,0
SH,2022-01-23,50,37,14,14,36,6,0
SH,2022-01-24,53,38,14,14,39,6,0
SH,2022-01-25,51,35,15,15,36,4,0
SMH,2020-03-12,1,1,0,0,1,0,0
SMH,2020-03-13,1,1,0,0,1,0,0
SMH,2020-03-14,2,2,0,0,2,0,0
SMH,2020-03-15,3,3,0,0,3,2,0
SMH,2020-03-16,2,2,0,0,2,0,0
SMH,2020-03-17,0,0,0,0,0,0,0
SMH,2020-03-21,2,2,0,0,2,2,0
SMH,2020-03-22,4,4,0,0,4,2,0
SMH,2020-03-23,4,4,0,0,4,0,0
SMH,2020-03-24,3,3,1,1,2,5,0
SMH,2020-03-25,4,4,0,0,4,2,0
SMH,2020-03-26,5,5,0,0,5,4,0
SMH,2020-03-27,9,9,0,0,9,1,0
SMH,2020-03-28,8,8,1,1,7,2,0
SMH,2020-03-29,10,10,1,1,9,3,0
SMH,2020-03-30,11,11,1,1,10,0,0
SMH,2020-03-31,11,11,1,1,10,1,0
SMH,2020-04-01,11,11,1,1,10,2,0
SMH,2020-04-02,11,11,1,1,10,0,0
SMH,2020-04-03,11,11,1,1,10,1,0
SMH,2020-04-04,11,11,1,1,10,2,1
SMH,2020-04-05,6,6,2,2,4,2,0
SMH,2020-04-06,6,6,0,0,6,0,0
SMH,2020-04-07,7,7,1,1,6,3,0
SMH,2020-04-08,10,10,1,1,9,3,0
SMH,2020-04-09,12,12,1,1,11,2,0
SMH,2020-04-10,12,12,1,1,11,0,0
SMH,2020-04-11,11,11,2,2,9,2,0
SMH,2020-04-12,11,11,2,2,9,1,0
SMH,2020-04-13,12,12,3,3,9,2,0
SMH,2020-04-14,12,12,3,3,9,0,0
SMH,2020-04-15,15,15,3,3,12,5,0
SMH,2020-04-16,14,14,2,2,12,3,0
SMH,2020-04-17,16,15,2,2,14,2,0
SMH,2020-04-18,14,13,2,2,12,2,0
SMH,2020-04-19,15,14,2,2,13,6,0
SMH,2020-04-20,22,21,4,4,18,6,0
SMH,2020-04-21,23,22,4,4,19,1,0
SMH,2020-04-22,24,23,5,5,19,4,0
SMH,2020-04-23,29,28,4,4,25,3,0
SMH,2020-04-24,31,30,4,4,27,3,0
SMH,2020-04-25,30,29,7,7,23,4,0
SMH,2020-04-26,32,31,7,7,25,7,0
SMH,2020-04-27,37,37,7,7,30,3,0
SMH,2020-04-28,37,37,9,9,28,4,0
SMH,2020-04-29,32,32,9,9,23,0,0
SMH,2020-04-30,28,28,8,8,20,4,0
SMH,2020-05-01,20,20,6,6,14,3,0
SMH,2020-05-02,19,19,6,6,13,2,0
SMH,2020-05-03,16,16,4,4,12,0,0
SMH,2020-05-04,17,17,5,5,12,3,0
SMH,2020-05-05,18,18,5,5,13,2,0
SMH,2020-05-06,18,18,5,5,13,1,0
SMH,2020-05-07,16,16,5,5,11,1,0
SMH,2020-05-08,18,18,5,5,13,3,0
SMH,2020-05-09,18,18,4,4,14,2,0
SMH,2020-05-10,18,18,4,4,14,3,0
SMH,2020-05-11,21,21,5,5,16,1,0
SMH,2020-05-12,19,19,4,4,15,3,0
SMH,2020-05-13,19,19,4,4,15,1,0
SMH,2020-05-14,20,19,3,3,17,1,0
SMH,2020-05-15,19,18,4,4,15,2,0
SMH,2020-05-16,15,14,4,4,11,5,0
SMH,2020-05-17,17,16,4,4,13,0,0
SMH,2020-05-18,16,16,4,4,12,2,0
SMH,2020-05-19,14,14,4,4,10,1,0
SMH,2020-05-20,14,14,4,4,10,3,0
SMH,2020-05-21,15,15,5,5,10,2,0
SMH,2020-05-22,15,15,5,5,10,2,0
SMH,2020-05-23,13,13,6,6,7,1,0
SMH,2020-05-24,13,13,4,4,9,1,0
SMH,2020-05-25,14,14,4,4,10,1,0
SMH,2020-05-26,14,14,5,5,9,1,0
SMH,2020-05-27,13,13,6,6,7,3,0
SMH,2020-05-28,12,12,6,6,6,1,0
SMH,2020-05-29,12,12,6,6,6,0,0
SMH,2020-05-30,9,9,6,6,3,0,0
SMH,2020-05-31,7,7,5,5,2,0,0
SMH,2020-06-01,6,6,5,5,1,3,0
SMH,2020-06-02,9,9,5,5,4,0,0
SMH,2020-06-03,10,10,5,5,5,4,0
SMH,2020-06-04,11,11,5,5,6,1,0
SMH,2020-06-05,12,12,6,6,6,1,0
SMH,2020-06-06,11,11,6,6,5,0,0
SMH,2020-06-07,9,9,5,5,4,1,0
SMH,2020-06-08,10,10,4,4,6,2,0
SMH,2020-06-09,11,11,4,4,7,1,0
SMH,2020-06-10,10,10,6,6,4,0,0
SMH,2020-06-11,8,8,4,4,4,0,0
SMH,2020-06-12,8,8,6,6,2,0,0
SMH,2020-06-13,8,7,6,6,2,1,0
SMH,2020-06-14,9,8,6,6,3,0,0
SMH,2020-06-15,9,8,6,6,3,0,0
SMH,2020-06-16,10,9,6,6,4,1,0
SMH,2020-06-17,8,7,5,5,3,1,0
SMH,2020-06-18,10,9,5,5,5,1,0
SMH,2020-06-19,10,9,5,5,5,1,0
SMH,2020-06-20,10,9,6,6,4,0,0
SMH,2020-06-21,8,7,5,5,3,0,0
SMH,2020-06-22,8,7,5,5,3,0,0
SMH,2020-06-23,8,7,5,5,3,1,0
SMH,2020-06-24,9,8,5,5,4,1,0
SMH,2020-06-25,10,9,5,5,5,1,0
SMH,2020-06-26,10,9,4,4,6,0,0
SMH,2020-06-27,9,8,3,3,6,1,0
SMH,2020-06-28,11,10,3,3,8,1,0
SMH,2020-06-29,11,10,2,2,9,1,0
SMH,2020-06-30,9,9,1,1,8,0,0
SMH,2020-07-01,8,8,1,1,7,0,0
SMH,2020-07-02,6,6,1,1,5,0,0
SMH,2020-07-03,6,6,1,1,5,1,0
SMH,2020-07-04,5,5,1,1,4,0,0
SMH,2020-07-05,4,4,1,1,3,0,0
SMH,2020-07-06,4,4,1,1,3,0,0
SMH,2020-07-07,5,5,1,1,4,1,0
SMH,2020-07-08,6,6,1,1,5,3,0
SMH,2020-07-09,8,8,1,1,7,1,0
SMH,2020-07-10,9,9,1,1,8,2,0
SMH,2020-07-11,10,10,2,2,8,1,0
SMH,2020-07-12,10,10,2,2,8,0,0
SMH,2020-07-13,9,9,2,2,7,0,0
SMH,2020-07-14,9,9,2,2,7,0,0
SMH,2020-07-15,8,8,2,2,6,0,0
SMH,2020-07-16,6,6,1,1,5,0,0
SMH,2020-07-17,4,4,1,1,3,0,0
SMH,2020-07-18,3,3,1,1,2,0,0
SMH,2020-07-19,4,4,1,1,3,1,0
SMH,2020-07-20,4,4,1,1,3,0,0
SMH,2020-07-21,5,5,1,1,4,1,0
SMH,2020-07-22,5,5,1,1,4,1,0
SMH,2020-07-23,6,6,2,2,4,0,0
SMH,2020-07-24,6,5,2,2,4,0,0
SMH,2020-07-25,5,5,1,1,4,0,0
SMH,2020-07-26,3,3,0,0,3,0,0
SMH,2020-07-27,3,3,0,0,3,1,0
SMH,2020-07-28,3,3,0,0,3,1,0
SMH,2020-07-29,3,3,0,0,3,0,0
SMH,2020-07-30,4,4,0,0,4,2,0
SMH,2020-07-31,3,3,0,0,3,0,0
SMH,2020-08-01,4,4,0,0,4,1,0
SMH,2020-08-02,4,4,1,1,3,1,0
SMH,2020-08-03,4,4,1,1,3,0,0
SMH,2020-08-04,4,4,1,1,3,0,0
SMH,2020-08-05,4,4,1,1,3,0,0
SMH,2020-08-06,4,4,1,1,3,0,0
SMH,2020-08-07,3,3,1,1,2,0,0
SMH,2020-08-08,4,4,1,1,3,2,0
SMH,2020-08-09,5,5,1,1,4,0,0
SMH,2020-08-10,5,5,3,3,2,1,0
SMH,2020-08-11,4,4,2,2,2,0,0
SMH,2020-08-12,4,4,2,2,2,0,0
SMH,2020-08-13,4,4,2,2,2,0,0
SMH,2020-08-14,3,3,2,2,1,1,0
SMH,2020-08-15,4,4,3,3,1,0,0
SMH,2020-08-16,5,5,3,3,2,0,0
SMH,2020-08-17,6,5,3,3,3,2,0
SMH,2020-08-18,7,6,2,2,5,0,0
SMH,2020-08-19,6,6,2,2,4,0,0
SMH,2020-08-20,6,6,2,2,4,2,0
SMH,2020-08-21,6,6,1,1,5,1,0
SMH,2020-08-22,7,7,1,1,6,0,0
SMH,2020-08-23,4,4,1,1,3,0,0
SMH,2020-08-24,3,3,1,1,2,2,0
SMH,2020-08-25,6,6,2,2,4,0,0
SMH,2020-08-26,5,5,2,2,3,0,0
SMH,2020-08-27,4,4,2,2,2,1,0
SMH,2020-08-28,5,5,1,1,4,1,0
SMH,2020-08-29,3,3,1,1,2,0,0
SMH,2020-08-30,4,4,1,1,3,1,0
SMH,2020-08-31,4,4,2,2,2,1,0
SMH,2020-09-01,4,4,3,3,1,1,0
SMH,2020-09-02,5,5,3,3,2,0,0
SMH,2020-09-03,5,5,3,3,2,0,0
SMH,2020-09-04,3,3,3,3,0,1,0
SMH,2020-09-05,4,4,2,2,2,1,0
SMH,2020-09-06,4,4,2,2,2,0,0
SMH,2020-09-07,4,4,2,2,2,0,0
SMH,2020-09-08,4,4,2,2,2,0,0
SMH,2020-09-09,5,5,2,2,3,1,0
SMH,2020-09-10,5,5,2,2,3,0,0
SMH,2020-09-11,4,4,2,2,2,0,0
SMH,2020-09-12,4,4,2,2,2,0,0
SMH,2020-09-13,4,4,1,1,3,0,0
SMH,2020-09-14,4,4,1,1,3,0,0
SMH,2020-09-15,4,4,1,1,3,0,0
SMH,2020-09-16,5,5,2,2,3,0,0
SMH,2020-09-17,4,4,1,1,3,0,0
SMH,2020-09-18,3,3,1,1,2,0,0
SMH,2020-09-19,2,2,1,1,1,0,0
SMH,2020-09-20,2,2,1,1,1,0,0
SMH,2020-09-21,2,2,1,1,1,0,0
SMH,2020-09-22,2,2,1,1,1,1,0
SMH,2020-09-23,3,3,1,1,2,0,0
SMH,2020-09-24,3,1,1,1,2,1,0
SMH,2020-09-25,3,2,1,1,2,0,0
SMH,2020-09-26,3,2,1,1,2,0,0
SMH,2020-09-27,3,2,1,1,2,0,0
SMH,2020-09-28,3,2,1,1,2,0,0
SMH,2020-09-29,1,0,1,1,0,0,0
SMH,2020-09-30,1,0,1,1,0,0,0
SMH,2020-10-01,1,0,1,1,0,0,0
SMH,2020-10-02,3,2,1,1,2,2,0
SMH,2020-10-03,2,1,1,1,1,0,0
SMH,2020-10-04,1,0,1,1,0,1,0
SMH,2020-10-05,2,1,1,1,1,1,0
SMH,2020-10-06,2,1,1,1,1,1,0
SMH,2020-10-07,4,3,1,1,3,2,0
SMH,2020-10-08,6,5,1,1,5,0,0
SMH,2020-10-09,6,5,2,2,4,0,0
SMH,2020-10-10,5,4,2,2,3,0,0
SMH,2020-10-11,4,3,2,2,2,1,0
SMH,2020-10-12,4,4,1,1,3,1,0
SMH,2020-10-13,4,4,1,1,3,0,0
SMH,2020-10-14,3,3,1,1,2,0,0
SMH,2020-10-15,2,2,0,0,2,0,0
SMH,2020-10-16,2,2,0,0,2,1,0
SMH,2020-10-17,2,2,1,1,1,0,0
SMH,2020-10-18,2,2,1,1,1,0,0
SMH,2020-10-19,2,2,1,1,1,3,0
SMH,2020-10-20,7,7,1,1,6,1,0
SMH,2020-10-21,6,6,2,2,4,0,0
SMH,2020-10-22,6,6,2,2,4,0,0
SMH,2020-10-23,7,7,1,1,6,1,0
SMH,2020-10-24,7,7,1,1,6,0,0
SMH,2020-10-25,7,7,0,0,7,1,0
SMH,2020-10-26,6,6,0,0,6,0,0
SMH,2020-10-27,7,7,0,0,7,1,0
SMH,2020-10-28,7,7,1,1,6,0,0
SMH,2020-10-29,5,5,1,1,4,0,0
SMH,2020-10-30,5,5,0,0,5,1,0
SMH,2020-10-31,5,5,0,0,5,0,0
SMH,2020-11-01,5,5,0,0,5,1,0
SMH,2020-11-02,5,5,0,0,5,1,0
SMH,2020-11-03,7,7,0,0,7,1,0
SMH,2020-11-04,7,7,0,0,7,1,0
SMH,2020-11-05,7,7,0,0,7,1,0
SMH,2020-11-06,8,8,0,0,8,1,0
SMH,2020-11-07,8,8,0,0,8,3,0
SMH,2020-11-08,10,10,1,1,9,1,0
SMH,2020-11-09,8,8,2,2,6,1,0
SMH,2020-11-10,9,9,2,2,7,1,0
SMH,2020-11-11,9,9,2,2,7,3,0
SMH,2020-11-12,9,9,2,2,7,1,0
SMH,2020-11-13,10,10,1,1,9,0,0
SMH,2020-11-14,8,8,0,0,8,1,0
SMH,2020-11-15,9,9,0,0,9,2,0
SMH,2020-11-16,9,9,3,3,6,1,0
SMH,2020-11-17,7,7,3,3,4,1,0
SMH,2020-11-18,10,10,2,2,8,2,0
SMH,2020-11-19,11,11,4,4,7,1,0
SMH,2020-11-20,9,9,4,4,5,1,0
SMH,2020-11-21,9,9,4,4,5,1,0
SMH,2020-11-22,10,10,4,4,6,2,0
SMH,2020-11-23,11,11,5,5,6,3,0
SMH,2020-11-24,13,13,5,5,8,0,0
SMH,2020-11-25,12,12,6,6,6,3,0
SMH,2020-11-26,16,16,4,4,12,1,0
SMH,2020-11-27,15,15,4,4,11,0,0
SMH,2020-11-28,15,15,5,5,10,3,0
