date,SMH_baseline,JHH_baseline,SH_baseline,BMC_baseline,HCGH_baseline,SMH_optimistic,JHH_optimistic,SH_optimistic,BMC_optimistic,HCGH_optimistic,SMH_moderate,JHH_moderate,SH_moderate,BMC_moderate,HCGH_moderate,SMH_pessimistic,JHH_pessimistic,SH_pessimistic,BMC_pessimistic,HCGH_pessimistic,SMH_baseline_std,JHH_baseline_std,SH_baseline_std,BMC_baseline_std,HCGH_baseline_std,SMH_optimistic_std,JHH_optimistic_std,SH_optimistic_std,BMC_optimistic_std,HCGH_optimistic_std,SMH_moderate_std,JHH_moderate_std,SH_moderate_std,BMC_moderate_std,HCGH_moderate_std,SMH_pessimistic_std,JHH_pessimistic_std,SH_pessimistic_std,BMC_pessimistic_std,HCGH_pessimistic_std
2020-09-26,0.217391304347826,1.82608695652174,2.06521739130435,0.673913043478261,2.32608695652174,0.340425531914894,1.76595744680851,2.19148936170213,0.680851063829787,2.31914893617021,0.282608695652174,1.71739130434783,1.84782608695652,0.717391304347826,2.5,0.127659574468085,1.74468085106383,1.87234042553191,0.659574468085106,2.51063829787234,0.412470999152397,1.29050626779616,1.11125025383757,0.753379280485368,1.74523385534142,0.556455184281788,1.17079289295299,1.51078812562355,0.969895431492892,1.81138694925896,0.538235582745215,1.17330902334901,1.17893450982228,0.770743387010254,1.81479427508177,0.333710364709747,1.24572605687697,1.15991601450545,0.905693474629479,1.68689996960977
2020-09-27,0.326086956521739,1.10869565217391,2.04347826086957,0.630434782608696,2.6304347826087,0.404255319148936,1.65957446808511,2.14893617021277,0.702127659574468,2.8936170212766,0.326086956521739,1.56521739130435,2.26086956521739,0.630434782608696,2.73913043478261,0.361702127659574,1.61702127659574,2.0,0.553191489361702,2.63829787234043,0.591767721252878,1.06787600789697,1.68053461652936,0.762110788824265,1.7859195129166,0.641128475460398,1.44805953422754,1.84481704569748,0.920566283097189,1.90446331920002,0.661169840249806,1.39334090077931,1.68670997750181,0.817171570835326,1.90462574902691,0.666062801808448,1.52361819489091,1.4142135623731,0.766548235517099,1.83842592146621
2020-09-28,0.260869565217391,1.26086956521739,1.8695652173913,0.782608695652174,2.8695652173913,0.319148936170213,1.27659574468085,1.87234042553191,0.638297872340426,3.25531914893617,0.195652173913043,1.58695652173913,2.28260869565217,0.760869565217391,3.45652173913043,0.234042553191489,1.4468085106383,2.34042553191489,0.702127659574468,2.91489361702128,0.528935872199845,1.07207200051634,1.54087349101473,0.882512310008019,1.95168484238813,0.587326542206054,1.02525819601334,1.67099182264441,0.810188628283395,1.89588675829323,0.396701904149884,1.71408597720187,1.40902438461729,1.04641796057032,2.02920547461884,0.514172169089131,1.44116546569158,1.72930432138009,0.769495375320218,1.58221212277261
2020-09-29,0.565217391304348,1.43478260869565,2.06521739130435,0.456521739130435,2.95652173913043,0.276595744680851,1.23404255319149,2.06382978723404,0.638297872340426,2.70212765957447,0.326086956521739,1.1304347826087,2.56521739130435,0.847826086956522,3.04347826086957,0.319148936170213,1.57446808510638,1.82978723404255,0.595744680851064,2.36170212765957,0.850886338729605,1.34572065569932,1.35778230170671,0.743274825968642,1.69342105166526,0.608525516854259,1.37163927330095,1.52153695138563,0.727149254920641,1.59673727993989,0.553814747950304,1.24426852358732,1.81362205344471,0.883850058706788,1.85280658718804,0.549908424822131,1.26734234994344,1.57533041365215,0.960043759376892,1.3749356954386
2020-09-30,0.521739130434783,1.45652173913043,1.84782608695652,0.91304347826087,2.6304347826087,0.404255319148936,1.46808510638298,1.61702127659574,0.808510638297872,2.76595744680851,0.347826086956522,1.76086956521739,2.0,0.58695652173913,3.1304347826087,0.297872340425532,1.34042553191489,2.31914893617021,1.06382978723404,3.38297872340426,0.7442279464619,1.4552233018417,1.19723215765342,0.951568201227795,2.22005381497811,0.607035856071792,1.28578254721176,1.26412347042663,0.761809097445453,1.69118825099895,0.69836427844387,1.16441406442105,1.45960089839952,0.739450058769345,2.21269750434773,0.542448884424765,1.11615974881736,1.73948369667827,0.997960799962432,1.97379849247815
2020-10-01,0.434782608695652,1.5,2.06521739130435,0.804347826086957,2.91304347826087,0.25531914893617,1.19148936170213,1.8936170212766,0.638297872340426,2.29787234042553,0.260869565217391,1.21739130434783,1.60869565217391,0.782608695652174,2.91304347826087,0.170212765957447,1.23404255319149,1.95744680851064,0.829787234042553,2.91489361702128,0.798154771768948,1.17491905364101,1.93819923049434,0.899747916807604,1.59926731806518,0.524630978976083,1.14182194595734,1.54691240249307,0.783487346362637,1.86701369944513,0.486101734239085,0.976084535680159,1.64816447139347,0.906811026722357,2.12465943006446,0.428711525098083,1.11494234098501,1.35202679704828,0.78059303522741,1.84309853852832
2020-10-02,0.369565217391304,1.52173913043478,2.1304347826087,0.91304347826087,2.43478260869565,0.340425531914894,1.25531914893617,1.8936170212766,0.680851063829787,2.25531914893617,0.217391304347826,1.1304347826087,1.65217391304348,0.847826086956522,2.91304347826087,0.319148936170213,1.78723404255319,1.72340425531915,0.723404255319149,3.17021276595745,0.602844548863567,1.15606398263551,2.03884766742493,1.09992266440639,1.52731896263046,0.556455184281788,0.999320729005735,1.54691240249307,0.969895431492892,1.55012813617762,0.462180252727593,0.969282469982954,1.4175513379914,0.977294208390827,1.8394952870701,0.587326542206054,1.63650081047059,1.34800289884742,0.817420115416959,2.03500377893078
2020-10-03,0.195652173913043,1.1304347826087,2.28260869565217,1.0,3.10869565217391,0.234042553191489,1.23404255319149,1.93617021276596,0.574468085106383,2.78723404255319,0.347826086956522,1.58695652173913,2.34782608695652,0.760869565217391,3.0,0.319148936170213,1.91489361702128,2.31914893617021,0.787234042553192,2.95744680851064,0.396701904149884,1.42353961249956,1.46944301009749,1.04257207028537,1.85599218595578,0.59116782933829,1.01505195250013,1.31123225005367,0.792106828467501,2.12318678799428,0.597727264559457,1.13398272658652,1.64472002777198,0.959727828462787,2.03234711174265,0.655788723720104,1.52747583794022,1.65164499532556,0.921057907315462,2.0624035431579
2020-10-04,0.152173913043478,1.82608695652174,2.19565217391304,0.695652173913043,2.54347826086957,0.25531914893617,1.48936170212766,1.76595744680851,0.723404255319149,2.57446808510638,0.41304347826087,1.08695652173913,1.97826086956522,0.608695652173913,2.89130434782609,0.404255319148936,1.36170212765957,2.40425531914894,0.957446808510638,3.17021276595745,0.415325503794409,1.41888424974615,1.73980964997538,0.905768115478246,1.86158559974544,0.634741867667076,1.2526115769817,1.24135762943105,0.843047351325913,1.58106725133271,0.645253133898079,1.21272397225925,1.7129827841819,0.820346185396227,1.73491336545468,0.607035856071791,1.13785037932944,1.78241498222347,0.898164719966188,1.9165477489172
2020-10-05,0.326086956521739,1.43478260869565,2.1304347826087,0.521739130434783,2.93478260869565,0.212765957446809,1.63829787234043,2.25531914893617,0.659574468085106,2.57446808510638,0.347826086956522,1.04347826086957,2.15217391304348,1.10869565217391,2.8695652173913,0.276595744680851,1.65957446808511,2.48936170212766,0.787234042553192,3.0,0.553814747950304,0.970257113235713,1.56883639588424,0.800519679979216,2.02594233482727,0.543282780204413,1.34363007692314,1.64340183126192,0.995235367108638,1.74727363128918,0.519924380134843,1.16014470122838,1.62811429072633,1.16522550289195,1.56883639588424,0.534038314808984,1.2594594542084,1.49996227506507,0.873636815644587,2.16352745853381
2020-10-06,0.304347826086957,1.43478260869565,2.06521739130435,0.978260869565217,2.89130434782609,0.234042553191489,1.38297872340426,1.78723404255319,0.680851063829787,2.14893617021277,0.326086956521739,1.67391304347826,1.80434782608696,0.826086956521739,2.97826086956522,0.48936170212766,1.59574468085106,2.68085106382979,1.1063829787234,3.46808510638298,0.546513264781589,1.19149474835171,1.59349457254834,0.943838841134453,1.9022670784638,0.59116782933829,1.10228373165861,1.54280995661986,0.801763560911352,1.47285687658526,0.553814747950304,1.35220187305078,1.11549492266674,0.841952901349438,1.78750652701493,0.740107537486217,1.37855265556809,1.84628877871631,1.15286954758673,2.49127040846152
2020-10-07,0.369565217391304,1.56521739130435,2.15217391304348,0.652173913043478,3.08695652173913,0.404255319148936,1.34042553191489,1.72340425531915,0.638297872340426,2.14893617021277,0.217391304347826,1.6304347826087,1.91304347826087,0.717391304347826,3.21739130434783,0.51063829787234,1.48936170212766,2.38297872340426,0.851063829787234,3.12765957446809,0.702749125010635,1.34572065569932,1.60118694159307,0.813403779733466,1.87461401194001,0.673497523035932,1.3570398909874,1.23257432833704,0.727149254920641,1.62400507551161,0.462180252727593,1.7859195129166,1.57184586804567,0.798450768356825,2.02068696323865,0.614448045880581,1.44210750662388,1.75709130400533,0.824588186173451,2.00655331963444
2020-10-08,0.565217391304348,1.69565217391304,2.04347826086957,0.717391304347826,2.69565217391304,0.297872340425532,1.36170212765957,1.61702127659574,1.0,2.5531914893617,0.260869565217391,1.52173913043478,2.04347826086957,0.934782608695652,3.1304347826087,0.51063829787234,1.78723404255319,2.59574468085106,1.06382978723404,3.93617021276596,0.824941998304795,1.48718533708583,1.73150502189042,1.01431157802506,1.97670746463814,0.542448884424764,1.13785037932944,1.34565006815676,0.875189948987367,2.0296578753552,0.486101734239085,1.29780970057385,1.61456040240236,0.918462181490331,1.75212536344434,0.648150902626716,1.74960384832543,1.43896497182221,1.19224899796782,2.27291410401254
2020-10-09,0.347826086956522,0.934782608695652,2.39130434782609,0.91304347826087,3.10869565217391,0.382978723404255,1.42553191489362,1.70212765957447,0.659574468085106,2.38297872340426,0.478260869565217,1.45652173913043,2.56521739130435,0.760869565217391,3.06521739130435,0.531914893617021,2.14893617021277,3.1063829787234,0.872340425531915,3.70212765957447,0.476280484787101,1.07141056785666,1.83538007993091,1.05965718321339,2.25762727379264,0.528071218978334,1.5539199690647,1.41293257156459,0.881888586215434,1.59191028680935,0.683314506326162,1.24597651138323,1.6635762147573,0.864386754437871,1.5237564268587,0.710141245458665,1.8790980566655,2.70723257104979,1.02349050815368,2.39605077217741
2020-10-10,0.478260869565217,1.6304347826087,2.23913043478261,0.978260869565217,2.65217391304348,0.319148936170213,0.680851063829787,2.12765957446809,0.872340425531915,2.48936170212766,0.304347826086957,1.60869565217391,2.34782608695652,0.804347826086957,3.32608695652174,0.574468085106383,1.8936170212766,3.06382978723404,0.808510638297872,3.63829787234043,0.616410733859036,1.32466067274627,1.64428896498702,1.01057733036256,1.82038447090942,0.587326542206054,0.827875593972073,1.45305285778416,0.865829359547907,1.84358970403698,0.584940175959727,1.37490333050799,1.80840298635525,0.824082235696733,1.97873859496932,0.844120613824569,1.76531646916524,1.98295132845655,0.78924412727623,2.34679983023413
2020-10-11,0.478260869565217,1.41304347826087,1.91304347826087,1.0,3.28260869565217,0.148936170212766,1.38297872340426,2.08510638297872,0.617021276595745,2.8936170212766,0.282608695652174,1.56521739130435,1.82608695652174,1.23913043478261,2.89130434782609,0.531914893617021,2.12765957446809,2.5531914893617,1.23404255319149,3.95744680851064,0.82723033001915,1.32822351046871,1.54393746996215,1.17953564923918,2.29993424743689,0.4114697788471,1.36136964025927,1.48510028652044,0.786946468464125,1.66610825110229,0.577213828145728,1.45441118988502,1.52236012174014,1.28849056632499,1.74739882296596,0.794959220947634,1.57934838807622,1.60860069544134,1.43234320678356,2.6494274516655
2020-10-12,0.5,1.69565217391304,1.95652173913043,1.04347826086957,3.19565217391304,0.212765957446809,1.21276595744681,1.42553191489362,0.595744680851064,2.21276595744681,0.326086956521739,1.6304347826087,2.43478260869565,1.0,2.89130434782609,0.340425531914894,1.57446808510638,3.12765957446809,1.40425531914894,3.65957446808511,0.878486841355511,1.41220711034015,1.5736487887699,1.23282146771807,2.4012638449221,0.458311898479532,1.16575553462151,1.25044129829065,0.841972720740824,1.610288334334,0.468779535931474,1.25730380355837,1.63723220728372,0.884651736929383,1.84424204850105,0.556455184281788,1.30048568424988,1.74571842525668,1.28260994664694,2.53718386140661
2020-10-13,0.456521739130435,1.39130434782609,2.19565217391304,0.826086956521739,2.8695652173913,0.361702127659574,1.53191489361702,2.06382978723404,0.723404255319149,2.68085106382979,0.456521739130435,1.71739130434783,2.1304347826087,0.826086956521739,3.1304347826087,0.638297872340426,2.12765957446809,3.14893617021277,1.0,3.85106382978723,0.743274825968642,1.75050627297369,1.62346335663031,0.9395731645641,2.16301616762309,0.666062801808448,1.12705724579992,1.56292490827293,1.04580474276123,1.75167255002151,0.68227629680327,1.05630700984838,1.52669998835473,0.91614380459589,2.03884766742493,0.755843390141771,1.48204891636323,1.96759625901224,0.899172196132572,2.25953039184483
2020-10-14,0.282608695652174,1.58695652173913,1.93478260869565,0.760869565217391,3.10869565217391,0.361702127659574,1.5531914893617,2.25531914893617,0.680851063829787,3.06382978723404,0.478260869565217,1.89130434782609,2.69565217391304,0.891304347826087,3.26086956521739,0.702127659574468,2.40425531914894,2.82978723404255,0.936170212765957,4.14893617021277,0.577213828145728,1.20823419405133,1.92695043948185,0.889180927661633,1.95857380309117,0.598776479977459,1.42632559677399,1.94025755151966,0.853188836415465,2.00429597465203,0.82723033001915,1.44806108551138,2.03095142854377,1.02635405514025,2.16126756898027,0.897156112438639,1.53899075064044,2.0866255863737,1.03972695513792,2.58455908749961
2020-10-15,0.304347826086957,1.76086956521739,2.5,1.0,3.26086956521739,0.25531914893617,1.59574468085106,2.23404255319149,0.468085106382979,2.95744680851064,0.478260869565217,1.84782608695652,2.56521739130435,0.956521739130435,2.82608695652174,0.872340425531915,2.29787234042553,3.72340425531915,0.914893617021277,4.25531914893617,0.62099377639503,1.59052606294264,1.86209325876762,1.08347267777192,2.12065189534908,0.43604045812594,1.40908261189774,1.51885687638934,0.710141245458665,1.9565215204379,0.683314506326162,1.36680190518419,1.70232799569147,1.0825999650425,1.5784465096236,1.00248672250126,1.58335616639481,2.4899981001409,1.04839872295787,2.47083485853344
2020-10-16,0.391304347826087,1.65217391304348,2.76086956521739,0.978260869565217,3.23913043478261,0.361702127659574,1.31914893617021,2.0,0.702127659574468,2.68085106382979,0.456521739130435,2.0,2.54347826086957,1.04347826086957,3.39130434782609,0.787234042553192,2.23404255319149,3.36170212765957,1.21276595744681,4.04255319148936,0.607140871468215,1.54943736358308,1.83190068328541,1.1129500640148,2.32364764417739,0.633313875154775,1.11291036856358,1.8218531598815,0.796665754334002,1.96897622149094,0.649632730325388,1.4142135623731,1.55628489818221,1.19703477373358,1.9943208593356,0.823489467249516,1.53280116207046,2.05690877252884,1.28719008189397,3.06634057877513
2020-10-17,0.217391304347826,1.80434782608696,2.58695652173913,0.760869565217391,2.91304347826087,0.212765957446809,1.51063829787234,2.04255319148936,0.787234042553192,2.85106382978723,0.369565217391304,1.78260869565217,3.06521739130435,1.06521739130435,2.95652173913043,0.574468085106383,2.51063829787234,3.04255319148936,1.48936170212766,4.0,0.412470999152397,1.51254989450426,1.73926629904084,0.812531808305685,2.2633765364905,0.409263490673859,1.44210750662388,1.51527606934169,0.921057907315462,1.97838020359291,0.525799418367296,1.38176074626702,1.7619427754741,1.11125025383757,2.39525365579814,0.818526981347717,1.86652869782649,1.90137069044671,1.23550903327302,1.75037989797473
2020-10-18,0.41304347826087,2.06521739130435,2.76086956521739,1.0,3.3695652173913,0.297872340425532,1.34042553191489,1.70212765957447,0.404255319148936,2.65957446808511,0.543478260869565,1.93478260869565,2.84782608695652,1.0,4.0,0.765957446808511,2.57446808510638,3.21276595744681,1.27659574468085,4.74468085106383,0.709442124873074,1.81062292803434,1.86716225755295,0.955533085905909,2.56530950460999,0.615919779835324,1.2594594542084,1.23624162096459,0.641128475460398,1.53368691837788,0.71342778614878,1.45066961919155,1.89928351827676,1.16095912372336,2.48473601082253,0.830605161529495,2.02898864704377,1.48662362294157,1.12424211179769,2.96409783272647
2020-10-19,0.347826086956522,1.65217391304348,2.56521739130435,1.08695652173913,2.84782608695652,0.404255319148936,1.29787234042553,2.19148936170213,0.978723404255319,2.68085106382979,0.41304347826087,2.06521739130435,2.56521739130435,0.956521739130435,3.60869565217391,0.74468085106383,2.59574468085106,3.97872340425532,1.5531914893617,4.27659574468085,0.597727264559457,1.57724844758409,1.94100124222171,1.03893940394335,2.70239339414356,0.532340255455183,1.18348374341901,1.87523953502389,0.837660412128916,2.16457339886977,0.573929512280178,1.53795705702817,1.76502462001604,0.832923654811653,1.98339038747079,0.837119811613021,2.17978697444522,2.36543695484039,1.28507820174821,2.33112271060465
2020-10-20,0.391304347826087,1.80434782608696,2.47826086956522,0.978260869565217,3.39130434782609,0.382978723404255,1.31914893617021,1.87234042553191,0.595744680851064,2.87234042553191,0.565217391304348,2.17391304347826,2.82608695652174,1.1304347826087,3.73913043478261,0.74468085106383,2.23404255319149,3.91489361702128,1.40425531914894,5.29787234042553,0.570212045591479,1.54102683464759,1.81466406562689,1.13231449070482,2.04809838492415,0.603295611862035,1.1869213345516,1.36236685902827,0.960043759376892,2.19881032898107,0.924360505455187,1.68502803261531,1.78525784066503,1.01314610415053,2.18129182514973,1.02038968581122,1.69118825099895,2.22968166064835,1.37855265556809,3.01707829373246
2020-10-21,0.543478260869565,1.47826086956522,2.73913043478261,0.978260869565217,3.41304347826087,0.340425531914894,1.59574468085106,1.78723404255319,0.808510638297872,2.61702127659574,0.58695652173913,1.67391304347826,2.47826086956522,1.08695652173913,3.65217391304348,0.893617021276596,2.38297872340426,3.72340425531915,1.48936170212766,4.82978723404255,0.771968734981074,1.3471246421591,2.45334538776798,0.872007440005721,1.98446232950895,0.593460667275802,1.46823927651797,1.51497728671642,0.815757000539609,1.70796870130974,0.848940182163767,1.31965654006749,1.90809637021667,1.03893940394335,2.07696885434716,1.03623792867114,1.70796870130974,2.22846314430233,1.21816640070635,2.62815483316168
2020-10-22,0.391304347826087,1.71739130434783,2.47826086956522,1.10869565217391,3.3695652173913,0.297872340425532,1.40425531914894,1.53191489361702,0.723404255319149,3.14893617021277,0.347826086956522,1.8695652173913,2.76086956521739,1.04347826086957,3.52173913043478,0.851063829787234,2.74468085106383,3.76595744680851,1.63829787234043,5.4468085106383,0.674964117228697,1.37782190239051,2.31947455101724,1.16522550289195,2.03618030776911,0.501694728619217,1.26591274728881,1.51378156649326,0.843047351325913,2.17313112081765,0.666509118119822,1.40818562962623,2.14865764574977,1.06232971503223,2.21397861851722,0.922040369362572,2.30141570774297,2.14587943542519,1.49361095955611,3.26691024981604
2020-10-23,0.478260869565217,1.71739130434783,2.97826086956522,0.934782608695652,3.28260869565217,0.25531914893617,1.19148936170213,2.34042553191489,0.702127659574468,2.61702127659574,0.456521739130435,2.02173913043478,2.3695652173913,0.739130434782609,3.15217391304348,1.06382978723404,3.17021276595745,4.53191489361702,1.70212765957447,5.40425531914894,0.800519679979216,1.56958930488563,2.557929958204,1.20510100448132,2.46420499110469,0.43604045812594,0.89057232070027,1.57475558042241,0.796665754334002,1.81662759201162,0.68227629680327,1.79962714054622,1.83396334480668,0.845314004140156,2.29334947093573,1.13745245996797,1.98203794686574,2.79704299657188,1.44273519218423,3.60649281198469
2020-10-24,0.304347826086957,1.67391304347826,2.10869565217391,0.847826086956522,3.34782608695652,0.170212765957447,1.40425531914894,2.04255319148936,0.680851063829787,2.61702127659574,0.543478260869565,2.08695652173913,3.26086956521739,1.06521739130435,3.5,0.765957446808511,2.76595744680851,4.0,1.68085106382979,4.85106382978723,0.584940175959727,1.56113598307641,1.60472482904005,1.02081364190208,2.53854966556435,0.3758196113331,1.1788846959315,1.44336260477844,0.877772397648351,1.7930503130362,0.826372948206444,1.80369291414709,1.9497467238938,1.03003110786801,2.36597254568951,0.880347270875625,2.1359413287568,2.09355647724255,1.51736590039791,3.18893514811833
2020-10-25,0.456521739130435,1.97826086956522,2.3695652173913,0.891304347826087,3.3695652173913,0.425531914893617,1.5531914893617,2.12765957446809,0.74468085106383,2.80851063829787,0.369565217391304,2.19565217391304,2.97826086956522,1.17391304347826,4.10869565217391,0.787234042553192,3.21276595744681,4.0,1.4468085106383,5.91489361702128,0.743274825968642,1.59468042913855,2.05742236001406,1.18373507739669,2.17054086279228,0.643946636188151,1.2344093365413,1.37789573265465,0.977797897283069,1.97471568513568,0.602844548863567,1.61001708359005,1.89380144998019,1.18513158003817,2.22855247296619,0.897660557860808,2.16289965154902,2.52645576319956,1.39617274183174,3.12729770666777
