date,JHH_optimistic,SH_optimistic,BMC_optimistic,HCGH_optimistic,SMH_optimistic,JHH_moderate,SH_moderate,BMC_moderate,HCGH_moderate,SMH_moderate,JHH_pessimistic,SH_pessimistic,BMC_pessimistic,HCGH_pessimistic,SMH_pessimistic,JHH_optimistic_std,SH_optimistic_std,BMC_optimistic_std,HCGH_optimistic_std,SMH_optimistic_std,JHH_moderate_std,SH_moderate_std,BMC_moderate_std,HCGH_moderate_std,SMH_moderate_std,JHH_pessimistic_std,SH_pessimistic_std,BMC_pessimistic_std,HCGH_pessimistic_std,SMH_pessimistic_std
2021-04-23,22.556650246305498,21.403940886699502,9.60591133004926,28.7783251231527,9.16256157635468,71.6574074074074,86.9074074074074,39.324074074074105,117.722222222222,29.2685185185185,113.365853658537,128.756097560976,66.0487804878049,190.341463414634,44.280487804878,12.6462883024383,17.6661263081008,7.12493079211979,22.2609938113879,5.217304612279389,24.9325616476827,32.9094134322601,15.862327254407699,42.3082457012931,10.538725211377901,43.683180468002995,56.168539402056595,26.3249976766756,77.69420984798309,17.4076000346085
2021-04-24,22.359605911330103,21.1379310344828,9.48768472906404,28.3694581280788,9.02955665024631,70.1203703703704,84.82407407407409,38.4444444444444,115.324074074074,28.7222222222222,109.34146341463399,123.951219512195,64.5365853658537,184.195121951219,42.92682926829271,12.5736617223739,17.6631604136407,6.95902038831462,22.0511374593959,5.216485943039009,24.3720079237062,33.1183020507849,15.548664699481401,42.5231347910219,10.451681889580598,42.9177183374568,53.95199134983561,25.684053087204102,76.3020509188317,17.4098340040217
2021-04-25,22.1822660098523,20.5862068965517,9.45812807881773,27.837438423645303,8.98522167487685,68.76851851851849,82.89814814814821,37.8611111111111,112.527777777778,27.907407407407398,106.09756097561,119.536585365854,62.3536585365854,177.54878048780498,41.7682926829268,12.603378720983802,17.3570741766965,6.8848387515547405,21.906387878688,5.270268361570889,24.0507205102981,32.9783086938562,15.134000796542198,42.3442953873583,10.7031430072291,42.6693724122854,53.233499536784,24.795163217385802,75.00451007657,17.1753085987133
2021-04-26,21.7093596059114,20.339901477832502,9.34975369458128,27.2660098522167,8.866995073891632,67.0833333333333,80.57407407407409,37.2314814814815,108.740740740741,27.388888888888896,102.768292682927,115.268292682927,60.0609756097561,172.0,40.79268292682929,12.177834096497099,16.9076339878872,6.8580381330512905,21.8566349191739,5.25251603990392,23.468704535883397,32.6420710295378,15.0530924822265,41.712809840636396,10.599470054304499,41.7775688471043,51.283026821514795,23.660296640591003,73.7977161904865,16.9862640030958
2021-04-27,21.4137931034483,20.0147783251232,9.23645320197044,26.6059113300493,8.84236453201971,65.2962962962963,78.0462962962963,36.1574074074074,105.37962962963002,26.6944444444444,99.6829268292683,111.170731707317,57.890243902439,165.829268292683,39.024390243902396,11.753944393845401,16.8429401233236,6.8425471750689395,21.002987461253102,5.30646375627324,22.9723099256391,32.0088548169737,14.715905353404901,40.5753239069128,10.598851265498,40.9913750885211,50.7540991859385,23.149309737969304,71.0966782357449,16.2304382784413
2021-04-28,21.2758620689656,19.7192118226601,9.05911330049261,26.1724137931034,8.73399014778325,63.8055555555556,75.64814814814821,35.0462962962963,102.56481481481501,26.064814814814802,96.02439024390249,107.170731707317,55.158536585365894,159.195121951219,37.7560975609756,11.6045019927628,16.6149420216088,6.802746988877059,20.5429941454335,5.17708913727172,22.6321053231471,31.2974358766883,14.5586033704736,39.8793823999766,10.1068833584271,39.8920185123228,48.812513877133505,22.3232964800157,70.062362804412,15.611528100641598
2021-04-29,20.871921182266,19.295566502463103,8.935960591133,25.4581280788177,8.5615763546798,62.101851851851904,74.0925925925926,34.1944444444444,99.7314814814814,25.4814814814815,93.5487804878049,102.439024390244,53.6707317073171,152.036585365854,36.3658536585366,11.1751914427966,16.3094841121259,6.6494069895462005,20.159999668742397,5.03867928786925,22.1350818481093,30.841034518168996,14.3428376709568,39.3135663432899,9.945461703953269,39.005490850369895,47.5020898754382,22.3296379396879,67.8789613270473,15.003231854890899
2021-04-30,20.477832512315302,19.0394088669951,8.798029556650249,24.669950738916302,8.463054187192121,60.398148148148096,72.01851851851849,32.7777777777778,96.95370370370371,25.0277777777778,90.1341463414634,97.64634146341459,51.5,145.890243902439,34.780487804878,10.836598713550199,16.2730334855285,6.742055558933541,19.639721324197897,5.00082256817014,21.528594170103503,30.7388553638702,13.9102674970014,38.8221241262444,9.67731692996375,37.3056654012383,46.56991986304,21.8843833448488,65.8961030786481,14.587629321065302
2021-05-01,20.1379310344828,18.773399014778303,8.7192118226601,24.1576354679803,8.42364532019705,58.1111111111111,69.8888888888889,31.8703703703704,94.0185185185185,24.4814814814815,86.53658536585371,93.17073170731709,49.109756097561,140.524390243902,33.7439024390244,10.4566998043188,16.1184223192617,6.56806362840197,19.3677091052438,4.849612964456111,20.437951867621397,29.569388993215604,13.8478901048735,37.8874316362895,9.463633374816949,35.7463322272062,44.86160886581921,21.1527264110858,64.230174515277,14.0325162036377
2021-05-02,19.935960591133,18.418719211822697,8.59113300492611,23.807881773399,8.24137931034483,57.120370370370395,67.76851851851849,30.712962962963,91.19444444444441,23.8333333333333,84.1341463414634,89.0853658536585,47.0365853658537,133.695121951219,32.7560975609756,10.4412234102615,15.705297242473199,6.5633475915247095,19.278552797763897,4.75620801875389,20.2652400779853,29.206954832067197,13.445678318035801,36.8468112595921,9.48959794384369,35.2580105107405,43.21452408863271,20.7829925205267,61.8444886735919,13.669899454660802
