"","date","mod JHH","mod SH","mod BMC","mod HCGH","mod SMH","pess JHH","pess SH","pess BMC","pess HCGH","pess SMH","cat JHH","cat SH","cat BMC","cat HCGH","cat SMH"
"451",2021-05-25,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,13.0053192006612,-5.64239266529342,8.77080465523715,-7.96510988406627,-0.171109806224291,13.5947645809916,-7.34307517601637,8.40568776560056,-6.76098590707036,-0.713582887700528
"452",2021-05-26,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8552971576227,-5.82208225306812,8.66443844629076,-8.2308800230448,-0.227050303386162,13.7357901706137,-7.36946968325794,8.43164659564615,-6.74018479429684,-0.730695940347964
"453",2021-05-27,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,13.0359726587836,-5.85012842752209,8.90250628778185,-8.53501250529788,-0.252521810250798,13.7735346358792,-7.34287800781394,8.64784233856478,-6.87078631452578,-0.702254545454539
"454",2021-05-28,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.7992052147643,-5.79937880520443,8.85133236547558,-8.4656300761481,-0.296153561105738,13.6753215879975,-7.43989044611135,8.69122732123802,-6.90874443131191,-0.716550199026973
"455",2021-05-29,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.7512019737674,-5.69445614539775,8.73757524042343,-8.51379917792133,-0.291444620481039,13.4720695577501,-7.5354636091725,8.72395652173915,-6.94566355933915,-0.7379990736452
"456",2021-05-30,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.9523115189982,-5.83875153062553,8.51541984732825,-8.7926837527453,-0.303098338572049,13.52227984844,-7.58771650764443,8.85877158810546,-7.14263239367767,-0.772289742343212
"457",2021-05-31,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.3547066703523,-5.95028081835458,8.36953393654123,-8.74532545871894,-0.338448356441791,13.5372401175362,-7.7990035935548,8.64980922098571,-7.2021705331456,-0.768377281947255
"458",2021-06-01,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.9074305321794,-6.10895652736447,8.38394297685844,-8.873711252094,-0.373796880185839,13.7382021899669,-7.8768245705362,8.72156501726124,-7.09033613445376,-0.754903629536915
"459",2021-06-02,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.4408508548725,-6.22953220368619,8.41560099163006,-8.89446761627451,-0.440908672859352,13.9867782716619,-7.98390963189216,8.698764571888,-7.1881801183214,-0.696918767506997
"460",2021-06-03,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.7272931679951,-6.37925532210627,8.18002544529262,-8.78947497606835,-0.444274809160282,14.0471064633261,-7.98990467544259,8.84203036053133,-7.1865249903217,-0.692228818132752
"461",2021-06-04,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.518761266775,-6.29051631211914,8.17830058816169,-8.62002671268269,-0.371560447363728,13.9701073170732,-7.92190364120189,8.67220043572987,-7.20402554341149,-0.739889012208651
"462",2021-06-05,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.4268971710822,-6.16913337604378,8.16165550189542,-8.70674746805537,-0.34732824427479,13.9301136396164,-7.96529276662435,8.54136982570808,-7.22817619355432,-0.79128235294117
"463",2021-06-06,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.704880452972,-6.04577988649704,7.88642066615601,-8.46654804951311,-0.380283001303275,13.8719756908611,-8.01800079214413,8.60361295624189,-7.25788161029796,-0.799272286234075
"464",2021-06-07,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.507786259542,-5.78542370908783,7.96446714297357,-8.35641550778398,-0.456880544666781,13.8403391208408,-8.04875015429349,8.63187216523622,-7.19249121653549,-0.82123938345391
"465",2021-06-08,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.2857545507927,-5.96143113734043,8.05773612851772,-8.35269471388396,-0.501825423166256,13.660963612829,-7.93298050139277,8.63317703893154,-7.0678828441606,-0.782901139513391
"466",2021-06-09,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.1303717839977,-5.91836301950805,7.89436461607544,-8.45388719147185,-0.513842998746701,13.4898527258634,-7.97068466730956,8.70630863072287,-6.99113229158142,-0.815436328377499
"467",2021-06-10,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.4499589332303,-5.89044329484996,8.11832061068703,-8.37824427480917,-0.526375754813693,13.4470310874841,-7.83288191395963,8.67654626762988,-7.07108978978358,-0.812427689307761
"468",2021-06-11,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.453047956463,-5.76182582532646,8.06060074288556,-8.62934904736876,-0.443402399127569,13.3717044037921,-7.88867151354925,8.7672921730676,-7.03673580414822,-0.768748781280462
"469",2021-06-12,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.9430717557252,-5.58442891830983,8.17760617760618,-8.67822239509896,-0.428266726537923,13.4187891464428,-7.99053512399553,9.00337779025694,-7.00144112478029,-0.742125038497069
