"","date","mod JHH","mod SH","mod BMC","mod HCGH","mod SMH","pess JHH","pess SH","pess BMC","pess HCGH","pess SMH","cat JHH","cat SH","cat BMC","cat HCGH","cat SMH"
"71",2020-05-10,95,57,26,40,16,95,57,26,40,16,95,57,26,40,16
"72",2020-05-11,100,59,32,45,20,100,59,32,45,20,100,59,32,45,20
"73",2020-05-12,95,57,34,45,19,95,57,34,45,19,95,57,34,45,19
"74",2020-05-13,93,55,35,43,19,93,55,35,43,19,93,55,35,43,19
"75",2020-05-14,89,54,36,43,19,89,54,36,43,19,89,54,36,43,19
"76",2020-05-15,90,53,38,44,18,90,53,38,44,18,90,53,38,44,18
"77",2020-05-16,93,48,36,36,15,93,48,36,36,15,93,48,36,36,15
"78",2020-05-17,88,44,34,32,16,88,44,34,32,16,88,44,34,32,16
"79",2020-05-18,89,48,33,34,16,89,48,33,34,16,89,48,33,34,16
"80",2020-05-19,88,47,36,31,14,88,47,36,31,14,88,47,36,31,14
"81",2020-05-20,87,41,32,33,14,87,41,32,33,14,87,41,32,33,14
"82",2020-05-21,90,37,30,28,15,90,37,30,28,15,90,37,30,28,15
"83",2020-05-22,81,35,40,36,15,81,35,40,36,15,81,35,40,36,15
"84",2020-05-23,77,36,44,40,13,77,36,44,40,13,77,36,44,40,13
"85",2020-05-24,81,38,40,40,12,81,38,40,40,12,81,38,40,40,12
"86",2020-05-25,85,38,36,39,13,85,38,36,39,13,85,38,36,39,13
"87",2020-05-26,91,44,36,39,13,91,44,36,39,13,91,44,36,39,13
"88",2020-05-27,92,43,36,37,13,92,43,36,37,13,92,43,36,37,13
"89",2020-05-28,84,42,33,39,11,84,42,33,39,11,84,42,33,39,11
"90",2020-05-29,80,35,28,32,12,80,35,28,32,12,80,35,28,32,12
"91",2020-05-30,78,32,24,28,9,78,32,24,28,9,78,32,24,28,9
"92",2020-05-31,76,29,26,25,7,76,29,26,25,7,76,29,26,25,7
"93",2020-06-01,70,26,25,30,6,70,26,25,30,6,70,26,25,30,6
"94",2020-06-02,67,26,26,27,9,67,26,26,27,9,67,26,26,27,9
"95",2020-06-03,64,27,26,22,11,64,27,26,22,11,64,27,26,22,11
"96",2020-06-04,62,26,25,25,11,62,26,25,25,11,62,26,25,25,11
"97",2020-06-05,61,29,28,24,11,61,29,28,24,11,61,29,28,24,11
"98",2020-06-06,55,29,31,31,11,55,29,31,31,11,55,29,31,31,11
"99",2020-06-07,51,29,33,32,10,51,29,33,32,10,51,29,33,32,10
"100",2020-06-08,51,28,29,38,10,51,28,29,38,10,51,28,29,38,10
"101",2020-06-09,53,22,25,35,11,53,22,25,35,11,53,22,25,35,11
"102",2020-06-10,49,23,19,37,10,49,23,19,37,10,49,23,19,37,10
"103",2020-06-11,45,23,21,31,7,45,23,21,31,7,45,23,21,31,7
"104",2020-06-12,46,20,18,30,7,46,20,18,30,7,46,20,18,30,7
"105",2020-06-13,46,23,16,26,7,46,23,16,26,7,46,23,16,26,7
"106",2020-06-14,46,18,17,29,7,46,18,17,29,7,46,18,17,29,7
"107",2020-06-15,45,18,17,29,7,45,18,17,29,7,45,18,17,29,7
"108",2020-06-16,42,16,18,26,8,42,16,18,26,8,42,16,18,26,8
"109",2020-06-17,43,17,19,28,7,43,17,19,28,7,43,17,19,28,7
"110",2020-06-18,37,19,17,29,7,37,19,17,29,7,37,19,17,29,7
"111",2020-06-19,34,13,15,28,7,34,13,15,28,7,34,13,15,28,7
"112",2020-06-20,33,16,15,25,7,33,16,15,25,7,33,16,15,25,7
"113",2020-06-21,32,16,14,30,6,32,16,14,30,6,32,16,14,30,6
"114",2020-06-22,32,18,13,29,6,32,18,13,29,6,32,18,13,29,6
"115",2020-06-23,32,16,11,29,6,32,16,11,29,6,32,16,11,29,6
"116",2020-06-24,27,12,11,27,7,27,12,11,27,7,27,12,11,27,7
"117",2020-06-25,27,15,11,21,8,27,15,11,21,8,27,15,11,21,8
"118",2020-06-26,25,16,10,19,8,25,16,10,19,8,25,16,10,19,8
"119",2020-06-27,18,16,10,19,7,18,16,10,19,7,18,16,10,19,7
"120",2020-06-28,14,16,11,21,9,14,16,11,21,9,14,16,11,21,9
"121",2020-06-29,19,14,9,19,9,19,14,9,19,9,19,14,9,19,9
"122",2020-06-30,17,12,14,21,8,17,12,14,21,8,17,12,14,21,8
"123",2020-07-01,19,7,14,21,7,19,7,14,21,7,19,7,14,21,7
"124",2020-07-02,17,10,16,18,5,17,10,16,18,5,17,10,16,18,5
"125",2020-07-03,17,9,15,14,5,17,9,15,14,5,17,9,15,14,5
"126",2020-07-04,15,10,15,12,4,15,10,15,12,4,15,10,15,12,4
"127",2020-07-05,17,10,17,14,3,17,10,17,14,3,17,10,17,14,3
"128",2020-07-06,19,9,18,13,3,19,9,18,13,3,19,9,18,13,3
"129",2020-07-07,19,7,20,12,4,19,7,20,12,4,19,7,20,12,4
"130",2020-07-08,19,5,13,12,5,19,5,13,12,5,19,5,13,12,5
"131",2020-07-09,22,5,14,15,7,22,5,14,15,7,22,5,14,15,7
"132",2020-07-10,26,7,15,17,8,26,7,15,17,8,26,7,15,17,8
"133",2020-07-11,25,7,16,18,9,25,7,16,18,9,25,7,16,18,9
"134",2020-07-12,25,7,16,16,9,25,7,16,16,9,25,7,16,16,9
"135",2020-07-13,26,6,15,19,8,26,6,15,19,8,26,6,15,19,8
"136",2020-07-14,27,5,17,20,8,27,5,17,20,8,27,5,17,20,8
"137",2020-07-15,27,5,16,18,7,27,5,16,18,7,27,5,16,18,7
"138",2020-07-16,28,8,15,14,5,28,8,15,14,5,28,8,15,14,5
"139",2020-07-17,27,9,12,23,3,27,9,12,23,3,27,9,12,23,3
"140",2020-07-18,30,8,15,24,2,30,8,15,24,2,30,8,15,24,2
"141",2020-07-19,30,8,19,21,3,30,8,19,21,3,30,8,19,21,3
"142",2020-07-20,30,8,18,23,3,30,8,18,23,3,30,8,18,23,3
"143",2020-07-21,31,8,18,19,4,31,8,18,19,4,31,8,18,19,4
"144",2020-07-22,34,7,19,21,4,34,7,19,21,4,34,7,19,21,4
"145",2020-07-23,32,7,16,22,5,32,7,16,22,5,32,7,16,22,5
"146",2020-07-24,33,7,13,19,4,33,7,13,19,4,33,7,13,19,4
"147",2020-07-25,29,8,15,21,4,29,8,15,21,4,29,8,15,21,4
"148",2020-07-26,30,8,19,20,2,30,8,19,20,2,30,8,19,20,2
"149",2020-07-27,35,8,21,21,3,35,8,21,21,3,35,8,21,21,3
"150",2020-07-28,34,7,20,20,2,34,7,20,20,2,34,7,20,20,2
"151",2020-07-29,34,9,21,18,2,34,9,21,18,2,34,9,21,18,2
"152",2020-07-30,30,9,18,18,4,30,9,18,18,4,30,9,18,18,4
"153",2020-07-31,29,12,16,14,2,29,12,16,14,2,29,12,16,14,2
"154",2020-08-01,30,11,15,13,3,30,11,15,13,3,30,11,15,13,3
"155",2020-08-02,30,11,16,14,4,30,11,16,14,4,30,11,16,14,4
"156",2020-08-03,29,10,17,14,4,29,10,17,14,4,29,10,17,14,4
"157",2020-08-04,27,9,15,18,4,27,9,15,18,4,27,9,15,18,4
"158",2020-08-05,29,9,14,14,4,29,9,14,14,4,29,9,14,14,4
"159",2020-08-06,26,10,14,15,4,26,10,14,15,4,26,10,14,15,4
"160",2020-08-07,30,10,14,15,3,30,10,14,15,3,30,10,14,15,3
"161",2020-08-08,29,10,13,16,3,29,10,13,16,3,29,10,13,16,3
"162",2020-08-09,25,7,13,18,3,25,7,13,18,3,25,7,13,18,3
"163",2020-08-10,22,8,11,17,3,22,8,11,17,3,22,8,11,17,3
"164",2020-08-11,21,7,10,16,4,21,7,10,16,4,21,7,10,16,4
"165",2020-08-12,21,8,12,16,4,21,8,12,16,4,21,8,12,16,4
"166",2020-08-13,24,7,14,14,4,24,7,14,14,4,24,7,14,14,4
"167",2020-08-14,25,6,16,12,3,25,6,16,12,3,25,6,16,12,3
"168",2020-08-15,27,6,14,12,3,27,6,14,12,3,27,6,14,12,3
"169",2020-08-16,23,8,12,10,3,23,8,12,10,3,23,8,12,10,3
"170",2020-08-17,20,8,13,12,4,20,8,13,12,4,20,8,13,12,4
"171",2020-08-18,23,8,11,13,5,23,8,11,13,5,23,8,11,13,5
"172",2020-08-19,22,8,10,14,5,22,8,10,14,5,22,8,10,14,5
"173",2020-08-20,21,9,9,19,5,21,9,9,19,5,21,9,9,19,5
"174",2020-08-21,23,9,9,19,5,23,9,9,19,5,23,9,9,19,5
"175",2020-08-22,19,7,10,20,6,19,7,10,20,6,19,7,10,20,6
"176",2020-08-23,19,8,10,19,3,19,8,10,19,3,19,8,10,19,3
"177",2020-08-24,18,6,13,18,2,18,6,13,18,2,18,6,13,18,2
"178",2020-08-25,23,5,13,17,5,23,5,13,17,5,23,5,13,17,5
"179",2020-08-26,23,5,16,16,4,23,5,16,16,4,23,5,16,16,4
"180",2020-08-27,23,5,15,13,5,23,5,15,13,5,23,5,15,13,5
"181",2020-08-28,19,5,17,13,4,19,5,17,13,4,19,5,17,13,4
"182",2020-08-29,19,5,16,11,3,19,5,16,11,3,19,5,16,11,3
"183",2020-08-30,19,6,11,9,4,19,6,11,9,4,19,6,11,9,4
"184",2020-08-31,19,5,12,11,4,19,5,12,11,4,19,5,12,11,4
"185",2020-09-01,19,3,12,9,4,19,3,12,9,4,19,3,12,9,4
"186",2020-09-02,18,3,11,12,5,18,3,11,12,5,18,3,11,12,5
"187",2020-09-03,17,3,14,15,5,17,3,14,15,5,17,3,14,15,5
"188",2020-09-04,14,3,12,13,4,14,3,12,13,4,14,3,12,13,4
"189",2020-09-05,14,3,11,11,4,14,3,11,11,4,14,3,11,11,4
"190",2020-09-06,15,3,12,12,4,15,3,12,12,4,15,3,12,12,4
"191",2020-09-07,16,5,12,13,4,16,5,12,13,4,16,5,12,13,4
"192",2020-09-08,14,6,13,14,4,14,6,13,14,4,14,6,13,14,4
"193",2020-09-09,17,5,13,14,5,17,5,13,14,5,17,5,13,14,5
"194",2020-09-10,21,7,10,13,5,21,7,10,13,5,21,7,10,13,5
"195",2020-09-11,16,7,8,15,4,16,7,8,15,4,16,7,8,15,4
"196",2020-09-12,13,9,7,14,4,13,9,7,14,4,13,9,7,14,4
"197",2020-09-13,14,10,8,18,4,14,10,8,18,4,14,10,8,18,4
"198",2020-09-14,16,10,9,19,4,16,10,9,19,4,16,10,9,19,4
"199",2020-09-15,14,10,7,16,4,14,10,7,16,4,14,10,7,16,4
"200",2020-09-16,13,10,6,16,5,13,10,6,16,5,13,10,6,16,5
"201",2020-09-17,14,11,5,14,4,14,11,5,14,4,14,11,5,14,4
"202",2020-09-18,18,9,5,15,3,18,9,5,15,3,18,9,5,15,3
"203",2020-09-19,16,9,6,15,2,16,9,6,15,2,16,9,6,15,2
"204",2020-09-20,17,9,4,16,2,17,9,4,16,2,17,9,4,16,2
"205",2020-09-21,18,10,4,18,2,18,10,4,18,2,18,10,4,18,2
"206",2020-09-22,18,10,6,18,2,18,10,6,18,2,18,10,6,18,2
"207",2020-09-23,17,13,6,15,3,17,13,6,15,3,17,13,6,15,3
"208",2020-09-24,16,9,8,17,1,16,9,8,17,1,16,9,8,17,1
"209",2020-09-25,14,5,8,15,2,14,5,8,15,2,14,5,8,15,2
"210",2020-09-26,13,5,6,14,2,13,5,6,14,2,13,5,6,14,2
"211",2020-09-27,13,6,4,14,2,13,6,4,14,2,13,6,4,14,2
"212",2020-09-28,13,5,4,16,2,13,5,4,16,2,13,5,4,16,2
"213",2020-09-29,14,5,3,9,0,14,5,3,9,0,14,5,3,9,0
"214",2020-09-30,13,6,3,9,0,13,6,3,9,0,13,6,3,9,0
"215",2020-10-01,13,3,2,8,0,13,3,2,8,0,13,3,2,8,0
"216",2020-10-02,14,2,3,9,2,14,2,3,9,2,14,2,3,9,2
"217",2020-10-03,14,4,3,9,1,14,4,3,9,1,14,4,3,9,1
"218",2020-10-04,13,6,5,9,0,13,6,5,9,0,13,6,5,9,0
"219",2020-10-05,16,7,6,13,1,16,7,6,13,1,16,7,6,13,1
"220",2020-10-06,18,7,7,14,2,18,7,7,14,2,18,7,7,14,2
"221",2020-10-07,17,7,7,15,3,17,7,7,15,3,17,7,7,15,3
"222",2020-10-08,13,6,6,16,5,13,6,6,16,5,13,6,6,16,5
"223",2020-10-09,16,4,6,16,5,16,4,6,16,5,16,4,6,16,5
"224",2020-10-10,19,4,8,20,4,19,4,8,20,4,19,4,8,20,4
"225",2020-10-11,18,5,7,17,3,18,5,7,17,3,18,5,7,17,3
"226",2020-10-12,16,7,8,16,5,16,7,8,16,5,16,7,8,16,5
"227",2020-10-13,16,7,7,13,4,16,7,7,13,4,16,7,7,13,4
"228",2020-10-14,17,7,6,10,3,17,7,6,10,3,17,7,6,10,3
"229",2020-10-15,14,6,7,13,2,14,6,7,13,2,14,6,7,13,2
"230",2020-10-16,15,5,10,14,2,15,5,10,14,2,15,5,10,14,2
"231",2020-10-17,18,4,6,15,2,18,4,6,15,2,18,4,6,15,2
"232",2020-10-18,20,4,7,14,2,20,4,7,14,2,20,4,7,14,2
"233",2020-10-19,22,5,8,16,3,22,5,8,16,3,22,5,8,16,3
"234",2020-10-20,22,10,9,16,8,22,10,9,16,8,22,10,9,16,8
"235",2020-10-21,16,11,8,19,6,16,11,8,19,6,16,11,8,19,6
"236",2020-10-22,13,14,6,20,6,13,14,6,20,6,13,14,6,20,6
"237",2020-10-23,19,16,6,19,7,19,16,6,19,7,19,16,6,19,7
"238",2020-10-24,19,12,4,19,7,19,12,4,19,7,19,12,4,19,7
"239",2020-10-25,19,13,7,19,7,19,13,7,19,7,19,13,7,19,7
"240",2020-10-26,21,10,10,21,6,21,10,10,21,6,21,10,10,21,6
"241",2020-10-27,19,13,7,20,7,19,13,7,20,7,19,13,7,20,7
"242",2020-10-28,18,11,8,23,7,18,11,8,23,7,18,11,8,23,7
"243",2020-10-29,23,12,8,22,5,23,12,8,22,5,23,12,8,22,5
"244",2020-10-30,21,14,7,20,5,21,14,7,20,5,21,14,7,20,5
"245",2020-10-31,22,15,6,20,5,22,15,6,20,5,22,15,6,20,5
"246",2020-11-01,25,15,6,19,5,25,15,6,19,5,25,15,6,19,5
"247",2020-11-02,27,17,8,20,6,27,17,8,20,6,27,17,8,20,6
"248",2020-11-03,31,13,9,14,7,31,13,9,14,7,31,13,9,14,7
"249",2020-11-04,29,12,9,11,7,29,12,9,11,7,29,12,9,11,7
"250",2020-11-05,31,18,7,10,7,31,18,7,10,7,31,18,7,10,7
"251",2020-11-06,30,17,8,14,8,30,17,8,14,8,30,17,8,14,8
"252",2020-11-07,30,14,9,17,9,30,14,9,17,9,30,14,9,17,9
"253",2020-11-08,30,16,10,22,10,30,16,10,22,10,30,16,10,22,10
"254",2020-11-09,40,17,14,23,8,40,17,14,23,8,40,17,14,23,8
"255",2020-11-10,43,19,20,24,9,43,19,20,24,9,43,19,20,24,9
"256",2020-11-11,48,16,21,30,10,48,16,21,30,10,48,16,21,30,10
"257",2020-11-12,42,19,22,36,9,42,19,22,36,9,42,19,22,36,9
"258",2020-11-13,42,20,21,39,10,42,20,21,39,10,42,20,21,39,10
"259",2020-11-14,42,20,25,38,8,42,20,25,38,8,42,20,25,38,8
"260",2020-11-15,47,21,29,39,10,47,21,29,39,10,47,21,29,39,10
"261",2020-11-16,56,23,29,44,10,56,23,29,44,10,56,23,29,44,10
"262",2020-11-17,57,27,30,48,8,57,27,30,48,8,57,27,30,48,8
"263",2020-11-18,55,34,34,44,10,55,34,34,44,10,55,34,34,44,10
"264",2020-11-19,55,34,34,44,10,55,34,34,44,10,55,34,34,44,10
"265",2020-11-20,56.05,34.525,34.275,46.625,10.075,56.5419847328244,36.8320610687023,34.5190839694657,46.4274809160305,10.7786259541985,56.8117647058823,36.0164705882353,34.72,46.6941176470589,10.5388235294118
"266",2020-11-21,56.8,35.875,35.325,48.15,10.375,57.1908396946565,39.5725190839695,35.3969465648855,48.7480916030534,11.2748091603054,58.3105882352941,38.1176470588235,35.3482352941177,49.8329411764706,11.164705882353
"267",2020-11-22,58.1,38.4,36.125,49.275,11.125,58.8320610687023,42.3435114503817,36.2900763358779,51.0916030534351,11.6030534351145,60.2705882352941,40.3717647058823,35.9976470588236,52.7270588235295,11.8141176470588
"268",2020-11-23,58.925,40.925,36.4,51.45,11.825,60.7633587786259,45.2290076335878,37.7786259541985,54.0152671755725,12.0381679389313,62.32,43.5364705882353,37.1458823529412,56.6823529411765,12.4423529411765
"269",2020-11-24,59.85,41.65,37.175,54.2,12.425,62.7251908396946,48.5038167938931,38.5190839694657,57.2442748091603,12.7175572519084,64.1058823529411,46.755294117647,38.3011764705883,60.6494117647059,13.2423529411765
"270",2020-11-25,60.7,44.125,38.15,55.8,13.1,63.4809160305343,52.0763358778626,40.0687022900763,60.824427480916,13.2595419847329,66.2470588235294,50.1247058823529,39.8611764705883,64.8917647058824,14.3270588235294
"271",2020-11-26,62.325,46.25,39.05,58.275,13.775,65.5267175572519,54.9389312977099,41.1450381679389,65.4656488549618,14.4809160305344,68.8964705882353,53.8070588235294,41.124705882353,69.3388235294118,15.48
"272",2020-11-27,63.8,48.575,39.425,61.275,14.475,68.2748091603053,58.2366412213741,42.587786259542,69.8931297709923,15.6030534351145,71.1176470588235,57.5129411764706,42.5176470588236,74.0141176470589,16.524705882353
"273",2020-11-28,64.75,51.075,40.3,62.875,14.9,70.2213740458015,62.0763358778626,43.9389312977099,74.8091603053435,16.587786259542,73.8729411764706,61.52,44.0188235294118,79.2423529411765,17.68
"274",2020-11-29,65.975,52.3,41.175,65.25,15.125,73.5648854961832,65.3282442748092,45.3435114503817,79.412213740458,18.1068702290077,76.4870588235294,66.1811764705882,45.7294117647059,85.0117647058824,18.7576470588235
"275",2020-11-30,66.775,54.95,41.125,68.85,15.9,76.381679389313,70.2213740458015,46.4427480916031,84.5190839694656,19.4427480916031,79.4917647058823,70.9905882352941,47.44,91.5270588235295,19.9576470588235
"276",2020-12-01,68.35,56.875,41.55,70.3,16.375,79.1297709923664,74.8854961832061,47.824427480916,90.4274809160305,20.381679389313,83.0070588235294,76.4729411764706,49.6470588235294,98.4658823529412,21.4752941176471
"277",2020-12-02,69.425,59.425,42.625,72.675,16.675,82.3893129770992,79.0763358778626,49.5801526717557,97.0152671755725,21.8549618320611,86.7694117647058,81.9576470588235,51.7552941176471,104.851764705882,22.6235294117647
"278",2020-12-03,70.6,61.425,43.65,75.975,17.05,85.7099236641221,83.8549618320611,51.2595419847328,103.503816793893,23.175572519084,91.1317647058823,87.9341176470588,53.8141176470589,112.08,24.1764705882353
"279",2020-12-04,71.5,62.975,44.475,79.275,17.925,89.5343511450382,88.9923664122138,52.5419847328244,109.786259541985,24.8702290076336,95.4964705882353,93.5694117647058,56.0352941176471,119.788235294118,25.8164705882353
"280",2020-12-05,72.975,64.75,46,82,18.825,93.3129770992366,95.4656488549618,54.4809160305344,117.374045801527,26.0229007633588,100.284705882353,100.150588235294,58.1270588235295,128.157647058824,27.7952941176471
"281",2020-12-06,75.2,66.7,46.575,84.1,19.3,97.1526717557252,101.351145038168,56.7175572519084,124.251908396947,27.9847328244275,105.235294117647,106.948235294118,60.6141176470589,136.571764705882,29.7552941176471
"282",2020-12-07,76.625,69.675,48,86.95,19.85,101.297709923664,107.251908396947,59.3129770992366,131.167938931298,29.175572519084,110.661176470588,113.858823529412,63.4376470588236,146.058823529412,31.7341176470588
"283",2020-12-08,78.675,72.35,49.1,89.7,20.35,105.770992366412,113.671755725191,61.8091603053435,138.435114503817,31.1984732824428,115.992941176471,121.837647058823,66.4541176470589,155.334117647059,34.0776470588235
"284",2020-12-09,80.225,74.6,49.95,93.325,20.975,110.175572519084,119.18320610687,64.381679389313,146.564885496183,33.1297709923665,120.938823529412,129.425882352941,69.5529411764706,165.609411764706,36.5976470588235
"285",2020-12-10,83.275,77.525,51.075,97.275,22.425,114.702290076336,125.648854961832,67.0992366412214,155.175572519084,34.6412213740458,126.569411764706,137.348235294118,73.0423529411765,176.242352941177,38.8423529411765
"286",2020-12-11,84.875,79.975,52.325,100.65,23.525,119.358778625954,131.63358778626,69.9160305343512,164.145038167939,36.5725190839695,132.183529411765,145.503529411765,76.5529411764706,186.814117647059,41.1811764705882
"287",2020-12-12,87.825,82.3,53,103.975,25.1,124.381679389313,137.511450381679,72.5801526717557,172.18320610687,38.7404580152672,138.781176470588,154.197647058824,79.88,198.294117647059,43.3152941176471
"288",2020-12-13,90.2,86.125,53.85,108.775,26,128.740458015267,143.946564885496,75.4274809160305,180.961832061069,40.8702290076336,144.849411764706,163.383529411765,83.2470588235294,209.472941176471,46.2258823529412
"289",2020-12-14,92.7,89.75,56.325,114.275,27.2,133.870229007634,150.854961832061,78.3740458015267,190.664122137405,43.206106870229,151.938823529412,172.632941176471,86.9035294117647,221.694117647059,48.7411764705883
"290",2020-12-15,95.025,93.875,57.65,118.925,28.15,139.465648854962,158.572519083969,81.6412213740458,199.793893129771,45.6412213740458,158.324705882353,182.771764705882,90.6235294117647,233.905882352941,51.5317647058824
"291",2020-12-16,97.475,97.55,59.55,123.625,29.15,144.854961832061,164.740458015267,84.7099236641222,209.648854961832,47.9618320610687,165.362352941176,192.734117647059,94.6423529411765,247.484705882353,54.3952941176471
