date,JHH_optimistic,SH_optimistic,BMC_optimistic,HCGH_optimistic,SMH_optimistic,JHH_moderate,SH_moderate,BMC_moderate,HCGH_moderate,SMH_moderate,JHH_pessimistic,SH_pessimistic,BMC_pessimistic,HCGH_pessimistic,SMH_pessimistic,JHH_catastrophic,SH_catastrophic,BMC_catastrophic,HCGH_catastrophic,SMH_catastrophic,JHH_optimistic_std,SH_optimistic_std,BMC_optimistic_std,HCGH_optimistic_std,SMH_optimistic_std,JHH_moderate_std,SH_moderate_std,BMC_moderate_std,HCGH_moderate_std,SMH_moderate_std,JHH_pessimistic_std,SH_pessimistic_std,BMC_pessimistic_std,HCGH_pessimistic_std,SMH_pessimistic_std,JHH_catastrophic_std,SH_catastrophic_std,BMC_catastrophic_std,HCGH_catastrophic_std,SMH_catastrophic_std
2021-05-13,28.839800796812796,21.9787435984978,16.4000725294651,36.01342105263161,8.4654031117397,26.120532449783404,11.591818538358096,14.1989437103232,26.2770599061989,6.990764331210218,21.5840870607168,7.5872653324519295,12.006113287085704,21.013429760033606,4.799919685003551,15.429707427800096,0.5841756588053989,8.49932734834565,9.15670979878476,2.99065303619915,8.088898267053398,10.7328531565215,4.264197968262679,14.334180891730703,2.7437558932973802,7.53644845220964,9.081809229035299,4.471323160488331,14.169084325710102,2.940908546774731,9.132288793356503,11.347917288055001,5.80344157647231,17.530340336520194,3.4454151214509494,3.89538850289793,4.69800050682547,2.5227271303338097,6.980401226789849,1.0759864528912195
2021-05-14,28.633670886075897,21.307050157839402,15.695208913649005,35.8086359967716,8.266406926406901,25.415126460433708,10.576723687503298,13.892586799159002,25.078445527665803,6.719769395327452,20.953725133871604,6.839648068700389,11.638688976810501,19.542183406113597,4.57311548337504,15.2897642112826,0.273248468349155,8.330694217112299,8.56417994399673,2.820480881234049,8.032757279048969,10.5087802848333,3.7992190854329513,14.267383727518599,2.6091663266086718,7.553879632251551,8.8563989764491,4.6230606454107,13.7259705123279,2.86223073565436,8.764848739784597,10.6225469582932,5.421860330796078,16.302337499232497,3.1802828990456895,3.718486942649749,4.496158800937881,2.27334455021243,6.574016639342511,0.9294321688264697
2021-05-15,29.246358500256804,20.117479113694102,14.988693957114997,34.80887475808679,8.1062222222222,24.9526806869981,9.52722794451888,13.528490900156699,23.6781191062667,6.49809930899324,20.079994204539297,6.267091498498872,11.288093624454202,18.473580743121794,4.43951892527092,14.994977722976705,-0.0363568626813873,8.19404591205386,7.965560424194779,2.7315299911586495,7.94412166299778,10.041598543747899,3.674733828369199,13.355021087098198,2.32417235243481,7.3149582774412,8.6589277126424,4.235789663170599,13.492354345299603,2.7584165823450895,8.367566410401599,10.253114675854999,5.348271156814291,16.053568207646002,3.1143326731368997,3.370558494397639,4.184056818963569,2.1442734336606697,6.113137775353732,0.9026374541603903
2021-05-16,28.919245283018903,19.472014925373102,14.8990361445783,33.13296879473231,7.851376701966698,24.315408467762495,8.906410612865532,12.677684143035002,22.655511847882693,6.302197875669159,19.607556174860804,5.637656866149358,11.110641969576802,17.5227401004069,4.235655565743059,14.659363474365803,-0.3172330399647651,7.869566062883401,7.41261211692311,2.733274715782,7.53444302721784,10.378264068294499,3.9747235886652206,13.293141899015598,2.4013462468422198,7.154622097707881,8.563760093097919,4.031710094277839,12.766870214846401,2.6571405372726105,7.847175560632758,9.838190682422198,5.2163450161145395,15.357963111474799,2.9859627468851695,3.1825947192722492,3.9600370495735513,1.9572957673598603,5.679457925671399,0.91879532596872
2021-05-17,29.040814576634496,18.417669902912603,14.575301327885601,31.0805821205821,7.8255214723926,23.756300060551705,8.02647944853285,12.295591789816697,21.351879997680598,6.237036657935218,19.0490767913057,5.1676213337354815,10.9876387291926,16.565716909810703,3.9411745127276605,14.240388884480895,-0.6048741159073477,7.50579808294227,6.827710676107198,2.6869154019871697,7.865592287488639,9.763677325663904,3.752444986472189,12.073495251386397,2.5858519119683097,6.917424392016251,8.14248807103959,3.8001652894622397,12.536032419479302,2.67311710390638,7.578342242953049,9.479857139993598,4.956032071001191,14.537128517556397,2.7588641913116696,2.92829062332163,3.829489365614772,1.7128251544594595,5.229084048912779,0.88677525529733
2021-05-18,28.027561521252792,17.1968132311416,13.532622601279304,29.863401651881297,7.5820189274448015,22.994487591826296,7.391614976610071,12.247525215177799,20.5705241347556,6.101851851851849,18.403749858778603,4.546005910634741,10.6584300379197,15.6284010463731,3.7103193164492803,13.938373409381995,-0.8267523484647749,7.247233409465721,6.412398307652361,2.62639550593757,7.123293289581218,9.498640171557803,3.4820678163989287,12.268211662381102,2.7316504620378304,6.84811114540109,7.85611978144968,3.7329545675005704,11.9990975808499,2.5312202792337803,7.289949832767739,8.961059464756971,4.628484626846521,13.735661213928601,2.394475755385839,2.7275554349323907,3.703741431234869,1.5260837960501106,5.013011825553818,0.8404457148982598
2021-05-19,27.2020323325635,16.1539857800084,13.3523573735199,29.500986883197996,7.402871125611739,22.279257156012605,6.52956038336107,11.8520874335368,19.3185872433563,5.906087986964891,17.7069646251949,3.917136384637171,10.287375516310897,14.528791730515401,3.5483674811208594,13.628659697092798,-1.1225438958311698,7.08723096977991,6.077916466303131,2.47797161018974,6.894354456347079,9.222861663534102,3.4408575514891604,13.070191313336299,2.72989884452794,6.56806051076933,7.583108606078893,3.522375848798859,11.575652987072703,2.293322951133541,6.847686311058849,8.463824958374031,4.354980225291099,12.7383034605557,2.25849892142381,2.5355070448054184,3.685770235309551,1.3867284128463901,4.862645385664471,0.75035218277441
2021-05-20,26.5888410991637,15.4978494623656,12.9120617420066,27.5871302644466,7.072470187393529,21.3933165823742,5.7066646769472085,10.9531977410353,18.3721474888292,5.516772069554593,17.276810100911003,3.4029271336842206,9.752379996319197,13.468520523137899,3.3604421043259407,13.7931861505003,-1.33112328153334,6.973942194678918,5.83338377393464,2.48675191921062,6.699134263355811,8.6755053355035,3.2179165485864587,12.1859625799854,2.4532901605084603,6.052610003811031,7.199206649893089,3.0699784817017806,10.773267818898798,2.21600167907778,6.518779499263621,8.09955698070167,3.86220942566424,11.999875286054799,2.15111349393755,2.46353516297169,3.5907429352726004,1.3568234705667397,4.63554684928088,0.7182130949969403
2021-05-21,25.853539987600694,14.890260255844705,12.6929625425653,26.0335359675785,6.571428571428571,20.769624886327698,5.065760145586941,10.739100635624606,17.687824686128597,5.227524375886689,16.7676795886149,2.8443413052224202,9.49615831076225,12.8204198048759,3.2357050109063197,13.7775466960056,-1.4488500161969402,6.60542797494779,5.593486539095871,2.4843412019185602,6.189842047881321,8.240465617928601,3.6201743883525896,12.4513943806878,2.0570551609191896,5.743582254760259,7.06997940650208,3.0013787921533597,10.496114644258595,1.8695606432120995,6.1015556222910305,7.39588474785584,3.613850205097651,11.551025198288503,2.07366494492537,2.3436556841186404,3.44897033394664,1.2064048077926603,4.426286686392809,0.7011790391310102
2021-05-22,24.437968749999996,14.619203980099499,12.544295612009197,25.3123334495989,6.584277673545971,20.443194707744,4.319160338069579,10.3191759201849,16.768630035895097,5.050243423711179,16.610030252230796,2.4793970753882997,9.02016761161853,12.014535919052804,3.1191620096452795,13.522002814337895,-1.61732212171046,6.44227935329975,5.333183109066619,2.4235867593274203,5.65973696232577,8.6935817322373,3.4056993254820798,11.644214833163502,2.0896452492606095,5.561989349620959,6.81152801438777,2.8866063965388795,9.918576660367897,1.704686462748111,5.785955169816242,7.01617239873746,3.38036303898984,10.835991838797902,1.8684542868003495,2.2144045605624085,3.17517691745451,1.1422826291616903,4.1166980924615695,0.6807926119406402
2021-05-23,23.591576086956504,14.1453494874185,12.4002622169249,24.673357091945803,6.765190839694659,20.180612511997204,3.8685961986905095,10.292205353590601,15.8015814413396,4.73492125258566,16.532100661143605,2.07900404567176,8.575723615565938,11.1990397068178,3.101716526299139,13.307320490215002,-1.7246831742833595,6.36391007805607,5.133639792550668,2.2759112378575894,5.596161722805219,7.923265512115199,3.3855437116816205,11.551458981273598,2.2030505258298203,5.44463124753609,6.6504746154199506,2.8257003869876094,9.2674157371055,1.46704969295424,5.475189606433831,6.9278765670081395,3.1572907507748105,9.956966026383498,1.8015341155990297,2.0835404396821096,3.07309342380261,1.0871352551858198,3.93921099277037,0.57134198066333
2021-05-24,23.4559322033898,13.777507136060901,12.118687727825002,23.735585751009896,6.59652694610778,19.623059692005594,3.39635800719648,9.9765956945503,15.0832359106667,4.66028513534125,16.245497102904398,1.7526757869312701,8.13711790393011,10.621454108893202,2.916185045601479,12.924314961248598,-1.84566714223682,6.228635750291911,4.92924810624239,2.2412468325113806,5.628741175851771,7.99842910302554,3.589191906276259,11.299879758478902,2.2320876386960196,4.86795383813403,6.176903156096992,2.50329439396483,8.699835579588001,1.4669887945447102,5.10744686695266,6.857928004069369,2.8652843725678903,9.1986108178893,1.610773795216589,1.8345301038495196,2.87716523600087,1.0780037737393797,3.5885996366675297,0.5564911871869748
2021-05-25,22.14994856723,14.022518020182602,11.463529411764696,23.1940136054422,5.94764331210191,19.473861444855295,2.8906771615486906,9.798980559112602,14.028586902910401,4.433569897299771,15.782889894453401,1.4415127871936597,7.6673129378017695,10.095306843351898,2.944637522749341,12.611413289109398,-1.8658211376153397,6.291400021775181,4.815197806186641,2.13271137026239,4.7551541253872385,7.729654092704553,3.3085019880383992,10.5404243375252,1.4444231099179903,4.580555037958519,5.851433375413099,2.4379095753891,8.04322436781585,1.3929867646664906,4.682180883257639,6.506611391049752,2.5605279014190994,8.6140235930327,1.5204873839963802,1.7266318732040706,2.8885434219840116,1.0950191967619907,3.385028833280109,0.459993141402418
2021-05-26,22.1387519025875,13.5306243805748,11.6965923984273,22.610294695481297,5.900528634361231,18.9481567265006,2.34063752237271,9.63557623885128,13.347927630324802,4.364661836923229,15.456187113277405,1.1938033310082,7.495096416953899,9.583422054963703,2.9619850377441503,12.276274912775403,-1.9503413796962907,6.253743272765999,4.640313783170931,2.04072941604052,4.722100573982661,7.234615225720718,3.0928731744861606,10.823256004026502,1.5671511596108894,4.2066438513902895,5.52996856848887,2.420533244514839,7.658268771801421,1.45948675697989,4.257405922047432,6.315330350516519,2.3781414629861204,8.015668180931,1.50012440978761,1.5815016839630003,2.6788708723724906,0.9981685379185201,3.2583515030135013,0.410709254479076
2021-05-27,22.3339768339768,13.101787709497199,11.9537234042553,22.129468599033796,5.49845433255269,17.897394606052504,1.9634901071606796,9.322017583854892,12.513339864753002,4.201266933724949,15.1805022622294,0.8207890815806227,7.5009573396036195,9.175175727666701,2.8606654642111304,12.122253661242402,-2.0267853762231005,6.288401967930071,4.39844403542509,2.05825920111634,4.34253960640494,7.0411163579564615,2.91363269189248,10.094591820563304,1.1989039391794605,3.763151362090759,5.33506211150668,2.1919752831067214,7.057546516538448,1.4225369847363196,4.038791233426709,5.801875693064011,2.259251445874691,7.601447552012338,1.4159968695060101,1.5524968756464905,2.5245250606729996,0.9399215370058602,3.180801851475919,0.3439526829204319
2021-05-28,21.845931254996,12.3915789473684,11.422840909090901,21.747250206441006,5.400000000000001,17.494375472309198,1.68694286852374,9.17250367466932,11.9810731274692,4.19424910717573,15.045976437200796,0.622873865216738,7.235227198663269,8.72866612762954,2.691990797371041,11.9131841710976,-2.07613985171207,6.0463839714560095,4.21153868058852,2.1438059585626306,4.195994208269338,6.455634132132248,2.57070898005074,9.1727512041027,1.2378274318312,3.5787057889337905,5.195800333737908,2.200711206474649,6.748345676934669,1.3473081023628204,3.6592457196815706,5.472834630598938,2.0686643737301704,7.040759047570072,1.3459120196052599,1.4920798495364398,2.5098788265769203,0.8398229545231903,3.27950379815202,0.3679584214554589
2021-05-29,21.662990033222602,12.041881457313801,11.108571428571402,21.840236087689703,5.47714285714286,17.2897014401919,1.3812234648803297,9.055049679478978,11.4491452883865,4.1070063694267605,14.767447715453999,0.42407611973397397,7.032105958768041,8.50553519139222,2.7621195333376805,11.769984487489499,-2.1323272166009106,5.96012794938682,4.002922115785091,2.1152611988191503,3.804783517414198,6.132812682761161,2.45833998133949,8.8787530181995,1.4910863289166496,3.564405344237028,4.933451857115752,2.12087998050319,6.396613598154241,1.3131230668219802,3.4895202510439995,5.129799488235871,1.9684025605219206,6.726660664459219,1.3836471678270403,1.34255807379242,2.6081327543547403,0.7114441423053,3.2431333847196706,0.366468533368115
2021-05-30,21.748275862069004,11.728289983397902,11.0595475113122,20.805520833333297,5.41764705882353,17.137514893867394,1.10860499483088,8.92151052431775,10.914631948300302,3.7902683512582303,14.6932526523104,0.18975358322327004,6.96641980854729,7.995024964860029,2.672206441401339,11.6797039248255,-2.1866580078205806,5.772302253196041,3.8307748231412404,2.0679377013963403,3.441340911436301,6.0843420961466315,2.3839764356370603,8.298504942154398,1.5421439852488499,3.2724020289669316,4.621162728418491,2.08608444225046,6.32734160717558,1.2236118159152003,3.4494020492251796,4.63359510979229,1.9064619744338303,6.466941588656262,1.23712411578711,1.3179782512534195,2.644378123371391,0.6716485283244302,3.1175520713288707,0.382714186740723
2021-05-31,21.866459627329196,10.913050458715597,11.287094801223201,20.4406292134831,5.656512261580381,16.6641691514653,0.7307185910315072,8.81372721282668,10.5133760974757,3.5811906700726204,14.270110467937199,0.025491334183191897,6.975261548530931,7.663479677657849,2.562745958652909,11.832065206061996,-2.242192986660599,5.511485672684339,3.6217167415731004,2.0640985877633704,3.673386228444369,5.245414881874031,2.5455739915051,7.505626021988501,1.69914658858157,2.8722833780290005,4.22757096191943,1.9820251712679804,6.072287585726871,1.1340634513001102,3.27797280639429,4.55074323773416,1.7862889281162104,6.088471796640909,1.1521918136887304,1.37345309164686,2.6815694208117793,0.6225074356547802,3.152937902673311,0.34940288137116404
2021-06-01,21.318821362799298,10.693255813953499,11.175335463258799,19.6810992081975,5.765142857142862,16.060289918734902,0.591041569461483,8.6687898089172,9.9092207869516,3.44268104595171,14.2580299953745,-0.18964409868127297,7.058406113537157,7.499475601151759,2.4770161451864903,11.8272760140619,-2.2899564713645297,5.446807913469651,3.427211685852539,2.22207413577675,3.426935203964609,4.464932066599244,2.4361133236156496,6.931269978448601,1.4659727963411497,2.6905649831972607,4.14545144376141,1.9807089614074198,6.175587588221082,1.11773407848218,3.03680570173974,4.331537911676982,1.6637243520418208,5.83473735525615,1.2279068783789606,1.2223772988768098,2.7168156328736996,0.6078476508196999,3.074663590807731,0.37179758329049184
2021-06-02,21.294600760456298,10.3567164179104,11.224776119403002,18.7604111600587,5.6368862275449105,16.4463670244534,0.363371012990254,8.445835927398148,9.6570587761025,3.2672132181371003,13.935057978836499,-0.4393645139048471,7.057278389821071,7.017479029061589,2.571640438329069,11.6951640570021,-2.2862172170148396,5.618093910146151,3.2895463380157293,2.19151660664265,3.3842570472852396,4.27472387457945,2.32992576628935,6.518514569633108,1.0190606516056095,2.6501098689199205,3.90864215363652,1.6892619935040298,5.75418958512468,1.1246490642350904,2.7595096730314097,3.9844983285256,1.66592917444208,5.3958242967707,1.1838005699941503,1.2706536781065398,2.6189883549851714,0.5752801980673101,3.07004959325229,0.346216129784357
2021-06-03,20.489821073558605,9.8958011049724,11.191126516464498,18.29919395466,5.692996845425871,16.3826800983711,0.08202590049724418,8.38031359103023,9.02019955743575,3.1935981175706902,13.856450972608203,-0.506318495749628,6.90406007221579,6.62520114014517,2.44703153418327,12.026779670152798,-2.3722712255463105,5.715073179307629,3.1434699648238995,2.1149485435199704,3.2733449010113613,4.198682678052171,2.0057357449781605,6.95344161070671,1.0304957159016603,2.6660750591963804,4.171638528772619,1.69732757125986,5.08354528526423,0.9900139800849599,2.64840280279805,3.85289437567553,1.5682779867888206,5.034765898211821,1.0084944444771602,1.2311521477992897,2.580540447672661,0.5561522988504397,2.984507912602929,0.32377294211264196
2021-06-04,19.847083333333302,9.6965517241379,10.6811009174312,18.230775637688698,5.654736842105261,15.811774577993805,-0.194280572892304,8.0785017118244,8.72629856666204,3.091295116772831,13.783759543382802,-0.7010908710566119,6.74617135125165,6.249174779471091,2.3491379310344898,11.848718251779506,-2.37917628460307,5.757409018116182,2.9399863060154297,2.09563466642262,3.5787582445307304,3.658346155557651,1.85935377850869,7.19170743240932,1.0860755056707299,2.57187227307596,3.8566676807991787,1.6102328374533403,4.777649056650729,1.0728726375317197,2.5475390010953194,3.60573278544776,1.5258112207143801,4.595874913834359,0.9044264648845901,1.1276218847724795,2.6161293516466997,0.54261294813685,2.745441474182679,0.2930912153724191
2021-06-05,19.809401709401694,8.871331592689302,10.7971747211896,17.195000000000004,5.333566433566429,15.6016733878566,-0.53319465553277,7.747654892877877,8.413564187673831,2.857891012031149,14.0224352067147,-0.7687676951869008,6.608596842981649,5.760532799882878,2.2012836669499705,11.832361516035006,-2.36639562596381,5.7266083576287885,2.79907186929466,2.0945046482204703,3.4717986415911692,3.85274860527311,1.9178604179135497,6.706760590144361,1.1255877208479004,2.490028674584039,3.2839141630605395,1.5134648917652798,4.80727853498217,0.9589277726374705,2.267032495652219,3.5003444957991396,1.4630771837200203,4.108450327596472,0.7933220703829298,1.1021317382437201,2.6160106368895697,0.5081307225671501,2.69255172522989,0.29605889614732817
2021-06-06,19.949623059866997,8.568704939919902,11.015779092702198,16.332622478386202,5.366330935251799,15.561889792104104,-0.7348312432856181,7.502634000710151,7.939490445859899,2.77896912760701,13.7465875399028,-0.8943423951185231,6.579122266281899,5.386968045756371,2.22295172076832,11.693344489105902,-2.38840937114672,5.69425050428899,2.6423263811018893,2.14832708593641,3.48844763928389,3.8809719856938294,1.6559716847377404,6.43252966243317,1.4487405084174805,2.3594421704163198,3.2157058112388217,1.452545450739,4.181844451141021,0.9214829073000099,2.0522915332554303,3.421585662602732,1.4254031962645402,3.9956366312103215,0.7769055458596403,0.9850387303967905,2.5901398482283207,0.4536234664234198,2.52006435745385,0.32306008911291906
