date,JHH_optimistic,SH_optimistic,BMC_optimistic,HCGH_optimistic,SMH_optimistic,JHH_moderate,SH_moderate,BMC_moderate,HCGH_moderate,SMH_moderate,JHH_pessimistic,SH_pessimistic,BMC_pessimistic,HCGH_pessimistic,SMH_pessimistic,JHH_catastrophic,SH_catastrophic,BMC_catastrophic,HCGH_catastrophic,SMH_catastrophic,JHH_optimistic_std,SH_optimistic_std,BMC_optimistic_std,HCGH_optimistic_std,SMH_optimistic_std,JHH_moderate_std,SH_moderate_std,BMC_moderate_std,HCGH_moderate_std,SMH_moderate_std,JHH_pessimistic_std,SH_pessimistic_std,BMC_pessimistic_std,HCGH_pessimistic_std,SMH_pessimistic_std,JHH_catastrophic_std,SH_catastrophic_std,BMC_catastrophic_std,HCGH_catastrophic_std,SMH_catastrophic_std
2021-04-22,46.9010989010989,7.329670329670349,24.7582417582418,27.0,4.03296703296699,40.610389610389596,0.0,22.0,14.5974025974026,2.37662337662335,52.0853658536585,7.9207317073171195,30.6280487804878,37.9146341463414,5.548780487804859,40.6739659367396,0.0,23.1046228710462,17.4671532846715,2.50364963503652,10.261724159786901,14.217512600074198,7.124507283548059,21.3610319118164,4.93361313666737,14.3251757221473,15.395445219714802,8.13942842952661,24.660521875668,6.53890622760402,22.2047017653425,24.3068054502379,14.6761693387764,39.8252106688535,8.1238622046882,18.2489735429575,20.643613357257102,11.356843791840301,33.1027245915283,5.72806030105186
2021-04-23,46.1978021978022,6.626373626373639,24.263736263736302,25.318681318681303,3.79120879120875,39.8181818181818,0.0,21.4415584415585,13.0,2.06493506493504,50.902439024390205,6.22560975609761,29.689024390243897,35.5670731707317,5.10365853658535,39.576642335766394,0.0,22.367396593674002,15.622871046228699,2.10948905109491,9.81708080204989,13.846563747639198,7.0011126136325394,20.9988067584698,4.9271470616258295,13.665065650318901,14.5645977924137,8.058878458598139,22.9352046590146,6.35392845521299,21.4951089438235,23.139324028119002,14.146767234972,38.5689081796174,7.762824970135171,17.0902023778476,19.6088912601872,10.593950018029501,31.027302806654703,5.243495855901361
2021-04-24,45.373626373626394,5.56043956043958,23.780219780219802,23.7472527472527,3.4835164835164396,38.9350649350649,0.0,20.9090909090909,11.7792207792207,1.87012987012984,49.652439024390205,5.10975609756103,28.835365853658498,33.3597560975609,4.664634146341441,38.639902676399004,0.0,21.661800486618,13.649635036496301,1.77128953771292,9.70480866345649,13.2713681076177,6.7494716614868295,20.1800014828504,4.56986976804553,12.970535000870399,14.1759894781969,7.627545929506401,22.322148040353,6.219789526239361,20.6840727866498,22.4330677075112,13.6303552912554,37.1030868545252,7.453285011710889,16.049786825422498,18.7864645925458,9.88641155471671,29.122197362470498,4.8653101412231905
2021-04-25,44.549450549450505,4.659340659340679,23.208791208791197,22.285714285714302,3.07692307692303,38.1428571428571,0.0,20.5194805194805,10.4285714285714,1.55844155844153,48.3048780487805,3.70731707317078,28.109756097560897,31.030487804878,4.28048780487803,37.7055961070559,0.0,21.0462287104623,12.2652068126521,1.47931873479321,9.49470899252818,12.8984215729125,6.31048680296343,19.646366396743602,4.37638656068948,11.9842900482619,13.820891248871698,7.50784151829193,21.3659139037822,5.94220775672803,19.7860657979813,21.409726193233897,13.217840041394998,35.620308326273296,7.23682365387354,15.085051800896599,17.7454651630523,9.19091310883048,27.4659496449374,4.58176112122501
2021-04-26,43.6043956043956,3.85714285714288,22.681318681318697,21.1978021978022,2.65934065934061,37.636363636363605,0.0,20.2467532467533,9.12987012987009,1.1038961038960702,47.2134146341463,2.23780487804883,27.2926829268292,28.5975609756097,3.84146341463413,36.817518248175205,0.0,20.4622871046229,10.8053527980535,1.25304136253043,9.44445241607155,12.6699246049068,5.8802812863229095,19.7054570011385,4.14243446702654,11.197893327641198,13.5622599987081,7.212856533714549,20.759365513803,5.53143091318849,18.9672874643086,20.2904511847369,12.6925898344011,34.1815340205094,6.958049169493719,14.1732804846035,16.9296991522806,8.48937710456246,26.1025449444313,4.31506989557719
2021-04-27,42.9560439560439,2.7032967032967203,22.219780219780198,19.4945054945055,2.2197802197801804,36.9610389610389,0.0,19.883116883116898,7.8441558441558,0.8051948051947759,46.128048780487795,1.12804878048786,26.6219512195122,26.689024390243897,3.43292682926827,36.0462287104623,0.0,19.8783454987835,9.255474452554731,1.03649635036498,9.04715337444074,12.569449625229199,5.62684579062759,18.902862171777898,3.9295818265717797,10.572449614049999,13.3558532482656,6.93411638048237,20.1154703418465,5.04638628178378,18.029566033005,19.2190324317983,12.105111419834799,32.932470158186,6.604792934567049,13.2859339168305,16.19635531945,7.95218392879188,24.3953169173937,4.100103951157609
2021-04-28,42.197802197802204,1.84615384615386,21.8681318681319,18.054945054944998,1.99999999999996,36.4155844155844,0.0,19.6363636363637,6.999999999999959,0.636363636363607,44.8963414634146,0.0,25.817073170731696,24.8292682926829,2.93902439024388,35.2384428223844,0.0,19.457420924574198,7.71046228710461,0.80778588807788,8.5678493513217,12.134276715836698,5.42550075541857,18.4755898906898,3.95833267128085,10.1083187329387,12.7780064886079,6.67989635760078,19.262310343358898,4.9032811082561,17.1580067784449,17.8401629988045,11.605545647146199,31.5749694491829,6.09471579962247,12.43024379266,15.392587859119198,7.41480103140605,22.8612695881962,3.8672693499271804
2021-04-29,41.4835164835165,0.714285714285733,21.395604395604398,16.6593406593406,1.5604395604395198,35.8181818181818,0.0,19.272727272727302,6.20779220779217,0.454545454545426,43.8292682926829,0.0,24.981707317073102,23.0060975609756,2.48170731707315,34.4841849148418,0.0,18.939172749391698,6.442822384428211,0.6545012165450329,8.2982969141215,11.775616207262402,5.3142975304134294,17.7544740862266,3.7073216461739396,9.294964060708539,12.3833875848073,6.2647229185937094,18.678015809570397,4.7875421626886,16.2558139510144,16.700145336296302,10.9709949647946,29.907193351403603,5.6000313375514805,11.482111961865401,14.574612994988302,6.8695193467630995,21.6120711185778,3.66774259009872
2021-04-30,40.824175824175796,0.0,21.2967032967033,15.3186813186813,1.21978021978018,35.337662337662294,0.0,19.0909090909091,5.07792207792204,0.207792207792179,42.7134146341463,0.0,24.189024390243897,21.2743902439024,2.1951219512194897,33.8491484184915,0.0,18.4598540145986,5.21167883211678,0.498783454987856,8.05955372406757,11.4805664226911,5.4005594847627,16.8745987532075,3.4944018230527,8.90693245595835,12.134958192023001,6.184873194696451,18.162680094650398,4.61157840901568,15.300309054667899,15.8539059549174,10.3518844180832,28.605815543816103,5.476258177696919,10.706899389814199,13.9279062893679,6.2903259470213095,20.2086399504255,3.4760827515431805
2021-05-01,40.1318681318681,0.0,20.7802197802198,14.1318681318681,1.0109890109889699,34.662337662337606,0.0,18.6883116883117,4.2337662337662,0.0259740259739969,41.6768292682926,0.0,23.432926829268304,19.8231707317073,1.9512195121951001,33.1143552311435,0.0,18.090024330900302,4.206812652068121,0.257907542579097,7.7194810469579895,10.8451573297738,5.03344687956808,16.3080033144716,3.51589967680745,8.56690159872241,11.618362119377599,6.0266737166558,17.4335545550049,4.45638143225253,14.5752103379335,15.1409155278672,9.741925682450029,27.6178858796978,5.33119000346673,9.99334734103995,12.993558206393,5.80487452218217,19.160957938651,3.3077158655292798
2021-05-02,39.6593406593406,0.0,20.2197802197802,12.2747252747253,0.670329670329626,34.2597402597402,0.0,18.1298701298702,3.41558441558438,0.0,40.8170731707317,0.0,22.670731707317,18.329268292682897,1.7195121951219299,32.5644768856448,0.0,17.729927007299302,3.2944038929440294,0.128953771289559,7.5124981401502,10.4891937538403,4.938285965472041,15.547404051248,3.20250023084077,8.16128117226359,11.146534676041501,5.54020555133295,16.9212257213328,4.1656135173240205,13.877995199005001,14.4919655580146,9.08783523488377,26.2767292598391,5.11138209765667,9.236251371701538,12.303940189746001,5.29648547529554,18.3102806903174,3.15777218158786
2021-05-03,38.8351648351648,0.0,19.8461538461539,10.9450549450549,0.46153846153841704,33.896103896103895,0.0,17.870129870129897,2.57142857142853,0.0,39.9939024390244,0.0,22.018292682926802,16.4817073170731,1.3414634146341298,32.0608272506083,0.0,17.3625304136253,2.24087591240875,0.0,7.023981210083691,10.2617006240732,4.596376346893269,14.8310209922807,3.0492871949118703,7.79759553997857,10.6906389980144,5.3700945365442,16.278691084892,3.87479018632299,13.215758343361301,13.9131110087464,8.64528357077062,24.2425436386159,4.77670255191617,8.56644594153073,11.590018648495901,4.90711493009367,17.14275116174,2.94327069665393
2021-05-04,37.8681318681319,0.0,19.252747252747298,9.79120879120878,0.14285714285709802,33.4155844155844,0.0,17.5584415584416,1.48051948051944,0.0,39.140243902438996,0.0,21.5,15.256097560975599,1.03048780487803,31.4939172749392,0.0,16.985401459854,1.4038929440389198,0.0,6.45456377701107,9.9739668382747,4.37920015922279,14.101723013784301,2.97629811019797,7.51078383662086,10.2392199852606,4.88532693839325,15.2290434547657,3.78321295815161,12.6077081768628,13.3569213075982,8.19449356984012,23.126236963878497,4.52917044169751,8.07870675349746,10.9798432856881,4.52379423434799,16.3452601085469,2.7579222999228503
2021-05-05,37.4065934065934,0.0,18.901098901098898,8.72527472527471,0.0,32.8701298701298,0.0,17.2467532467533,0.7532467532467142,0.0,38.4329268292683,0.0,20.969512195121897,13.9085365853658,0.841463414634126,31.1411192214112,0.0,16.705596107056,0.6009732360097221,0.0,6.2783711814984295,9.36783377438143,4.2848407111933,13.314881770440198,2.79345760408548,7.14125129528468,9.586914114906039,4.753601576423639,14.080449765888698,3.6714908185223902,12.111572027527599,12.861805801793402,7.631788773349481,22.0263213911757,4.3152943489712206,7.687431774643481,10.3212109009796,4.33914439917537,15.6303320417166,2.59460731940662
2021-05-06,36.9340659340659,0.0,18.4395604395604,7.8131868131868,0.0,32.4415584415584,0.0,16.8701298701299,0.259740259740219,0.0,37.530487804878,0.0,20.5975609756097,12.7317073170731,0.5670731707316871,30.698296836982898,0.0,16.4111922141119,0.0,0.0,5.957503572011531,8.96975287342482,4.25017669422505,12.761114100571001,2.8394209471402,6.86088052404267,9.29367563528905,4.461261076910531,13.43869095457,3.52003158574584,11.3057577866974,12.219005575886,7.300904391754299,21.1401682763672,4.09472898650604,7.202187311025329,9.92755174786738,4.07073485340555,14.681367626884,2.4163952789097003
2021-05-07,36.450549450549396,0.0,17.912087912087898,6.65934065934065,0.0,32.1168831168831,0.0,16.6233766233767,0.0,0.0,36.7926829268292,0.0,20.158536585365802,11.341463414634099,0.34146341463412605,30.338199513382,0.0,16.1946472019465,0.0,0.0,5.6748214596763304,8.66729985084768,4.09062889751696,12.315960723387802,2.61164197999321,6.50972001810501,9.01139624421196,4.32379773475483,12.7480350130604,3.30982886427852,10.4215861871196,11.5813921298126,6.96151088837039,19.454804127227604,3.94162396286155,6.88193911273713,9.50350075816231,3.7890172770849504,13.8736504276585,2.2086320251135496
2021-05-08,36.0879120879121,0.0,17.604395604395602,5.39560439560438,0.0,31.7402597402597,0.0,16.4025974025974,0.0,0.0,35.95731707317071,0.0,19.701219512195102,10.2378048780487,0.115853658536565,29.9975669099756,0.0,15.9489051094891,0.0,0.0,5.51788432807688,8.25086676165362,3.9516764658145,11.549068907654,2.44445603234065,6.294000119998519,8.54569138739409,4.06553665520581,12.0472169397159,3.1729800389448704,9.58094875884281,10.8810749236074,6.57974014447593,18.193033457591802,3.77531116863075,6.5805374568655095,9.04091531793074,3.5894964080148304,13.1805272311849,2.07930000111138
2021-05-09,35.5164835164835,0.0,17.3406593406593,4.29670329670328,0.0,31.2207792207792,0.0,16.0779220779221,0.0,0.0,35.32317073170729,0.0,19.2926829268292,9.05487804878045,0.0,29.5693430656934,0.0,15.768856447688599,0.0,0.0,5.2561945559500405,8.321518815788469,3.65958815121886,10.426932790817501,2.36230511336223,5.8867710333873,8.0633559739828,3.68936330352915,11.473465541697301,3.1727142484754802,9.041815329331401,10.3652941025444,6.25996825535092,16.768891341863302,3.64478615169836,6.04616947397635,8.55389193274572,3.43842539885383,12.4901268127966,1.93857888680203
2021-05-10,35.219780219780205,0.0,17.0,3.46153846153845,0.0,30.818181818181802,0.0,15.909090909090901,0.0,0.0,34.786585365853604,0.0,18.9573170731707,8.2073170731707,0.0,29.231143552311398,0.0,15.5863746958638,0.0,0.0,5.15662194749927,7.96450888398476,3.5483446717351494,9.9607610783874,2.27374295294364,5.645961067026839,7.601475209907679,3.46750814719814,10.993550601701902,2.8849882776396902,8.34191581642968,9.75993064944496,5.969720841417099,16.059390952808098,3.37760299074909,5.5975593164790896,8.29313657660791,3.30610113254965,11.807256191545902,1.8471752822793002
2021-05-11,34.8351648351648,0.0,16.8681318681319,2.9120879120879,0.0,30.5454545454545,0.0,15.5584415584416,0.0,0.0,34.310975609756106,0.0,18.5487804878048,7.067073170731669,0.0,28.885644768856398,0.0,15.4087591240876,0.0,0.0,4.9631658582312195,7.6017431695020194,3.3687009898676603,9.46001315065313,2.24471901011415,5.5135032570002105,7.033136038065639,3.15758062428924,10.3222818429651,2.6320417520979102,7.882773917105419,9.07739050836769,5.49141818714686,14.8633924211574,3.29428032616243,5.29896955886277,8.00754878544499,3.0869344859736003,11.0130529600119,1.7173238209034398
2021-05-12,34.3626373626373,0.0,16.7582417582418,2.04395604395603,0.0,30.116883116883102,0.0,15.3766233766234,0.0,0.0,33.7256097560975,0.0,18.1768292682926,6.3963414634146,0.0,28.610705596107,0.0,15.1946472019465,0.0,0.0,4.877833708048231,7.30097187470129,3.21232681926495,8.942232997105359,2.11137768072483,5.23349230696904,6.75157321921271,2.93472012685568,9.81570778971412,2.56137349307433,7.2497999931385495,8.61525596463097,5.18785991920989,14.0268820691908,3.1151555229527794,5.05831633387334,7.89760858325058,2.8424073710983997,10.336713154436001,1.65220966251375
2021-05-13,34.0,0.0,16.5054945054945,1.43956043956043,0.0,29.935064935064897,0.0,15.272727272727302,0.0,0.0,33.2439024390244,0.0,17.7987804878048,5.32317073170728,0.0,28.352798053527998,0.0,15.0802919708029,0.0,0.0,4.77578422481179,7.017393471505001,2.9368838589755297,8.31948694692268,1.91568437820002,4.864498909176111,5.98601281895663,2.75869346075087,9.31977225216265,2.2790635236385803,6.60278860562813,8.08744179287388,4.84061859066314,12.9293600835976,2.9081211034225,4.70663263518047,7.483182661432219,2.5923840618228,9.88571153937614,1.5656135544519698
2021-05-14,33.417582417582395,0.0,16.1208791208791,1.02197802197801,0.0,29.649350649350602,0.0,15.051948051948099,0.0,0.0,32.8292682926829,0.0,17.4939024390244,4.43292682926826,0.0,28.1362530413625,0.0,14.9659367396594,0.0,0.0,4.85440726504691,6.78567646917433,2.66464823180308,7.69668635189328,1.66453593219881,4.49707087818135,5.62899752071455,2.60181443493842,8.48130502914912,2.28689461849923,6.293261932144519,7.74931633299302,4.44332745068686,12.3347313654744,2.7403160844531502,4.4786968725846705,7.30126979906775,2.49324185263668,9.34295797788678,1.5535999045934499
2021-05-15,33.1098901098901,0.0,15.978021978022001,0.13186813186812102,0.0,29.3246753246753,0.0,14.7792207792208,0.0,0.0,32.4634146341463,0.0,17.3231707317073,3.4634146341463,0.0,27.9294403892944,0.0,14.8613138686132,0.0,0.0,4.82979221989233,6.758357901262361,2.42725338406605,7.566219359860081,1.6393895559535399,4.29448139087788,5.24752469576079,2.42617424574927,7.926866766340951,2.1989126247581203,5.8998558144896,7.26542749223019,4.10233099245825,11.5402636197809,2.5587897175345202,4.19301541583376,7.0700513730158,2.3428294469231496,8.75705639287702,1.47955482172982
2021-05-16,32.7582417582417,0.0,15.7912087912088,0.0,0.0,29.1688311688311,0.0,14.662337662337698,0.0,0.0,32.097560975609696,0.0,17.030487804878,2.6829268292682595,0.0,27.695863746958604,0.0,14.766423357664198,0.0,0.0,4.67062701057358,6.32491808783131,2.34346939611554,7.41260720409022,1.67213609664688,4.1823424693525,5.07504817867321,2.47142550040415,7.2692709783434495,2.0883666077937098,5.670836610621611,7.15268593755914,3.90337260174515,10.8283807453254,2.52403673735486,3.9232352533762,6.82727575420293,2.28383054982939,8.32589043718669,1.4227815083613602
2021-05-17,32.384615384615394,0.0,15.6263736263736,0.0,0.0,28.8961038961039,0.0,14.5454545454546,0.0,0.0,31.768292682926802,0.0,16.75,1.9634146341463,0.0,27.4987834549878,0.0,14.6715328467153,0.0,0.0,4.28920680460614,6.33089121314772,2.2970450347784905,6.860259224227329,1.57936212951399,3.8776619809957498,4.9820050612945,2.48964798865985,6.61111674106632,2.04255618195714,5.220452388537559,6.891557720630059,3.61551945973356,10.1786302458795,2.30294150159874,3.71596815382935,6.5061354994247305,2.15919707357474,7.9799559163030604,1.34356808545066
2021-05-18,32.021978021978,0.0,15.4615384615385,0.0,0.0,28.675324675324603,0.0,14.4545454545455,0.0,0.0,31.560975609756103,0.0,16.5731707317073,1.26219512195118,0.0,27.350364963503605,0.0,14.5328467153285,0.0,0.0,4.08959554134937,5.92241428330734,2.26197520318604,6.69507692755007,1.53098655005434,3.55127726993175,4.8947429987124,2.24896670488236,6.248062610836719,1.8037460317368001,4.96260555519882,6.587496832270171,3.3237189075735003,9.587840244147438,2.09609811439624,3.6623864830079196,6.261415241816129,2.05976842645032,7.65082362935787,1.2927334958567902
2021-05-19,31.6593406593406,0.0,15.285714285714299,0.0,0.0,28.506493506493502,0.0,14.3246753246754,0.0,0.0,31.237804878048703,0.0,16.4146341463414,0.5426829268292329,0.0,27.2287104622871,0.0,14.4330900243309,0.0,0.0,3.9942598591283103,5.801302794773999,2.06727802906688,6.40066262721159,1.5471497218447,3.3304535826140897,4.78183158501758,2.2032803400932996,6.05325775917996,1.76575623796748,4.68338333013791,6.36144541789663,3.08217684417211,9.18050530051986,1.97884408540357,3.5431388424360697,6.068822067501411,1.9555445498419899,7.39742119842627,1.23947729012487
2021-05-20,31.406593406593398,0.0,15.142857142857098,0.0,0.0,28.415584415584398,0.0,14.3246753246754,0.0,0.0,30.926829268292604,0.0,16.304878048780502,0.0,0.0,27.1362530413625,0.0,14.2846715328467,0.0,0.0,3.83310187281727,5.609650628290219,1.9977647211755902,6.01407197392276,1.58600021791325,3.34530934588508,4.56119722826908,2.12527219889108,5.439248804702129,1.78787354694577,4.481587023439519,6.29610891800928,3.0251461978132497,8.52936105461599,1.8814903531083997,3.42672204494859,6.00088595034196,1.79928940271158,7.15778778101396,1.16513260841038
2021-05-21,31.219780219780198,0.0,15.021978021977999,0.0,0.0,28.038961038961002,0.0,14.311688311688302,0.0,0.0,30.548780487804798,0.0,16.2195121951219,0.0,0.0,27.021897810219002,0.0,14.248175182481802,0.0,0.0,3.8398692768475096,5.56992198456503,1.9814987758928502,5.81276094744536,1.54324217981251,3.1382922735674197,4.27021992510973,2.07296486611432,5.3270821294746,1.6038829590922499,4.33841356289516,6.22702499381901,2.9309105183183397,8.18074332032559,1.7915626165895502,3.39068183708951,5.917459018778441,1.74122230847897,6.86317812157053,1.08294101020399
2021-05-22,31.021978021978,0.0,14.9120879120879,0.0,0.0,27.8571428571428,0.0,14.1298701298702,0.0,0.0,30.2134146341463,0.0,16.030487804878,0.0,0.0,26.907542579075397,0.0,14.1776155717762,0.0,0.0,3.7679330095361503,5.31286576981587,1.9631922723156598,5.64783851947238,1.5112187637513,3.11108768567482,4.1638316098463894,1.97854915829747,5.25150871028392,1.4420848459731201,3.9971872546629603,5.84923613432948,2.7945461885182796,7.74388083346323,1.64633017159633,3.21243816136121,5.827315117817959,1.6643011611040401,6.672608217781909,1.04657381282817
2021-05-23,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.662337662337602,0.0,14.0,0.0,0.0,30.0548780487805,0.0,15.9085365853658,0.0,0.0,26.805352798053498,0.0,14.1265206812652,0.0,0.0,3.65189157007827,5.30198997485994,1.95140826164045,5.4347742291089105,1.40246647327858,2.93472012685568,4.04398985387816,1.81363066756909,5.17642853518021,1.35861785253216,3.84521206952326,5.908744238592241,2.60875864230049,7.29345782651973,1.5348785526309898,3.1023720188827095,5.81254869398107,1.6408193413689598,6.394158732274651,1.01343968080047
2021-05-24,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.3376623376623,0.0,14.012987012987,0.0,0.0,29.774390243902396,0.0,15.8231707317073,0.0,0.0,26.708029197080304,0.0,14.090024330900302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.70323357278467,3.8633689747046898,1.8119559454135201,5.04565093468596,1.24255244673922,3.54684697138592,5.95505424233477,2.50727673878538,6.69027769124427,1.43077160181546,2.9222738117928397,5.828323811998071,1.62798633526737,6.30925061652761,0.9857047984646009
2021-05-25,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.2727272727272,0.0,13.987012987013,0.0,0.0,29.6219512195122,0.0,15.6524390243902,0.0,0.0,26.5839416058394,0.0,14.046228710462302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67608109341867,3.60889439280293,1.8223514341466,4.88145868502172,1.13930972464734,3.3756485264938303,5.91377602525316,2.32629742860911,6.58624655357552,1.3701478662869901,2.8142133586675797,5.751654992737911,1.56789197138256,6.136686197137389,0.9412631325894879
2021-05-26,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.116883116883102,0.0,14.012987012987,0.0,0.0,29.487804878048703,0.0,15.5670731707317,0.0,0.0,26.562043795620397,0.0,13.9878345498784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38225859486714,3.8430588115251703,1.7536796002483501,4.6774886766788395,1.0249049172441,3.1385088742265896,5.70670467842292,2.1964426921052502,6.10870627755868,1.3020256035189601,2.7215871151427797,5.86966415560261,1.58612465003539,5.8405392269388,0.888281148615302
2021-05-27,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.025974025974,0.0,13.961038961039,0.0,0.0,29.182926829268304,0.0,15.4756097560975,0.0,0.0,26.4914841849148,0.0,13.9221411192214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3387443383394197,3.9314414760503196,1.7965315808613602,4.27112826827937,1.0415552028968,3.0024776601900798,5.7424231692595,2.18890549306835,5.85300745871037,1.24514225635005,2.7109514818864304,5.7307013078374895,1.49571921094576,5.63099565583735,0.8596283010713109
2021-05-28,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.1558441558441,0.0,13.8441558441559,0.0,0.0,28.981707317073102,0.0,15.3170731707317,0.0,0.0,26.4379562043795,0.0,13.924574209245801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4226958579451496,3.9848337883102203,1.7239984589483797,4.28528136341552,0.976533568680907,2.95622308153376,5.594395060912389,2.05257886861813,5.59179255354912,1.19425055339952,2.52029607480685,5.63617833612841,1.4620907439078101,5.447557617236299,0.84091336539102
2021-05-29,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.1558441558441,0.0,13.8441558441559,0.0,0.0,28.7439024390244,0.0,15.2073170731707,0.0,0.0,26.403892944038898,0.0,13.863746958637499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8077397914455005,5.74653957896917,1.9851752020883,5.338566983938559,1.13689674369745,2.41776928223223,5.53981419046267,1.46421894083325,5.2828363148038795,0.810763135329832
2021-05-30,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.1558441558441,0.0,13.8441558441559,0.0,0.0,28.6341463414634,0.0,15.2378048780487,0.0,0.0,26.391727493917305,0.0,13.866180048661802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7526148943672504,5.7423713717288205,2.0037145754674,5.28383476984986,1.04508708710383,2.31976218229932,5.373456045409879,1.4833989383102302,5.10930482810053,0.8023886764181779
2021-05-31,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.1558441558441,0.0,13.8441558441559,0.0,0.0,28.5,0.0,15.1524390243902,0.0,0.0,26.379562043795598,0.0,13.800486618004902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6639015011097,5.646631188900349,1.85201306941398,5.07663973211227,0.8986406549727101,2.390552738254,5.37629216992013,1.43582412613797,5.01773838006278,0.8173516804010121
2021-06-01,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.1558441558441,0.0,13.8441558441559,0.0,0.0,28.4939024390244,0.0,15.097560975609698,0.0,0.0,26.245742092457398,0.0,13.8077858880779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6383984988824998,5.651656219639079,1.8408071032011297,4.81585350412886,0.847802211677302,2.3336314249052004,5.3560109800077305,1.44433355540026,4.84123900348129,0.768479072128684
2021-06-02,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.1558441558441,0.0,13.8441558441559,0.0,0.0,28.426829268292604,0.0,14.926829268292598,0.0,0.0,26.250608272506103,0.0,13.7761557177616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55055953782275,5.7504720081466605,1.81730846405875,4.5862536439467805,0.8851340152011741,2.3575575166866805,5.20619297310753,1.46775638949907,4.670639361027191,0.7492100136752479
2021-06-03,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.1558441558441,0.0,13.8441558441559,0.0,0.0,28.4451219512195,0.0,15.006097560975599,0.0,0.0,26.233576642335702,0.0,13.768856447688599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5276210620254203,5.87378400088007,1.85810602528213,4.50054527729478,0.84859123205438,2.36962983214825,5.08555162100133,1.4441409024436997,4.64001048642447,0.7360650277835141
2021-06-04,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.1558441558441,0.0,13.8441558441559,0.0,0.0,28.3963414634146,0.0,14.9573170731707,0.0,0.0,26.2019464720194,0.0,13.7226277372263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54369167566915,5.8589756085376905,1.88472838117093,4.669740549487099,0.830791284402493,2.3739154515174503,5.00113117010783,1.4271810067618897,4.56232343019701,0.7324288026231409
2021-06-05,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.1558441558441,0.0,13.8441558441559,0.0,0.0,28.3475609756097,0.0,14.8963414634146,0.0,0.0,26.119221411192196,0.0,13.727493917275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67523148047464,5.934888002132679,1.7881558900750198,4.7898233571793,0.8491168383184979,2.2871641551500295,4.955862158472621,1.41091951388145,4.64281904374163,0.704378511486005
2021-06-06,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.1558441558441,0.0,13.8441558441559,0.0,0.0,28.262195121951198,0.0,14.8170731707317,0.0,0.0,26.111922141119198,0.0,13.717761557177598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59440292395501,5.77032591918025,1.7160382655905,4.76230052036639,0.8217693581831709,2.2393286092529903,4.90832479679611,1.4228688827407199,4.645962306478809,0.692623425651178
2021-06-07,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.1558441558441,0.0,13.8441558441559,0.0,0.0,28.237804878048703,0.0,14.7195121951219,0.0,0.0,26.1654501216545,0.0,13.727493917275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58181849363716,5.794604944294321,1.65794241509013,4.89127399284192,0.847253848547555,2.2383846390407203,4.88167848231848,1.4178006188622299,4.660778121135441,0.6965439990854511
2021-06-08,30.8351648351648,0.0,14.945054945055,0.0,0.0,27.1558441558441,0.0,13.8441558441559,0.0,0.0,28.2439024390244,0.0,14.6524390243902,0.0,0.0,26.1094890510949,0.0,13.6861313868613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5636745360342204,5.744239024885269,1.56468689909739,5.0065208816591396,0.850582436837277,2.22168966096775,4.8048507545189905,1.43622400308961,4.5956478500704,0.68931634687235
