date,hospital,occupancy_acute,occupancy_icu,occupancy_total,admissions_total
2021-04-22,BMC,29.167428571428566,8.59942857142857,37.766857142857134,4.887142857142855
2021-04-23,BMC,29.48685714285714,8.469999999999999,37.95685714285714,4.949999999999999
2021-04-24,BMC,29.672571428571423,8.38342857142857,38.056,5.049999999999999
2021-04-25,BMC,29.865714285714283,8.245142857142856,38.11085714285714,5.132857142857143
2021-04-26,BMC,30.042571428571424,8.09142857142857,38.13399999999999,5.099999999999998
2021-04-27,BMC,30.16085714285714,8.01,38.17085714285714,5.082857142857145
2021-04-28,BMC,30.325142857142854,8.016571428571428,38.34171428571428,5.128571428571426
2021-04-29,BMC,30.565142857142853,7.960571428571428,38.52571428571428,5.1342857142857135
2021-04-30,BMC,30.759999999999994,7.936857142857142,38.696857142857134,5.045714285714284
2021-05-01,BMC,31.07628571428571,7.848857142857142,38.92514285714285,4.9171428571428555
2021-05-02,BMC,31.368571428571425,7.793428571428571,39.16199999999999,4.804285714285714
2021-05-03,BMC,31.687714285714282,7.7951428571428565,39.48285714285714,4.805714285714284
2021-05-04,BMC,32.01371428571428,7.763999999999999,39.77771428571428,4.6757142857142835
2021-05-05,BMC,32.32114285714285,7.759999999999999,40.08114285714285,4.512857142857141
2021-04-22,HCGH,23.28257142857143,7.692857142857142,30.975428571428573,3.9071428571428584
2021-04-23,HCGH,23.827428571428573,7.741142857142857,31.56857142857143,3.8385714285714294
2021-04-24,HCGH,24.226,7.856857142857143,32.082857142857144,3.6342857142857152
2021-04-25,HCGH,24.403142857142857,7.970571428571429,32.373714285714286,3.6171428571428597
2021-04-26,HCGH,24.477714285714285,8.022857142857143,32.500571428571426,3.6957142857142844
2021-04-27,HCGH,24.446285714285715,8.06342857142857,32.50971428571428,3.76
2021-04-28,HCGH,24.282,8.075142857142858,32.35714285714286,3.7114285714285717
2021-04-29,HCGH,24.03142857142857,8.144571428571428,32.176,3.8928571428571432
2021-04-30,HCGH,23.808571428571426,8.170857142857143,31.97942857142857,4.01
2021-05-01,HCGH,23.680571428571426,8.195714285714285,31.87628571428571,3.978571428571426
2021-05-02,HCGH,23.877142857142857,8.254285714285714,32.13142857142857,4.0514285714285725
2021-05-03,HCGH,24.227714285714285,8.377142857142857,32.60485714285714,4.07142857142857
2021-05-04,HCGH,24.619142857142855,8.510857142857143,33.129999999999995,4.081428571428574
2021-05-05,HCGH,24.983999999999998,8.629142857142858,33.613142857142854,4.0928571428571425
2021-04-22,JHH,53.85457142857142,26.09285714285714,79.94742857142856,4.099999999999998
2021-04-23,JHH,53.278571428571425,26.045714285714286,79.32428571428571,4.208571428571429
2021-04-24,JHH,53.04285714285714,25.904,78.94685714285714,4.612857142857143
2021-04-25,JHH,52.812571428571424,25.758285714285712,78.57085714285714,5.052857142857143
2021-04-26,JHH,52.51942857142856,25.598285714285712,78.11771428571427,5.315714285714286
2021-04-27,JHH,52.231714285714276,25.398,77.62971428571427,5.901428571428569
2021-04-28,JHH,51.89771428571428,25.12742857142857,77.02514285714285,6.108571428571428
2021-04-29,JHH,51.467142857142846,24.87457142857143,76.34171428571427,6.311428571428568
2021-04-30,JHH,51.10057142857142,24.629714285714286,75.73028571428571,6.250000000000001
2021-05-01,JHH,50.640857142857136,24.428,75.06885714285714,5.811428571428572
2021-05-02,JHH,50.18885714285714,24.155714285714286,74.34457142857143,5.515714285714284
2021-05-03,JHH,49.55742857142857,23.94542857142857,73.50285714285714,5.36285714285714
2021-05-04,JHH,48.94199999999999,23.902857142857144,72.84485714285714,5.102857142857143
2021-05-05,JHH,48.35371428571428,23.896857142857144,72.25057142857142,4.934285714285713
2021-04-22,SH,5.6005714285714285,5.49,11.09057142857143,1.6685714285714282
2021-04-23,SH,5.499142857142857,5.209428571428572,10.708571428571428,1.731428571428572
2021-04-24,SH,5.416285714285714,4.9225714285714295,10.338857142857144,1.682857142857143
2021-04-25,SH,5.297428571428571,4.694000000000001,9.991428571428571,1.6900000000000006
2021-04-26,SH,5.268285714285714,4.540285714285716,9.80857142857143,1.6571428571428575
2021-04-27,SH,5.304571428571428,4.465428571428573,9.770000000000001,1.5357142857142856
2021-04-28,SH,5.497428571428571,4.421428571428573,9.918857142857144,1.4357142857142855
2021-04-29,SH,5.644,4.385142857142858,10.029142857142858,1.2771428571428574
2021-04-30,SH,5.739428571428571,4.359428571428573,10.098857142857145,1.1457142857142855
2021-05-01,SH,5.841714285714285,4.323714285714287,10.16542857142857,1.131428571428571
2021-05-02,SH,6.013714285714285,4.272000000000001,10.285714285714286,1.0814285714285714
2021-05-03,SH,6.110857142857142,4.199142857142858,10.31,1.0799999999999994
2021-05-04,SH,6.218,4.100285714285715,10.318285714285715,1.161428571428571
2021-05-05,SH,6.2302857142857135,3.985714285714287,10.216000000000001,1.2157142857142857
2021-04-22,SMH,5.824285714285715,1.8274285714285716,7.651714285714286,0.9871428571428572
2021-04-23,SMH,6.2857142857142865,1.9240000000000002,8.209714285714286,0.9642857142857143
2021-04-24,SMH,6.734000000000002,2.024,8.758000000000003,0.9228571428571429
2021-04-25,SMH,7.096857142857144,2.1385714285714283,9.235428571428573,0.9028571428571429
2021-04-26,SMH,7.564857142857143,2.234857142857143,9.799714285714286,0.89
2021-04-27,SMH,7.998857142857144,2.3237142857142854,10.322571428571429,0.8942857142857141
2021-04-28,SMH,8.379428571428573,2.4094285714285713,10.788857142857143,0.8614285714285712
2021-04-29,SMH,8.65942857142857,2.5148571428571422,11.174285714285713,0.8514285714285714
2021-04-30,SMH,8.87657142857143,2.626285714285714,11.502857142857144,0.8057142857142859
2021-05-01,SMH,9.019714285714286,2.6877142857142853,11.707428571428572,0.7500000000000003
2021-05-02,SMH,9.134,2.735428571428571,11.869428571428571,0.7457142857142859
2021-05-03,SMH,9.12257142857143,2.830857142857142,11.95342857142857,0.702857142857143
2021-05-04,SMH,9.074857142857143,2.9242857142857135,11.999142857142857,0.6985714285714283
2021-05-05,SMH,8.846285714285715,2.9754285714285706,11.821714285714286,0.7200000000000002
