date,JHH_optimistic,SH_optimistic,BMC_optimistic,HCGH_optimistic,SMH_optimistic,JHH_moderate,SH_moderate,BMC_moderate,HCGH_moderate,SMH_moderate,JHH_pessimistic,SH_pessimistic,BMC_pessimistic,HCGH_pessimistic,SMH_pessimistic,JHH_catastrophic,SH_catastrophic,BMC_catastrophic,HCGH_catastrophic,SMH_catastrophic,JHH_optimistic_std,SH_optimistic_std,BMC_optimistic_std,HCGH_optimistic_std,SMH_optimistic_std,JHH_moderate_std,SH_moderate_std,BMC_moderate_std,HCGH_moderate_std,SMH_moderate_std,JHH_pessimistic_std,SH_pessimistic_std,BMC_pessimistic_std,HCGH_pessimistic_std,SMH_pessimistic_std,JHH_catastrophic_std,SH_catastrophic_std,BMC_catastrophic_std,HCGH_catastrophic_std,SMH_catastrophic_std
2020-12-08,6.3,7.494117647058839,2.8,10.25294117647058,1.8529411764705868,5.9713414634146345,8.3018292682927,3.512804878048781,10.52987804878051,2.262195121951219,5.276923076923078,9.369230769230779,3.9846153846153833,12.896153846153828,2.773076923076922,6.176470588235298,10.70588235294116,3.623529411764703,13.87647058823529,3.458823529411768,2.30293929832393,2.616569507228726,1.151469649161965,3.584955106300056,1.2228787862873258,2.0661843365660837,3.132295826000859,1.485874772642771,3.451301979106079,1.5966153410553432,2.754061014394186,3.794912508444106,2.2870357549410345,4.86593186341612,1.6867259346729189,3.2322873728831207,2.7768942847202687,1.445288252041053,2.367557543064833,1.0318793953293142
2020-12-09,6.052941176470587,8.441176470588259,3.7470588235294127,10.00588235294116,2.5117647058823547,5.928658536585365,8.771341463414599,3.256707317073168,11.310975609756131,2.368902439024387,7.269230769230779,10.66153846153844,3.7692307692307723,12.81538461538461,2.6115384615384607,9.182352941176449,12.02352941176471,5.311764705882355,15.441176470588262,2.3058823529411736,3.560753001503509,2.78421154189738,2.388235294117645,3.9943298912679746,1.6816946470192327,2.2793282398255315,3.1678985348816333,1.703444541093316,3.708033667907016,1.3553223953583509,3.323664477971593,3.7005277090495907,1.541919191429764,4.914475659306612,1.7097743717715708,2.539623708606236,4.657129816903102,1.316359665200244,3.6921313505933915,1.21871223657225
2020-12-10,5.435294117647058,9.264705882352969,3.5411764705882316,11.40588235294116,2.182352941176471,6.329878048780489,8.80121951219511,3.679268292682927,11.750609756097589,2.462804878048781,7.91538461538461,9.719230769230778,4.038461538461539,13.623076923076951,3.042307692307695,8.31764705882355,11.36470588235297,4.8999999999999995,16.51176470588232,3.252941176470587,2.8259181072332837,4.2036316478899405,1.4499731533130968,4.266486443713899,1.3767973468365131,2.681558062706173,2.8717078245990115,2.0329443866565957,3.458578887473934,1.383842101515713,2.529623308486904,3.370119745734819,2.111703090121429,3.8204216130912996,1.9115384615384607,2.3263794880653808,2.395324164841013,2.7689454352748437,3.1125707840647,1.6967504052500681
2020-12-11,6.505882352941174,7.947058823529419,3.129411764705884,10.25294117647058,1.9352941176470577,6.837804878048781,9.560975609756131,3.512804878048781,12.813414634146351,2.71036585365854,7.21538461538461,11.899999999999999,3.4461538461538437,15.534615384615389,3.2307692307692273,8.441176470588259,12.147058823529418,4.735294117647058,18.2,3.7470588235294127,2.560898415017964,2.482910447571043,1.665485163683495,3.175664385708513,1.451142015375794,2.5504968546990727,3.1337757207078214,1.704983924100058,3.9691266531888507,1.372314179630352,2.22860637855422,3.9215381597609835,1.767925940241139,4.695819933948808,1.74813510100362,2.465779634142566,2.7890790483090075,2.167932378061583,3.2656861273479656,1.398788403061658
2020-12-12,5.311764705882355,9.22352941176471,3.129411764705884,12.517647058823549,2.841176470588232,6.709756097560977,10.145731707317081,4.11036585365854,13.496341463414598,2.654878048780489,8.238461538461559,11.926923076923048,5.088461538461539,16.476923076923047,2.853846153846156,10.00588235294116,14.20588235294116,4.4882352941176435,17.37647058823529,4.282352941176471,2.188172042096586,4.5506986421304445,1.5765803298063141,4.314303882792631,1.281111109443865,2.5178441105242877,3.334307084372572,1.9710594805604431,4.204656104436305,1.415864162478633,3.71577478441855,4.152530062162075,1.3667274003919898,4.619799170818817,1.4902841157182507,3.072548393958666,2.4575144277561707,1.829459049890136,4.047879533746426,1.148520938433757
2020-12-13,6.958823529411768,8.15294117647058,3.5411764705882316,11.81764705882355,2.182352941176471,7.081097560975619,11.03780487804876,4.430487804878051,14.16646341463416,3.0646341463414593,8.642307692307659,13.246153846153828,4.442307692307694,17.58076923076922,4.011538461538461,10.582352941176449,15.358823529411737,5.682352941176471,20.752941176470575,4.158823529411769,2.454062376006101,3.4203745317897956,1.281111109443865,4.484645083224684,1.6614080825038129,2.281916452852498,3.8894522858467635,1.8081245521790636,4.259942136315823,1.5714970298831579,3.779313437540158,5.16558364929558,2.135086573082274,5.328661199355312,2.068876864216414,2.250813001906238,2.418570025626328,1.888739166782538,4.452774105188122,2.043946247574966
2020-12-14,5.6,9.429411764705868,4.6941176470588255,12.517647058823549,3.1705882352941157,7.823780487804889,11.071951219512188,4.413414634146343,14.029878048780509,3.021951219512197,9.476923076923049,13.488461538461559,5.3576923076923055,18.87307692307695,3.2307692307692273,12.18823529411768,16.30588235294116,7.4117647058823195,18.652941176470577,5.229411764705884,3.2122925659739883,3.0664723372559077,1.947085480535489,4.542121206210055,1.4823529411764709,2.872618054736787,3.79666973422646,2.064671602962206,4.0005972096561235,1.5875294804440607,3.3863195010680283,3.7322221595881313,2.3130354809415836,4.816522659818428,1.4667518354328282,3.2662052730673805,3.201189225389119,2.652608561384586,4.192727267270822,1.937483117461885
2020-12-15,6.91764705882353,9.841176470588259,3.829411764705884,12.84705882352942,3.1705882352941157,8.297560975609779,11.7036585365854,4.562804878048781,16.07439024390241,3.5,9.88076923076922,14.7,5.276923076923078,18.415384615384607,4.038461538461539,11.73529411764703,15.647058823529422,6.505882352941174,22.4,4.858823529411768,2.628852421096153,3.4248329840823066,1.049798135151458,3.445562815301278,1.5765803298063141,3.1902853916896405,3.569773003712825,2.0964009661102265,4.803246132428078,1.6865320168625457,3.6955294437769677,5.205839915976021,2.3716770587510276,5.833305719855747,1.9347186086546426,3.1261593005344936,3.8784650764807638,2.210528440477336,5.558671021873101,1.6887373715396379
2020-12-16,6.1352941176470575,10.047058823529419,3.7058823529411735,13.176470588235288,2.3470588235294128,8.70731707317073,12.365243902439051,4.754878048780489,16.51829268292686,3.508536585365853,9.69230769230766,15.857692307692336,6.380769230769227,20.51538461538461,4.226923076923078,13.752941176470578,20.17647058823529,6.629411764705884,25.652941176470577,5.188235294117644,2.466467151131851,3.900696415507303,2.0339676058023346,3.223357659658038,1.398788403061658,3.2358050413024344,3.673497610807605,2.1664938764822783,5.1848425440913495,1.7796067816913959,3.6973923323298568,5.230912045561685,2.38037153382686,7.6945381381706595,2.2006218862836318,3.282774588140313,3.798069077797715,1.877032923300948,4.2405767708509865,1.8761294176296839
2020-12-17,7.864705882352968,9.47058823529413,4.0764705882352965,14.24705882352942,2.3058823529411736,8.771341463414599,12.395121951219489,5.305487804878051,17.00060975609759,3.564024390243905,11.98076923076922,16.53076923076922,6.542307692307694,22.02307692307695,4.226923076923078,13.95882352941174,21.658823529411737,9.38823529411768,27.54705882352942,5.6,3.731415308915966,2.4616504998457818,2.0547017564499437,4.0883072359307,1.2651298878842399,3.0231175405350217,3.6034503262041193,2.136650360271049,4.6179593338059295,1.702075031847673,3.741145364598019,6.142711079668652,2.3852387522689313,6.58444014863875,1.7844537393636728,3.0697880408778935,3.8450975392706446,2.038131310478872,4.5804081049950645,2.065401257126851
